nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category
SATU ATAP CAFE & RESTO,"LLRE MARTADINATA ST NO.87, CITARUM, BANDUNG WETAN,
  BANDUNG CITY, WEST JAVA 40115",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
SATU PINTU COFFEE,"JL. ACEH NO.56, RT.05 RW03, MERDEKA, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5)
SAUVAGE COFFEE,"JL. RANCABENTANG NO.3, CIUMBULEUIT, KEC. CIDADAP,
  KOTA BANDUNG, JAWA BARAT 40141",cidadap,5.0,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.0484178421654597,10.0,8.0,Very High (4.5-5.0)
SAWO COFFEE AND ROASTERY,"JL. BRAGA NO.76, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0)
SAYVELLS COFFEE,"JL. BUAH BATU NO.121, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40265",lengkong,4.9,Rp 15.000 - 50.000,71000.0,5.91,12013.54,3.0484178421654597,43.0,41.0,Very High (4.5-5.0)
SECANGKIR TEMU,"JL. CIKENDI NO.10, HEGARMANAH, KEC. CIDADAP, KOTA
  BANDUNG, JAWA BARAT 40141",cidadap,4.8,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.0484178421654597,10.0,8.0,Very High (4.5-5.0)
"SEDJUK BAKMI & KOPI CIGADUNG, BANDUNG","JL. KONSTITUSI I NO.16, CIGADUNG, KEC. CIBEUNYING
  KALER, KOTA BANDUNG, JAWA BARAT 40191",cibeunying kaler,4.7,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
SEJIWA,"JL. PROGO NO.15, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
SEKO,"JL. NATUNA NO.47, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0)
ROCKEPO COFFEE & EATERY,"LATEZA, JL. KARAPITAN NO.86D, PALEDANG, LENGKONG,
  BANDUNG CITY, WEST JAVA 40261",lengkong,4.4,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.0484178421654597,43.0,41.0,High (4.0-4.5)
SERACIK COFFEE,"JL. KARAWITAN NO.121, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40264",lengkong,4.7,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.0484178421654597,43.0,41.0,Very High (4.5-5.0)
SERANTAU COFFEE X SPACE,"JL. NANAS NO.13, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40114",bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
SERENITY CORNER,"JL. PALASARI NO.34, MALABAR, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",lengkong,4.4,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.0484178421654597,43.0,41.0,High (4.0-4.5)
SHOOT ME IN THE HEAD,"JL. KEMUNING NO.16, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0)
SKEMA COFFEE,"WISMA WIRA AMUR, JL. BELITUNG NO.2B, MERDEKA, KEC.
  SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5)
SMITH COFFEE,"JL. KEMUNING NO.16, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0)
SONNE COFFEE,"JL. ANGGREK NO.55, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.9,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
SPESIES COFFEE 2.0,"JL. PERTAMINA, CIPADUNG WETAN, KEC. PANYILEUKAN,
  KOTA BANDUNG, JAWA BARAT 40614",panyileukan,5.0,Rp 50.000 - 100.000,40772.0,5.31,7678.34,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
"SSST COFFEE, MARGAHAYU RAYA","JL. NEPTUNUS BARAT VII NO.7, SEKEJATI, KEC.
  BUAHBATU, KOTA BANDUNG, JAWA BARAT 40286",buahbatu,4.7,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0)
STARBUCKS COFFEE,"JL. SURYA SUMANTRI NO.76C, SUKAWARNA, KEC.
  SUKAJADI, KOTA BANDUNG, JAWA BARAT 40164",sukajadi,4.6,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.0484178421654597,33.0,29.0,Very High (4.5-5.0)
SAMASAMA FOOD COLLECTIVE,"JL. PROGO NO.34, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
STATION 8 - CAFE ART JEWELLERY FASHION,"JL. SUKAJADI NO.132-134, PASTEUR, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40162",sukajadi,4.4,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.0484178421654597,33.0,29.0,High (4.0-4.5)
STENANG,"JL. WIRA ANGUN ANGUN NO.15, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.1,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
STRING,"JL. PANAITAN NO.23, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0)
SUGAR RUSH,"JL. SURYA SUMANTRI NO.36D, SUKAGALIH, KEC.
  SUKAJADI, KOTA BANDUNG, JAWA BARAT 40164",sukajadi,4.1,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.0484178421654597,33.0,29.0,High (4.0-4.5)
SEOLTANG INDONESIA,"JL. IBU INGGIT GARNASIH NO.98, CIATEUL, KEC. REGOL,
  KOTA BANDUNG, JAWA BARAT 40252",regol,4.6,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,Very High (4.5-5.0)
SUMIKO COFFEE AND TEA,"PASKAL HYPER SQUARE, UNIT 8002, PASKAL LODGE, JL.
  PASIR KALIKI NO.25-27, CIROYOM, KEC. ANDIR, KOTA BANDUNG, JAWA BARAT 40182",andir,4.9,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,Very High (4.5-5.0)
SURJOY COFFEE,"JL. TATA SURYA NO.104, MANJAHLEGA, KEC. RANCASARI,
  KOTA BANDUNG, JAWA BARAT 40286",rancasari,4.6,Rp 50.000 - 100.000,86725.0,7.01,12371.61,3.0484178421654597,21.0,50.0,Very High (4.5-5.0)
T5 CAFE & ROASTERY,"JL. TERNATE NO.5, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
TAEUN COFFEE & WORKS,"JL. L. L. R.E. MARTADINATA NO.50, CITARUM, KEC.
  BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
TARA NGOPI,"CIPADUNG, KEC. CIBIRU, KOTA BANDUNG, JAWA BARAT
  40615",cibiru,4.8,Rp 50.000 - 100.000,76236.0,6.84,11145.61,3.0484178421654597,7.0,8.0,Very High (4.5-5.0)
TEMAN LAMA COFFEE SHOP,"JL. BIMA NO.80, ARJUNA, KEC. CICENDO, KOTA BANDUNG,
  JAWA BARAT 40172",cicendo,4.6,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Very High (4.5-5.0)
TEMENNGOPI,"JL. CIMANUK NO.16, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
"TEMPAT NGOPI, BANDUNG","JL. SULTAN TIRTAYASA NO.45, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
TEN TO TEN CAFE MANGGA,"JL. MANGGA NO.1, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40114",bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
TENGGARA KOPI,"JL. BKR NO.85, ANCOL, KEC. REGOL, KOTA BANDUNG,
  JAWA BARAT 40254",regol,5.0,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,Very High (4.5-5.0)
TERAI COFFEATERY,"JL. TUBAGUS ISMAIL NO.175, SEKELOA, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40133",coblong,4.7,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,Very High (4.5-5.0)
TERAS KOTA CAFE & RESTO BANDUNG,"JL. ARCAMANIK ENDAH KEL NO.83, SUKAMISKIN, KEC.
  ARCAMANIK, KOTA BANDUNG, JAWA BARAT 40293",arcamanik,4.7,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.0484178421654597,13.0,77.0,Very High (4.5-5.0)
TERAS RUSTIC,"JL. A.H. NASUTION NO.266B, CISARANTEN KULON, KEC.
  ARCAMANIK, KOTA BANDUNG, JAWA BARAT 40294",arcamanik,4.4,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.0484178421654597,13.0,77.0,High (4.0-4.5)
TERAZA COFFEE BACKYARD,"JL. CISANGKUY NO.6, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
THE GADE COFFEE & GOLD BANDUNG,"JL. PUNGKUR NO.123 - 125, PUNGKUR, KEC. REGOL, KOTA
  BANDUNG, JAWA BARAT 40252",regol,4.7,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,Very High (4.5-5.0)
THE HOUSEPLANTS COFFEE,"JL. BENGAWAN NO.16, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
THE KAMASAN,"JL. HALMAHERA NO.4, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
THE PANASDALAM,"JL. AMBON NO.8A, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
TITIK TEDUH,"JL. SUKAMEKAR III NO.2, SUKAWARNA, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40164",sukajadi,4.5,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.0484178421654597,33.0,29.0,High (4.0-4.5)
TJIMANOEK KOFFIE & MEALS,"JL. CIMANUK NO.43, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
TOKO KOPI JALAN PULANG,"JL. GOLF BAR. XIII NO.4, SUKAMISKIN, KEC.
  ARCAMANIK, KOTA BANDUNG, JAWA BARAT 40293",arcamanik,4.7,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.0484178421654597,13.0,77.0,Very High (4.5-5.0)
TOKO KOPI MELANGKAH MADJOE,"JL. CIBADAK NO.237, CIBADAK, KEC. ASTANAANYAR, KOTA
  BANDUNG, JAWA BARAT 40241",astanaanyar,4.7,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
SUMBAWA 30 FOOD & FESTIVAL,"JL. SUMBAWA NO.30, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0)
TOMS COFFEE & TOAST,"JL. SUNDA NO.85, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0)
TONES NO. 6,"JL. TERUSAN CISOKAN NO.6, CIHAUR GEULIS, KEC.
  CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT 40122",cibeunying kaler,4.6,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
TRANSIT,"JL. KALIMANTAN NO.13, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5)
TRI TANGTU KOPI ROASTERS (TTKR) & ROTI MACAN,"JL. BUAH BATU NO.129, CIJAGRA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40264",lengkong,4.6,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.0484178421654597,43.0,41.0,Very High (4.5-5.0)
TUJU COFFEE & EATERY,"JL. AMBON NO.14, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
TUJUH TITIK COFFEE,"JL. SALAM NO.7, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40114",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
TWIN SHARING COFFEE,"JL. PURWAKARTA NO.230B, ANTAPANI KIDUL, KEC.
  ANTAPANI, KOTA BANDUNG, JAWA BARAT 42091",antapani,4.4,Rp 50.000 - 100.000,80530.0,4.22,19082.94,3.0484178421654597,21.0,68.0,High (4.0-4.5)
U COFFEE,"JL. BELITUNG, MERDEKA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40113",sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5)
U-BERKOPI,"JL. NAGROG NO.815, PASIRWANGI, KEC. UJUNG BERUNG,
  KOTA BANDUNG, JAWA BARAT 40618",ujung berung,4.4,Rp 50.000 - 100.000,90562.0,6.24,14513.14,3.0484178421654597,24.0,9.0,High (4.0-4.5)
UMBIRA,"JL. BRAGA NO.74, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5)
UNCLE D COFFEE,"JL. CIGADUNG RAYA BARAT NO.28A, CIGADUNG, KEC.
  CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT 40191",cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,High (4.0-4.5)
UNCLEBREW,"JL. TAMPOMAS NO.22, MALABAR, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",lengkong,4.5,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.0484178421654597,43.0,41.0,High (4.0-4.5)
URRA CAFFE,"JL. CIGADUNG RAYA BARAT NO.15, CIGADUNG, KEC.
  CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT 40191",cibeunying kaler,4.9,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
TERAS CAFE,"JL. ASIA AFRIKA NO.55, KB. PISANG, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40111",sumur bandung,3.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Medium (3.5-4.0)
WADICI,"JL. GIRI PRATAMA, PASIR ENDAH, KEC. UJUNG BERUNG,
  KOTA BANDUNG, JAWA BARAT 40619",ujung berung,4.8,Rp 50.000 - 100.000,90562.0,6.24,14513.14,3.0484178421654597,24.0,9.0,Very High (4.5-5.0)
WAGASA CAFE,"JL. CIHAMPELAS NO.290, RW.5, CIPAGANTI, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40142",coblong,4.556410256410256,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,Very High (4.5-5.0)
WAGOON COFFEE - MARTADINATA,"JL. L. L. R.E. MARTADINATA NO.12A, MERDEKA, KEC.
  SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0)
WARUNG KOPI 65,"JL. JURANG NO.65, PASTEUR, KEC. SUKAJADI, KOTA
  BANDUNG, JAWA BARAT 40161",sukajadi,4.511549295774648,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.0484178421654597,33.0,29.0,Very High (4.5-5.0)
WARUNG KOPI HIJI OPAT DUA,"JL. TERUSAN CIGADUNG NO.142, SEKELOA, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40134",coblong,4.9,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,Very High (4.5-5.0)
WARUNG KOPI LIMARASA,"JL. BRAGA NO.36, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",sumur bandung,4.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5)
WARUNG SINDANGSARI,"JL. IR. H. JUANDA GANG KARYA I NO.204, RT.02/RW.12,
  LEBAKGEDE, KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,4.8,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,Very High (4.5-5.0)
WARUNK UPRNORMAL,"JL. PASIR KALIKI NO.147, PAMOYANAN, KEC. CICENDO,
  KOTA BANDUNG, JAWA BARAT 40173",cicendo,4.4,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5)
TOKO KOPI PAJENG,"JL. BUKIT DAGO SELATAN NO.7, DAGO, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40135",coblong,4.9,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,Very High (4.5-5.0)
WHEELER'S COFFEE,"JL. VETERAN NO.21, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5)
WORK COFFEE,"JL. SUMBAWA NO.28, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0)
WORK COFFEE MICRO SHOP,"JL. TERNATE NO.10, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
YAMA COFFEE,"JL. KANAYAKAN DALAM NO.344/3, DAGO, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40135",coblong,4.7,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,Very High (4.5-5.0)
YELLOW TRUCK COFFEE,"JL. PATUHA NO.29, LKR. SEL., KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40263",lengkong,4.4,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.0484178421654597,43.0,41.0,High (4.0-4.5)
YUMAJU COFFEE,"JL. BUAH BATU NO.140, CIJAGRA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40287",lengkong,4.7,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.0484178421654597,43.0,41.0,Very High (4.5-5.0)
YUMMY YELLOW COFFEE & EATERY,"JL. ARCAMANIK ENDAH NO.23, SUKAMISKIN, KEC.
  ARCAMANIK, KOTA BANDUNG, JAWA BARAT 40293",arcamanik,4.4,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.0484178421654597,13.0,77.0,High (4.0-4.5)
ZERMATT EATERY & COFFEE,"JL. HEGARMANAH NO.22A, HEGARMANAH, KEC. CIDADAP,
  KOTA BANDUNG, JAWA BARAT 40141",cidadap,4.9,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.0484178421654597,10.0,8.0,Very High (4.5-5.0)
ZERO HOUR COFFEE,"JL. TERUSAN MARTANEGARA NO.20, GUMURUH, KEC.
  BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40275",batununggal,4.6,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,Very High (4.5-5.0)
ZERO SCALE,"JL. DIPATI UKUR NO.70B, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,4.6,Rp 15.000 - 50.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,Very High (4.5-5.0)
ZIE CAFE,"JL. VAN DEVENTER NO.14, KB. PISANG, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5)
ZONA.12,"JL. A.H. NASUTION NO.116, CIPADUNG WETAN, KEC.
  PANYILEUKAN, KOTA BANDUNG, JAWA BARAT 40614",panyileukan,4.3,Rp 50.000 - 100.000,40772.0,5.31,7678.34,3.0484178421654597,9.0,53.0,High (4.0-4.5)
"""SIANG MALAM"" PADANG RESTAURANT","3JR5+7PP, JL. PURNAWARMAN, BABAKAN CIAMIS, KEC.
  SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40116",sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5)
*BINTANG* AYAM GORENG DADAKAN & AYAM BAKAR,"JL. KEPATIHAN NO.40251, BALONGGEDE, KEC. REGOL,
  KOTA BANDUNG, JAWA BARAT 40251",regol,4.0,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,Medium (3.5-4.0)
A&W LUCKY SQUARE,"LUCKY SQUARE, JL. TERUSAN JAKARTA NO.2, BABAKAN
  SURABAYA, KIARACONDONG, BANDUNG CITY, WEST JAVA 40281",kiaracondong,4.2,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,High (4.0-4.5)
A&W PARIS VAN JAVA,"PARIS VAN JAVA, MALL LT.CL #7, JL. SUKAJADI
  NO.137-139, CIPEDES, KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",sukajadi,4.6,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.0484178421654597,33.0,29.0,Very High (4.5-5.0)
A&W RESTAURANTS - BANDUNG INDAH PLAZA,"BANDUNG INDAH PLAZA, JL. MERDEKA NO.56, CITARUM,
  KEC. BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.3,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
A&W RESTORAN KHAS AMERIKA,"JL. MERDEKA NO.56, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",sumur bandung,4.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5)
A&W TSM,"TRANS STUDIO MALL, JL. GATOT SUBROTO NO.289,
  CIBANGKONG, KEC. BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40273",batununggal,4.3,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,High (4.0-4.5)
ABAH AMBU RUMAH MAKAN,"JL. VETERAN NO.59, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,3.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5)
ABAH DODO AYAM & BEBEK GORENG BAKAR,"JL PROF. EYCKMAN, NO. 2, CIHAMPELAS, PASTEUR, KEC.
  SUKAJADI, KOTA BANDUNG, JAWA BARAT 40161",sukajadi,4.0,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.0484178421654597,33.0,29.0,Medium (3.5-4.0)
ABUBA STEAK,"JL. PELAJAR PEJUANG 45 NO.70, LKR. SEL., KEC.
  LENGKONG, KOTA BANDUNG, JAWA BARAT 40262",lengkong,4.3,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.0484178421654597,43.0,41.0,High (4.0-4.5)
ADING'S FRIED RICE,"JL. LOMBOK NO.20, MERDEKA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40113",sumur bandung,4.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Medium (3.5-4.0)
"AL JAZEERAH SIGNATURE MIDDLE EAST RESTAURANT AND
  CAFE BANDUNG","JL. TERNATE NO.3, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.4,Rp 100.000 - 200.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
