nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan,kategori_resto_encoded,price_range_encoded,dataset_version,training_date,success_category,composite_score
SOP BUNTUT SAPI HJ. INE,"JL. A. YANI NO.29B, RT.001/RW.002",sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,549,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6464433249370276
SATE BANG ROHIM NARIPAN,JL. NARIPAN NO.57-61,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,62,8,2.0,enriched_v1.0,2025-07-09,High,0.6667229219143576
KITCHEN HUB,JL. SUNDA NO.69,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,169,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6524571788413098
SOONYOTO,PS. KOSAMBI,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,3151,8,2.0,enriched_v1.0,2025-07-09,High,0.702574331067915
NATUNA SEAFOOD,JL. NATUNA NO.7,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Seafood,226,9,2.0,enriched_v1.0,2025-07-09,Medium,0.6366801007556674
ANEKA 38 SEAFOOD BANDUNG,JL. SUMATERA NO.18,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Seafood,77,9,2.0,enriched_v1.0,2025-07-09,High,0.667176322418136
GLUTEN FREE COOKIES NOII'S KITCHEN,JL. EMBONG NO.16,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,85,8,2.0,enriched_v1.0,2025-07-09,High,0.7024181360201511
BATAGOR KINGSLEY,JL. VETERAN NO.25,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,2440,8,2.0,enriched_v1.0,2025-07-09,Medium,0.63360201511335
ACUS DAPUR NUSANTARA,"RUKO ITC KOSAMBI, JL. BARANANG SIANG NO.12 BLOK G",sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,114,8,2.0,enriched_v1.0,2025-07-09,Low,0.5632947103274558
WARTEG IBU BROTO,"3JM9+2M3, ALUN ALUN BELAKANG JIWASRAYA",sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,429,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6253161209068009
WARUNG NASI BU CUCU,"3JJ9+FQW, JL. BARANANG SIANG",sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,380,7,2.0,enriched_v1.0,2025-07-09,Low,0.6188161446699302
NASI GORENG KAMBING PUTRA BANYUMAS,"ITC KOSAMBI, DPAN, JL. BARANANG SIANG",sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,87,7,2.0,enriched_v1.0,2025-07-09,High,0.7024785894206549
MIE BASO CEKER LESGAR,"PS. KOSAMBI, DEPAN, JL. BARANANG SIANG NO.1",sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,571,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6471083123425692
MIE BASO SAPI MANG EMAN,JL. BARANANG SIANG NO.4,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,45,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6487090680100756
MIE BASO CAMPUR BUNGSU,JL. VETERAN NO.46,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,195,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6357430730478588
BAKSO KUMKUM,JL. SURAREJA,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,28,8,2.0,enriched_v1.0,2025-07-09,High,0.7006952141057934
WARUNG BI EEM,JL. PANAITAN NO.22,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,67,7,2.0,enriched_v1.0,2025-07-09,Medium,0.631874055415617
MIE BASO RASIMAN,JL. VETERAN NO.111,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,52,8,2.0,enriched_v1.0,2025-07-09,High,0.7014206549118387
MIE BASO OPUNG,JL. BARANANG SIANG NO.36,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,190,8,2.0,enriched_v1.0,2025-07-09,Low,0.6180919395465995
NASI GORENG YONAN,"JL. BARANANG SIANG NO.GANG, RT.07/RW.10",sumur bandung,3.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Medium (3.5-4.0),Local Food,406,7,2.0,enriched_v1.0,2025-07-09,Low,0.4846209068010075
WARUNG NASI IBU ENCUM,JL. BARANANG SIANG NO.34B,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,416,7,2.0,enriched_v1.0,2025-07-09,Medium,0.6199043058789981
PEMPEK 10 ULU PAK ANANG,JL. SUNDA NO.67,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,409,8,2.0,enriched_v1.0,2025-07-09,Low,0.5722115869017632
IKAN LAUT BAKAR SUNDA RASA,JL. CIBUNUT NO.34,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Seafood,587,9,2.0,enriched_v1.0,2025-07-09,Medium,0.6300919395465995
ANGKRINGAN SCOOTER,JL. VETERAN NO.74,sumur bandung,4.4,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,370,8,2.0,enriched_v1.0,2025-07-09,Low,0.6060327455919395
SABANA KAPAU BARANANGSIANG,JL. BARANANG SIANG NO.5,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,302,8,2.0,enriched_v1.0,2025-07-09,Low,0.568977329974811
NASI GORENG PA WAWAN,JL. SUNDA,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,40,7,2.0,enriched_v1.0,2025-07-09,High,0.666057934508816
MARTABAK BANDUNG 89,JL. SUNDA NO.86,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,784,8,2.0,enriched_v1.0,2025-07-09,High,0.6710465994962216
KANTIN IBU ERNA,JL. SUNDA NO.66,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,740,8,2.0,enriched_v1.0,2025-07-09,High,0.6697166246851385
WARNAS SUKASARI,JL. RAJAMANTRI WETAN DEPAN NO 17 BUAH BATU,lengkong,4.521932114882507,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Restaurant,245,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6235925281648921
GANETO RUMAH MAKAN,"JL. NARIPAN NO. 147 KEBON PISANG SUMURBANDUNG BANDUNG JAWA
  BARAT",sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,252,7,2.0,enriched_v1.0,2025-07-09,Medium,0.6199659949622166
WARUNG NASI MA ILOH,JL. BARANANG SIANG NO.22,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,45,7,2.0,enriched_v1.0,2025-07-09,High,0.7012090680100755
BATAGOR RIASARI,JL. VETERAN,sumur bandung,3.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Medium (3.5-4.0),Restaurant,130,8,2.0,enriched_v1.0,2025-07-09,Low,0.4587783375314861
NASI GORENG NAHDIA PUTRI BERKAH,JL. BARANANG SIANG NO.104,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,16,7,2.0,enriched_v1.0,2025-07-09,High,0.7003324937027707
PECEL LELE SABAR,JL. BARANANG SIANG,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,153,8,2.0,enriched_v1.0,2025-07-09,High,0.7044735516372795
BU WAHYU AYAM PENYET,"FOODLIFE TOSERBA YOGYA SUNDA, JL. SUNDA NO.60",sumur bandung,3.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Restaurant,281,8,2.0,enriched_v1.0,2025-07-09,Low,0.3583425692695214
"PEMPEK ""MURNI"" PALEMBANG","DEPAN, JL. BARANANG SIANG NO.4",sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,46,8,2.0,enriched_v1.0,2025-07-09,High,0.7012392947103274
PINUKKA CATERING & RESTO,JL. NARIPAN NO.131,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,151,8,2.0,enriched_v1.0,2025-07-09,Low,0.6169130982367758
WARUNG SATE HM HARRIS,JL. ASIA AFRIKA NO.155,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,175,7,2.0,enriched_v1.0,2025-07-09,Low,0.6176385390428211
AYAM GALAK BARA8,JL. BARANANG SIANG NO.59,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,78,8,2.0,enriched_v1.0,2025-07-09,High,0.7022065491183879
SAYOGI MINASI,JL. BARANANG SIANG NO.65,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,77,7,2.0,enriched_v1.0,2025-07-09,High,0.702176322418136
WARUNG NASI IBU ODJOH,"3JM9+675, JL. SUNDA",sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,492,7,2.0,enriched_v1.0,2025-07-09,Medium,0.6222015350981417
WARUNG NASI NS,JL. BARANANG SIANG NO.61,sumur bandung,4.8,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,73,7,2.0,enriched_v1.0,2025-07-09,High,0.6670554156171283
SOTO SULUNG,"FOODLIFE TOSERBA YOGYA SUNDA, JL. SUNDA NO.60",sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,760,8,2.0,enriched_v1.0,2025-07-09,Low,0.5828211586901763
QUEEN YUMMY,JL. BARANANG SIANG NO.61,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,96,8,2.0,enriched_v1.0,2025-07-09,Low,0.6102317617983937
NASI KUNING BU APONG,JL. TAMAN CIBUNUT UTARA NO.1,sumur bandung,4.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,177,7,2.0,enriched_v1.0,2025-07-09,Low,0.5826989924433248
WARUNG MALAM,JL. BARANANG SIANG NO.73/34A,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,190,7,2.0,enriched_v1.0,2025-07-09,High,0.7055919395465995
VINCERO SOCIAL HOUSE,JL. PANAITAN NO.33,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,192,8,2.0,enriched_v1.0,2025-07-09,Low,0.6181523929471032
RM IBU HAJI CIJANTUNG VAN DEVENTER,"3JJ8+X2X, JL. VAN DEVENTER",sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,504,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6450831234256926
MASAKAN RUMAH DAPUR SAAD,JL. SAAD NO.9,sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,45,8,2.0,enriched_v1.0,2025-07-09,High,0.6837090680100756
WARTEG JAYA BAHARI,JL. BARANANG SIANG NO.28,sumur bandung,4.5,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,54,8,2.0,enriched_v1.0,2025-07-09,Low,0.6139811083123425
WARUNG NASI IBU TETI,JL. BARANANG SIANG NO.59,sumur bandung,4.8,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,94,7,2.0,enriched_v1.0,2025-07-09,High,0.667690176322418
WARUNG BU MAY,PS. KOSAMBI,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,169,7,2.0,enriched_v1.0,2025-07-09,High,0.7049571788413098
RUMAH MAKAN NY TJOAN,JL. SAAD NO.26,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,424,7,2.0,enriched_v1.0,2025-07-09,Medium,0.6426649874055415
KEDAI NYONYA RUMAH,JL. NARIPAN NO.92C,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,780,8,2.0,enriched_v1.0,2025-07-09,Medium,0.635925692695214
KINJO SHOKUDO (BENTO & TEPPANYAKI),"PS. KOSAMBI, JL. A. YANI NO.43 BLOK MB 42",sumur bandung,4.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,109,8,2.0,enriched_v1.0,2025-07-09,Low,0.5806435768261964
CHICKEN SUMO,"TOSERBA YOGYA, JL. SUNDA",sumur bandung,3.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Medium (3.5-4.0),Restaurant,90,8,2.0,enriched_v1.0,2025-07-09,Low,0.4575692695214105
YAMI YAMI NOODLE HOUSE,JL. SUNDA NO.MOR 53,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,410,8,2.0,enriched_v1.0,2025-07-09,Low,0.6072418136020151
CLASSIC CAFE & RESTO,JL. NARIPAN NO.48,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,4169,1,2.0,enriched_v1.0,2025-07-09,High,0.6858639798488664
UMANARI CAFE & RESTO,JL. NARIPAN NO.36,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,16,1,2.0,enriched_v1.0,2025-07-09,High,0.6653324937027707
BRUSSELS SPRING,JL. VETERAN NO.5,sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,52,8,2.0,enriched_v1.0,2025-07-09,High,0.6839206549118387
ANNAS FRIED CHIKEN KEBON PISANG ID,JL. BARANANG SIANG JL. KOSAMBI NO.45,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,2801,8,2.0,enriched_v1.0,2025-07-09,High,0.6919949859797538
WINGS UPSS,JL. NATUNA NO.5,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,778,8,2.0,enriched_v1.0,2025-07-09,High,0.6708652392947103
DIETGO KITCHEN,JL. NARIPAN NO.34,sumur bandung,3.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Restaurant,76,8,2.0,enriched_v1.0,2025-07-09,Low,0.4221460957178841
SAGI KITCHEN,JL. SUNDA NO.85,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,124,8,2.0,enriched_v1.0,2025-07-09,Low,0.6110781094054465
FOODLIFE FOOD COURT,JL. SUNDA NO.60,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,391,8,2.0,enriched_v1.0,2025-07-09,Low,0.5716675062972292
HAYANG NGOPI,JL. EMBONG NO.6A,sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,47,8,2.0,enriched_v1.0,2025-07-09,High,0.6837695214105793
NM CAFE AND RESTO,JL. VETERAN NO.17C,sumur bandung,4.1,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,488,1,2.0,enriched_v1.0,2025-07-09,Low,0.5570994962216623
HALOKA,JL. VETERAN NO.7,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,26,8,2.0,enriched_v1.0,2025-07-09,High,0.6656347607052896
DAPUR CIBUNUT,JL. CIBUNUT NO.12 RT 07/07,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,598,8,2.0,enriched_v1.0,2025-07-09,High,0.6654244332493703
JATINANGOR HOUSE - NARIPAN,JL. NARIPAN NO.34,sumur bandung,3.1,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Restaurant,114,8,2.0,enriched_v1.0,2025-07-09,Low,0.3707947103274559
AMING COFFEE NARIPAN,JL. NARIPAN NO.47,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,105,1,2.0,enriched_v1.0,2025-07-09,Low,0.6155226700251889
MOUNLY - SAMPING YOGYA SUNDA,"SAMPING YOGYA SUNDA, JL. SUNDA NO.60",sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,152,8,2.0,enriched_v1.0,2025-07-09,High,0.6694433249370276
SAMBEL HEJO NATUNA,JL. NATUNA NO.29,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,205,8,2.0,enriched_v1.0,2025-07-09,Low,0.6010453400503778
LAUT SUNDA RUMAH MAKAN,JL. SUNDA NO.77,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,326,7,2.0,enriched_v1.0,2025-07-09,Low,0.6171839028563282
CANTON CHINESE FOOD,JL. SUNDA NO.25,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Chinese Food,581,2,2.0,enriched_v1.0,2025-07-09,Low,0.6124105793450881
SEMADO'S SHAWARMA,JL. NARIPAN NO.63B,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,1918,8,2.0,enriched_v1.0,2025-07-09,High,0.6653048096573357
KEUKEN VAN ELSJE,JL. BUTON NO.11,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,547,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6463828715365239
RAMENINPO THE HALLWAY KOSAMBI,"THE HALLWAY SPACE, PS. KOSAMBI, JL. A. YANI NO.221 LT. 2",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Japanese Food,165,5,2.0,enriched_v1.0,2025-07-09,Medium,0.6523362720403022
MARTY'S PIZZA,JL. BRAGA NO.45,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Fast Food,1028,4,2.0,enriched_v1.0,2025-07-09,Medium,0.6434219143576826
UDAY CAFE & RESTO,"BRAGA CITIWALK LT. G, JL. BRAGA NO. 99,101, BRAGA, SUMUR
  BANDUNG",sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,328,1,2.0,enriched_v1.0,2025-07-09,Low,0.5697632241813602
TERRACE RESTO OMALIA CAFE,JL. BRAGA NO.74,sumur bandung,4.1,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,310,1,2.0,enriched_v1.0,2025-07-09,Low,0.551719143576826
HOT SATAY - SATE GORENG PEDAS,JL. TELEPON NO.5,sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,14,8,2.0,enriched_v1.0,2025-07-09,High,0.682772040302267
NASI SATE & GULE PAK LILI,GG. SUNIARAJA NO.42,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,115,7,2.0,enriched_v1.0,2025-07-09,High,0.6683249370277078
"SATE ""AJ"" ASIN PEDAS (SATE AYAM, SATE SAPI, KAMBING)",JL. SUNIARAJA NO.32,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,140,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6340806045340049
MILK N CRUMBS BRAGA,JL. BRAGA NO.43,sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,54,8,2.0,enriched_v1.0,2025-07-09,High,0.6839811083123426
SWEET CANTINA,JL. BRAGA NO.89,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,83,8,2.0,enriched_v1.0,2025-07-09,Low,0.6148576826196472
LAKKER CAKE SHOP,JL. BRAGA NO.83,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Bakery,300,0,2.0,enriched_v1.0,2025-07-09,Medium,0.6389168765743072
DIMSUM.INMONS.CIMAREME,KOMPLEK CIMAREME INDAH A4 NO.9,sumur bandung,2.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Chinese Food,90,2,2.0,enriched_v1.0,2025-07-09,Low,0.2650692695214105
KEDAI DIMSUM TELEPON,JL. TELEPON NO.5,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Chinese Food,1877,2,2.0,enriched_v1.0,2025-07-09,High,0.6640655149470083
KANTIN FAMILY (LOTEK CI AAN),JL. PECINAN LAMA GG. IYAS NO.9 RT02/002,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,183,8,2.0,enriched_v1.0,2025-07-09,High,0.7053803526448362
RESTAURANT RASA,JL. TAMBLONG NO.15,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,288,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6210541561712846
TOKO SEJATI,JL. SUNIARAJA NO.120,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,213,8,2.0,enriched_v1.0,2025-07-09,Low,0.6012871536523929
KLAS TAP BAR,JL. SUNDA NO.65,sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,51,8,2.0,enriched_v1.0,2025-07-09,High,0.6838904282115869
FORK,JL. LEMBONG NO.8,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,261,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6377380352644835
LONTONG KARI GOW-GOW ALKATER,JL. ALKATERI NO.20,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,562,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6293362720403022
MER KOFFIE & BRUNCH,JL. BRAGA NO.64 2ND FLOOR,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,489,8,2.0,enriched_v1.0,2025-07-09,Medium,0.622110854997386
CHIIZ O CHICKEN,JL. ABC NO.21,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,364,8,2.0,enriched_v1.0,2025-07-09,Low,0.6183325174658999
BRAGA PERMAI,JL. BRAGA NO.58,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,187,8,2.0,enriched_v1.0,2025-07-09,Low,0.6180012594458437
MAISON BOGERIJEN,JL. BRAGA NO.58,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,173,8,2.0,enriched_v1.0,2025-07-09,High,0.7050780856423173
WENDY'S - BRAGA,JL. BRAGA NO.99-101,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,230,8,2.0,enriched_v1.0,2025-07-09,Low,0.566801007556675
