nama,alamat,kecamatan,google_rating,price_range_rupiah,business_status,processed_at,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman
STREATS RESTAURANT,JL. BRAGA NO. 8,sumur bandung,4.9,,CLOSED_PERMANENTLY,2025-06-28 22:52:19,38323.0,3.49,10980.8,4.0,19.0,38.0
OOPEN RESTAURANT,JL. GATOT SUBROTO NO. 289,batununggal,4.6,,OPERATIONAL,2025-06-28 22:52:20,121469.0,4.82,25201.04,4.0,17.0,19.0
AYAM GORENG WARISAN,JL. TASIKMALAYA,batununggal,4.5,,CLOSED_PERMANENTLY,2025-06-28 22:52:21,121469.0,4.82,25201.04,4.0,17.0,19.0
GOLDEN BELL RESTAURANT,JL. KARAPITAN NO. 51,lengkong,5.0,,OPERATIONAL,2025-06-28 22:52:22,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
LUBERGROUND BRAGA,JL. LEMBONG NO.8,sumur bandung,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:52:23,38323.0,3.49,10980.8,4.0,19.0,38.0
INDISCHE CAFE BRAGA,JL. BRAGA NO. 115,sumur bandung,4.6,,OPERATIONAL,2025-06-28 22:52:24,38323.0,3.49,10980.8,4.0,19.0,38.0
MOZAIK & CO.,JL. GATOT SUBROTO NO. 289,batununggal,3.9,,CLOSED_PERMANENTLY,2025-06-28 22:52:25,121469.0,4.82,25201.04,4.0,17.0,19.0
KAFE BETAWI,JL. GATOT SUBROTO NO. 289,batununggal,3.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:52:26,121469.0,4.82,25201.04,4.0,17.0,19.0
MY KOPI-O,JL. TRUNOJOYO NO. 19,bandung wetan,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:52:27,28848.0,3.44,8386.05,4.0,14.0,117.0
TULANG JAMBAL,JL. SULTAN TIRTAYASA NO. 54,bandung wetan,3.8,,CLOSED_PERMANENTLY,2025-06-28 22:52:28,28848.0,3.44,8386.05,4.0,14.0,117.0
MEYSARI CHINESE FOOD & SEAFOOD,JL. BANDA NO. 32,bandung wetan,4.4,,CLOSED_PERMANENTLY,2025-06-28 22:52:29,28848.0,3.44,8386.05,4.0,14.0,117.0
BURGER SHOT BANDUNG,JL. PROGO NO. 34,bandung wetan,4.7,,CLOSED_PERMANENTLY,2025-06-28 22:52:30,28848.0,3.44,8386.05,4.0,14.0,117.0
ROYAL KASHIMURA SHABU,JL. LOMBOK NO. 45,bandung wetan,4.51439588688946,,UNKNOWN,2025-06-28 22:52:30,28848.0,3.44,8386.05,4.0,14.0,117.0
YOSHINOYA,JL. GATOT SUBROTO NO. 289,batununggal,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:52:31,121469.0,4.82,25201.04,4.0,17.0,19.0
SELARAS GUEST HOUSE & RESTAURANT,JL. TM. CIBEUNYING SEL. NO. 45,bandung wetan,4.5,,OPERATIONAL,2025-06-28 22:52:32,28848.0,3.44,8386.05,4.0,14.0,117.0
WARUNG TIMBEL CIANJUR,JL. CIANJUR NO. 12,batununggal,4.0,,CLOSED_PERMANENTLY,2025-06-28 22:52:33,121469.0,4.82,25201.04,4.0,17.0,19.0
SARI BUNDO - TAMAN PRAMUKA,JL. TAMAN PRAMUKA NO. 175,bandung wetan,4.5,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:52:34,28848.0,3.44,8386.05,4.0,14.0,117.0
SPICE AFFAIR,JL.SUKAJADI NO. 186,sukajadi,4.6,Rp 100.000 - 200.000,OPERATIONAL,2025-06-28 22:52:35,103066.0,5.28,19520.08,3.0484178421654593,33.0,29.0
WARUNG MISBAR,JL. L. L. R. E. MARTADINATA NO. 28A,bandung wetan,4.2,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:52:36,28848.0,3.44,8386.05,4.0,14.0,117.0
WARUNG SANGRAI,"HERITAGE THE FACTORY OUTLET JL. L.L.R.E.
  MARTADINATA NO. 63",bandung wetan,4.3,,OPERATIONAL,2025-06-28 22:52:37,28848.0,3.44,8386.05,4.0,14.0,117.0
TAKOLADA CABANG,JL KALIMANTAN NO. 12,sumur bandung,4.3,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:52:38,38323.0,3.49,10980.8,4.0,19.0,38.0
SOTO AYAM GARANG ASEM BANGKOK,JL. LEMBONG,sumur bandung,4.5,,OPERATIONAL,2025-06-28 22:52:39,38323.0,3.49,10980.8,4.0,19.0,38.0
MAD BANDUNG,JL. SULTAN AGUNG NO.1,bandung wetan,3.9,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:52:40,28848.0,3.44,8386.05,4.0,14.0,117.0
MIE KOCOK BERKAT,JL. CIBADAK DEPAN NO. 234,astanaanyar,4.6,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:52:41,73232.0,2.68,27325.37,3.0484178421654593,20.0,15.0
GENKI SUSHI PASKAL 23 HYPER SQUARE,PASKAL HYPER SQUARE. JL. PASIR KALIKI NO. 25-27,andir,4.4,Rp 100.000 - 200.000,OPERATIONAL,2025-06-28 22:52:43,99119.0,4.22,23487.91,1.0,20.0,34.0
MOEY RESTO VEGETARIAN,JL. PAJAGALAN NO. 81,astanaanyar,4.4,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:52:44,73232.0,2.68,27325.37,3.0484178421654593,20.0,15.0
RM. AYAM SERUNI (KO YU),JL. PAGARSIH NO.114,astanaanyar,4.3,,OPERATIONAL,2025-06-28 22:52:45,73232.0,2.68,27325.37,3.0484178421654593,20.0,15.0
788 POCHA KOREA BBQ,JL. CIBADAK NO. 205,astanaanyar,4.4,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:52:46,73232.0,2.68,27325.37,3.0484178421654593,20.0,15.0
NASI CAMPUR BINTANG,JL. KELENTENG NO. 40,andir,4.5,Rp 100.000 - 200.000,OPERATIONAL,2025-06-28 22:52:46,99119.0,4.22,23487.91,1.0,20.0,34.0
WARLAMAN,JL. LAP. SUPRATMAN NO.1,bandung wetan,4.1,Rp 50.000 - 100.000,CLOSED_TEMPORARILY,2025-06-28 22:52:47,28848.0,3.44,8386.05,4.0,14.0,117.0
NOMU NOMU KOREAN GRILL,JL. GUDANG SELATAN NO. 22,sumur bandung,3.9,,OPERATIONAL,2025-06-28 22:52:48,38323.0,3.49,10980.8,4.0,19.0,38.0
SERBU GRILLED CHICKEN RESTAURANT,JL. SUKAGALIH NO. 123,sukajadi,4.3,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:52:50,103066.0,5.28,19520.08,3.0484178421654593,33.0,29.0
SEC BOWL PASR KALIKI,JL. PASIR KALIKI NO. 139,cicendo,4.1,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:52:51,96382.0,7.79,12372.53,2.0,35.0,46.0
BORNGA RESTAURANT,"TAMAN BOUTIQUE BUILDING LT.1&2 JL. DR. RAJIMAN
  NO. 5",cicendo,4.5,Rp 100.000 - 200.000,OPERATIONAL,2025-06-28 22:52:52,96382.0,7.79,12372.53,2.0,35.0,46.0
STEAKMATE BANDUNG,JL. DR. CIPTO NO. 14,cicendo,4.5,,CLOSED_PERMANENTLY,2025-06-28 22:52:53,96382.0,7.79,12372.53,2.0,35.0,46.0
BAKSO SEMAR,JL. CIHAMPELAS NO. 68,bandung wetan,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:52:54,28848.0,3.44,8386.05,4.0,14.0,117.0
PABERIK KOPI UPNORMAL COFFEE ROASTER,JL. CIHAMPELAS NO. 96,bandung wetan,4.6,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:52:55,28848.0,3.44,8386.05,4.0,14.0,117.0
LENGKAWA COFFEE & EATERY BANDUNG,JL. CIPAGANTI NO. 50,coblong,5.0,,CLOSED_PERMANENTLY,2025-06-28 22:52:56,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
MIE BASO AKUNG,JL. LODAYA NO. 123,lengkong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:52:57,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
PRIMA RASA KEMUNING,JL. KEMUNING NO.20,sumur bandung,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:52:57,38323.0,3.49,10980.8,4.0,19.0,38.0
RAMU INDONESIA,JL. LASWI NO.1J,batununggal,4.4,,CLOSED_PERMANENTLY,2025-06-28 22:52:58,121469.0,4.82,25201.04,4.0,17.0,19.0
SOTO SULUNG ASLI MADURA H. GENDUT 5,JL. JENDERAL AHMAD YANI NO. 296,batununggal,4.3,,OPERATIONAL,2025-06-28 22:52:59,121469.0,4.82,25201.04,4.0,17.0,19.0
BRICK & BARREL BISTRO,JL. SERSAN BAJURI NO 100,sukasari,4.1,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:00,77576.0,6.36,12197.48,2.0,28.0,23.0
SHAN TUNG RESTAURANT,JL. PASIRKOJA NO.26,bojongloa kaler,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:01,124323.0,3.12,39847.12,3.0484178421654593,13.0,34.0
DAUN PISANG,JL. DR. SETIABUDI NO. 154,cidadap,4.2,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:53:02,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
HOTIN,JL. JEND. SUDIRMAN NO. 178-180,andir,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:03,99119.0,4.22,23487.91,1.0,20.0,34.0
SE'I LELEBO CABANG GARDUJATI,JL. GARDUJATI NO. 52,andir,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:04,99119.0,4.22,23487.91,1.0,20.0,34.0
GYU-GYU JAPANESE BBQ RESTAURANT,JL CIHAMPELAS NO. 254,coblong,4.5,,CLOSED_TEMPORARILY,2025-06-28 22:53:05,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
WARUNG WAYANGKU,JL WAYANG NO 12,lengkong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:06,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
CAYA RASA RESTAURANT,JL. BKR NO. 4,lengkong,4.3,,OPERATIONAL,2025-06-28 22:53:08,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
TEN TO TEN CAFE GARDAPURA,JL. GARDAURA NO.40,bandung wetan,4.4,,OPERATIONAL,2025-06-28 22:53:09,28848.0,3.44,8386.05,4.0,14.0,117.0
MITRA SEDERHANA PASTEUR,JL. PELAJAR PEJAUNG 45 NO. 64,lengkong,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:10,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
ASIA CHINESE FOOD,JL. LENGKONG BESAR NO. 71,lengkong,4.1,,OPERATIONAL,2025-06-28 22:53:11,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
IAM GEPREK BENSU,JL. CIHAMPELAS NO. 81,bandung wetan,3.9,Rp 15.000 - 50.000,CLOSED_PERMANENTLY,2025-06-28 22:53:12,28848.0,3.44,8386.05,4.0,14.0,117.0
GAJUAKOPI,JL. SAWUNGGALING NO. 7,bandung wetan,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:13,28848.0,3.44,8386.05,4.0,14.0,117.0
MADTARI,JL. RANGGADING NO. 1A,bandung wetan,4.2,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:14,28848.0,3.44,8386.05,4.0,14.0,117.0
GEBYAR SOTO SULUNG DAN SOTO AYAM,JL. CILAKI,bandung wetan,4.5,,OPERATIONAL,2025-06-28 22:53:15,28848.0,3.44,8386.05,4.0,14.0,117.0
TJOEN KIE RESTAURANT,JL. JENDERAL SUDIRMAN NO. 62-64,andir,4.2,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:53:16,99119.0,4.22,23487.91,1.0,20.0,34.0
CAFE SUNDA PISAN,JL. SUKAJADI,sukajadi,4.5,,CLOSED_PERMANENTLY,2025-06-28 22:53:17,103066.0,5.28,19520.08,3.0484178421654593,33.0,29.0
CARL'S JR. PASKAL BANDUNG,"23 PASKAL MALL LT. 1 UNIT 30 JL. PASIR KALIKI NO.
  25-27",cicendo,4.5,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:53:18,96382.0,7.79,12372.53,2.0,35.0,46.0
HONG SIN,JL. BANCEUY NO. 110,sumur bandung,4.2,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:19,38323.0,3.49,10980.8,4.0,19.0,38.0
GEPUK NY. ONG,JL. DR. SETIABUDI NO. 144,cidadap,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:20,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
CUANKI DAN BATAGOR SERAYU,JL. SERAYU NO. 2,bandung wetan,4.5,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:53:21,28848.0,3.44,8386.05,4.0,14.0,117.0
RUMAH MAKAN SWIKE JATIWANGI,JL. GANDAPURA NO. 73A,sukajadi,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:22,103066.0,5.28,19520.08,3.0484178421654593,33.0,29.0
BAKSO BOEDJANGAN CIHAMPELAS,JL. CIHAMPELAS NO. 74,bandung wetan,4.2,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:53:23,28848.0,3.44,8386.05,4.0,14.0,117.0
MIE BASO SI BOY,JL. NARIPAN NO. 32,sumur bandung,4.5,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:53:24,38323.0,3.49,10980.8,4.0,19.0,38.0
PAK KUMIS RESTAURANT,JL. SOEKARNO HATTA NO. 545,batununggal,4.2,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:25,121469.0,4.82,25201.04,4.0,17.0,19.0
SABRANG BI ONENG,JL. SOEKARNO HATTA NO. 473,regol,4.432558139534883,,UNKNOWN,2025-06-28 22:53:26,80609.0,4.74,17006.12,2.0,40.0,15.0
WARUNG MANIAK,JL. INDRAYASA NO. 156,bojongloa kidul,4.4,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:53:27,87988.0,5.2,16920.77,3.0484178421654593,16.0,15.0
AYAM GORENG SAMBAL JONTOR,JL. RADEN RANGGA KENCANA NO. 2B,bojongloa kidul,4.3,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:53:28,87988.0,5.2,16920.77,3.0484178421654593,16.0,15.0
MIE KOCOK MEKARWANGI,JL. MEKAR MAKMUR,bojongloa kidul,4.5,,OPERATIONAL,2025-06-28 22:53:29,87988.0,5.2,16920.77,3.0484178421654593,16.0,15.0
KEDAI KOPI OH,JL. MEKAR LAKSANA NO. 11,bojongloa kidul,4.5,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:53:30,87988.0,5.2,16920.77,3.0484178421654593,16.0,15.0
SEDERHANA SA PASKAL,JL. PASIR KALIKI NO. 73,cicendo,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:31,96382.0,7.79,12372.53,2.0,35.0,46.0
OKOH JAPANESE RESTAURANT,JL. PELAJAR PEJUANG 45 NO. 121,lengkong,4.3,,CLOSED_PERMANENTLY,2025-06-28 22:53:32,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
WARUNG BU KRIS,JL. MASKUMAMBANG NO. 27,lengkong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:33,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
BECKY'S BRUNCH & DINE,JL. KYAI GEDE UTAMA NO. 25,coblong,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:35,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
PATTAYA STEAMBOAT YAKINIKU,JL. HASANUDIN NO. 26,coblong,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:35,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
RSJ RUMAH SEAFOOD JALANAN,JL. MUARARAJEUN BARU V NO. 11,cibeunying kaler,4.4,,OPERATIONAL,2025-06-28 22:53:36,70662.0,4.64,15228.88,3.0484178421654593,34.0,31.0
SEAFOOD KILOAN BANG BOPAK,JL. BRIGADIR JEND. KATAMSO NO. 33,cibeunying kidul,4.2,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:37,113535.0,4.14,27423.91,3.0484178421654593,17.0,16.0
NEDUH KOPI DI HALAMAN TERAKHIR DIMSUM,JL. TERUSAN CILIWUNG NO. 17,cibeunying kaler,4.7,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:53:39,70662.0,4.64,15228.88,3.0484178421654593,34.0,31.0
PARADISE RESTAURANT,JL. INDRAYASA NO. 15,bojongloa kidul,4.2,,OPERATIONAL,2025-06-28 22:53:40,87988.0,5.2,16920.77,3.0484178421654593,16.0,15.0
PARTE CEKER REMPAH,JL. BURANGRANG NO. 22,lengkong,4.4,,CLOSED_PERMANENTLY,2025-06-28 22:53:40,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
SE'I SAPI LAMALERA,JL. EMONG NO. 9,lengkong,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:42,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
BAMBOO DIMSUM TALAGA BODAS,JL. TALAGA BODAS NO. 46,lengkong,4.3,,CLOSED_PERMANENTLY,2025-06-28 22:53:43,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
SEAFOOD 68 CAHAYA BREBES,JL. WAAS,lengkong,4.2,,OPERATIONAL,2025-06-28 22:53:44,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
MANJABAL 2 SUNDANESE RESTAURANT,JL. CIJAGRA NO. 66,lengkong,4.1,,CLOSED_PERMANENTLY,2025-06-28 22:53:45,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
SOTO SAPI SETERAN SEMARANG,JL. BATUNUNGGAL INDAH RAYA RUKO NO. 87,bandung kidul,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:46,61419.0,5.42,11331.92,3.0484178421654593,9.0,53.0
KHAO SAN ROAD INDONESIA,JL. BATUNUNGGAL INDAH RAYA NO. 71,bandung kidul,3.7,,OPERATIONAL,2025-06-28 22:53:47,61419.0,5.42,11331.92,3.0484178421654593,9.0,53.0
RM. TUNGKU SEMARANG RESTAURANT,JL. BATUNUNGGAL INDAH RAYA NO. 175,bandung kidul,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:48,61419.0,5.42,11331.92,3.0484178421654593,9.0,53.0
SATE TAICHAN KOJONA,JL. BATUNUNGGAL JELITA I NO.3,bandung kidul,4.0,,OPERATIONAL,2025-06-28 22:53:49,61419.0,5.42,11331.92,3.0484178421654593,9.0,53.0
SAMO BUNDO II,JL. MENGGER TENGAH,bandung kidul,4.8,,OPERATIONAL,2025-06-28 22:53:50,61419.0,5.42,11331.92,3.0484178421654593,9.0,53.0
NAKULA BABI MATAH MADE ERIC,JL. MEKAR UTAMA NO. 93,bojongloa kidul,4.6,,OPERATIONAL,2025-06-28 22:53:51,87988.0,5.2,16920.77,3.0484178421654593,16.0,15.0
BASO SOLO CONDONG RAOS,GG. SUKAWARNA II PADJAJARAN,cicendo,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:52,96382.0,7.79,12372.53,2.0,35.0,46.0
SUNDA BAMBU RESTAURANT,JL. DR. DJUNJUNAN NO. 168,sukajadi,3.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:53,103066.0,5.28,19520.08,3.0484178421654593,33.0,29.0
BOSTON,JL. RAYA CIJERAH NO.26A,bandung kulon,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:54,136622.0,6.95,19657.84,3.0484178421654593,20.0,15.0
KAJOJO SAJIAN SUNDA,JL. PAJAJARAN ARJUNA,cicendo,4.3,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:53:55,96382.0,7.79,12372.53,2.0,35.0,46.0
RM CIGANEA MANG IDJOT PAJAJARAN,JL. PAJAJARAN NO. 84B,cicendo,3.9,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:53:56,96382.0,7.79,12372.53,2.0,35.0,46.0
ABOVE AND BEYOND PASKAL HYPER SQUARE,PASKAL HYPER SQUARE JL. PASIR KALIKI NO.23,cicendo,4.5,,OPERATIONAL,2025-06-28 22:53:57,96382.0,7.79,12372.53,2.0,35.0,46.0
KANDANG AYAM KEBON JATI,JL.KEBON JATI NO. 141,andir,4.4,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:53:58,99119.0,4.22,23487.91,1.0,20.0,34.0
YA XIU KITCHEN,JL. JEND. SUDIRMAN NO. 213,astanaanyar,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:53:59,73232.0,2.68,27325.37,3.0484178421654593,20.0,15.0
RUMAH MAKAN HOCK KIE,JL. JEND. SUDIRMAN NO. 222,andir,4.2,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:00,99119.0,4.22,23487.91,1.0,20.0,34.0
KANTIN QIU 243,JL. CIBADAK NO. 245,astanaanyar,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:01,73232.0,2.68,27325.37,3.0484178421654593,20.0,15.0
SUDIRMAN STREET DAY AND NIGHT MARKET,JL. JEND. SUDIRMAN NO. 107,astanaanyar,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:02,73232.0,2.68,27325.37,3.0484178421654593,20.0,15.0
PASAR CISANGKUY FOOD MARKET,JL. CISANGKUY NO. 64,bandung wetan,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:03,28848.0,3.44,8386.05,4.0,14.0,117.0
BAKSO SO'UN & MIE AYAM LODAYA,JL. VETERAN NO. 3,sumur bandung,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:04,38323.0,3.49,10980.8,4.0,19.0,38.0
NASI JAMBLANG ASLI KHAS CIREBON,JL. SADAKELING NO. 11,lengkong,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:05,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
BAKSO BOEDJANGAN BURANGRANG,JL. BURANGRANG NO. 38A,lengkong,4.2,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:54:05,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
SAUNG LESEHAN MANG IPIK,JL. CIBADUYUT RAYA NO 60,bojongloa kidul,4.1,Rp 50.000 - 100.000,CLOSED_TEMPORARILY,2025-06-28 22:54:06,87988.0,5.2,16920.77,3.0484178421654593,16.0,15.0
RUMAH MAKAN PAK AHMAD,JL. INDRAYASA NO. 4,bojongloa kidul,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:07,87988.0,5.2,16920.77,3.0484178421654593,16.0,15.0
SHSD SAMBEL HEJO SAMBEL DADAK,JL. RADEN RANGGA KENCANA NO. 60,bojongloa kidul,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:09,87988.0,5.2,16920.77,3.0484178421654593,16.0,15.0
PILLOW PARK CAFE,GG. DAKOTA RAYA NO. 48,cicendo,4.2,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:54:09,96382.0,7.79,12372.53,2.0,35.0,46.0
JOGLO PUJASERA,JL. DAKOTA NO. 1,cicendo,4.492424242424242,,UNKNOWN,2025-06-28 22:54:10,96382.0,7.79,12372.53,2.0,35.0,46.0
LA COSTILLA,JL. PROF. DR. SUTAMI NO. 98,sukasari,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:11,77576.0,6.36,12197.48,2.0,28.0,23.0
13 CUPS COFFEE HOUSE,KOMPLEK BATUNUNGGAL INDAH RUKO NO. 178,bandung kidul,4.3,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:54:12,61419.0,5.42,11331.92,3.0484178421654593,9.0,53.0
KEDAI ABC CHINESE FOOD,JL. PARAKAN WAAS V,bandung kidul,4.8,,OPERATIONAL,2025-06-28 22:54:13,61419.0,5.42,11331.92,3.0484178421654593,9.0,53.0
FOODLIFE TOSERBA GRIYA BATUNUNGGAL,JL. BATUNUNGGAL INDAH 1 NO.19-21,bandung kidul,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:14,61419.0,5.42,11331.92,3.0484178421654593,9.0,53.0
CEPOTATOES,JL. WAAS 1 NO. 6,batununggal,3.7,,OPERATIONAL,2025-06-28 22:54:15,121469.0,4.82,25201.04,4.0,17.0,19.0
RM PADANG AYAH,JL. WAAS NO. 2,bandung kidul,4.1,,CLOSED_PERMANENTLY,2025-06-28 22:54:16,61419.0,5.42,11331.92,3.0484178421654593,9.0,53.0
RM MANG KABAYAN BANDUNG,JL. SOEKARNO HATTA NO. 487,lengkong,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:17,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
RM MANGGIS CHINESE FOOD,TAMAN HOLIS INDAH 1 BLOK C4,bandung kulon,4.8,,OPERATIONAL,2025-06-28 22:54:18,136622.0,6.95,19657.84,3.0484178421654593,20.0,15.0
DAPUR EYANG,JL. TUBAGUS ISMAIL RAYA NO. 11,coblong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:19,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
RUMAH MAKAN KURDI,JL. H. KURDI 1 NO. 1,astanaanyar,4.2,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:20,73232.0,2.68,27325.37,3.0484178421654593,20.0,15.0
WARUNG SATE SOLO PAK SIDIK 3,JL. PH. H. MUSTOFA NO. 112,cibeunying kaler,4.6,,OPERATIONAL,2025-06-28 22:54:22,70662.0,4.64,15228.88,3.0484178421654593,34.0,31.0
SATE SOLO PAK SURIP 2,JL. PH. H. MUSTOFA NO. 112,cibeunying kidul,4.2,,OPERATIONAL,2025-06-28 22:54:24,113535.0,4.14,27423.91,3.0484178421654593,17.0,16.0
PARK SLLE PIZZERIA,JL. PENDAWA NO. 30,cicendo,4.9,,OPERATIONAL,2025-06-28 22:54:24,96382.0,7.79,12372.53,2.0,35.0,46.0
RM. MEGAWATI,JL. JEND. SUDIRMAN NO. 518I,andir,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:25,99119.0,4.22,23487.91,1.0,20.0,34.0
ALAM DESA,JL. NANA ROHANA NO. 60,bandung kulon,4.1,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:26,136622.0,6.95,19657.84,3.0484178421654593,20.0,15.0
SAMARA SUNDA,JL. SOEKARNO HATTA NO 140,babakan ciparay,4.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:27,143651.0,7.07,20318.39,1.0,17.0,13.0
CENTRO 58 FOOD CENTRE,JL. TRUNO JOYO NO. 58,bandung wetan,4.6,,OPERATIONAL,2025-06-28 22:54:28,28848.0,3.44,8386.05,4.0,14.0,117.0
