nama,alamat,kecamatan,google_rating,price_range_rupiah,business_status,processed_at,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman
SUBUR WARKOP ANTAPANI,JL. PURWAKARTA NO. 71,antapani,4.7,,OPERATIONAL,2025-06-28 22:54:29,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
TA WAN PARIS VAN JAVA,JL. SUKAJADI NO. 131-139,sukajadi,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:30,103066.0,5.28,19520.08,3.0484178421654593,33.0,29.0
QOOQOO SUSHI,JL. LEMAHNENDEUT NO.77/78,sukajadi,4.6,,CLOSED_PERMANENTLY,2025-06-28 22:54:31,103066.0,5.28,19520.08,3.0484178421654593,33.0,29.0
REDSDIPO,JL. DIPATIUKUR NO. 5,coblong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:32,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
DANCING CRAB BANDUNG,JL. SUMATERA NO. 21,sumur bandung,4.1,Rp 100.000 - 200.000,CLOSED_PERMANENTLY,2025-06-28 22:54:33,38323.0,3.49,10980.8,4.0,19.0,38.0
DJAVA 32,JL. JAWA NO. 32,sumur bandung,4.6,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:54:34,38323.0,3.49,10980.8,4.0,19.0,38.0
SAISAN JAPANESE CUISINE,JL. HEGARMANAH NO. 28,coblong,4.5,Rp 100.000 - 200.000,OPERATIONAL,2025-06-28 22:54:35,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
THE WHITE CLOVER,JL. DR. CIPTO NO. 24,cicendo,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:36,96382.0,7.79,12372.53,2.0,35.0,46.0
RM. SANGKAN HURIP PUNCLUT,JL. DAGO ATAS BLK. M NO. 7A,ujung berung,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:37,90562.0,6.24,14513.14,3.0484178421654593,24.0,9.0
PUNCLUT,JL. CIUMBULEUIT,cidadap,4.550375939849625,,UNKNOWN,2025-06-28 22:54:38,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
MADAME SARI,JL. IR H. JUANDA NO. 85,coblong,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:39,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
SEKAR SEAFOOD,JL. SUNIARAJA NO.41,sumur bandung,4.471320754716982,,OPERATIONAL,2025-06-28 22:54:40,38323.0,3.49,10980.8,4.0,19.0,38.0
GYU-KAKU CITARUM BANDUNG WETAN,JL. PANGERAN KORNEL NO. 7,bandung wetan,4.7,Rp 100.000 - 200.000,OPERATIONAL,2025-06-28 22:54:41,28848.0,3.44,8386.05,4.0,14.0,117.0
GADING CHINESE FOOD RESTAURANT SUKAJADI,JL. SUKAJADI NO. 228,sukasari,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:42,77576.0,6.36,12197.48,2.0,28.0,23.0
PHOENIX RESTAURANT,JL. JENDRAL SUDIRMAN NO. 58,astanaanyar,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:43,73232.0,2.68,27325.37,3.0484178421654593,20.0,15.0
STREET GRILL AND FRIENDS,JL. CIHAMPELAS NO. 211-217,coblong,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:44,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
THE FOOD OPERA EXPRESS,JL.GANDAPURA NO. 27,sumur bandung,3.3,,OPERATIONAL,2025-06-28 22:54:45,38323.0,3.49,10980.8,4.0,19.0,38.0
HONGKONG RESTAURANT,JL. JEND. SUDIRMAN NO. 151-153,astanaanyar,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:46,73232.0,2.68,27325.37,3.0484178421654593,20.0,15.0
LOTEK MAHMUD,JL. MAHMUD IV NO.9,cicendo,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:47,96382.0,7.79,12372.53,2.0,35.0,46.0
WONGKIE KOPITIAM,SETRASARI MALL B3-51,sukajadi,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:48,103066.0,5.28,19520.08,3.0484178421654593,33.0,29.0
MAXI'S RESTO,JL. GUNUNG AGUNG NO.8,cidadap,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:50,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
HEFU RESTAURANT,JL. GARDUJATI NO.81-83,andir,4.4,Rp 100.000 - 200.000,OPERATIONAL,2025-06-28 22:54:50,99119.0,4.22,23487.91,1.0,20.0,34.0
NANA HERITAGE KITCCHEN & COFFEE CORNER,JL. DR. SETIABUDI NO.276A,cidadap,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:51,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
GUZZBUN PARIS VAN JAVA,PARIS VAN JAVA RESORT LEVEL UNIT 58,sukajadi,4.6,,CLOSED_PERMANENTLY,2025-06-28 22:54:52,103066.0,5.28,19520.08,3.0484178421654593,33.0,29.0
UM. COFFEE AND SOCIAL,JL. SUKAJADI NO.181,sukajadi,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:54,103066.0,5.28,19520.08,3.0484178421654593,33.0,29.0
OSTERIA BANDUNG,JL. LEMAH NENDEUT NO.9,cibeunying kidul,4.5,,OPERATIONAL,2025-06-28 22:54:55,113535.0,4.14,27423.91,3.0484178421654593,17.0,16.0
KAMBING BAKAR MBAKARIN KAMBING,JL. NATUNA NO.35,sumur bandung,4.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:56,38323.0,3.49,10980.8,4.0,19.0,38.0
MIKAWA (JAPANESE RESTAURANT),JL. GUNUNG BATU,cicendo,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:57,96382.0,7.79,12372.53,2.0,35.0,46.0
GYU-KAKU PVJ,PVJ RESORT LEVEL JL. SUKAJADI NO.131-139,sukajadi,4.6,Rp 100.000 - 200.000,OPERATIONAL,2025-06-28 22:54:58,103066.0,5.28,19520.08,3.0484178421654593,33.0,29.0
MUSOUYA AUTHENTIC JAPANESE RESTAURANT,JL. HEGARMANAH NO. 2A,cidadap,4.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:54:59,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
KONRO MARANNU,JL. L.L.R.E. MARTADINATA NO. 189,bandung wetan,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:00,28848.0,3.44,8386.05,4.0,14.0,117.0
HASHTAGFOODSTATIONBANDUNG,JL. LOMBOK NO. 47,bandung wetan,4.6,,OPERATIONAL,2025-06-28 22:55:01,28848.0,3.44,8386.05,4.0,14.0,117.0
SAMBARA AUTHENTIC FOOD,JL. TRUNOJOYO NO. 64,bandung wetan,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:02,28848.0,3.44,8386.05,4.0,14.0,117.0
ZENBU,PARIS VAN JAVA JL. SUKAJADI NO.131-139,sukajadi,4.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:03,103066.0,5.28,19520.08,3.0484178421654593,33.0,29.0
AYAM KREMES DDS,JL. CIHAMPELAS NO. 23-25,cicendo,4.5,,OPERATIONAL,2025-06-28 22:55:05,96382.0,7.79,12372.53,2.0,35.0,46.0
BURGREENS BANDUNG,JL. CIMANUK NO. 6,bandung wetan,4.6,,CLOSED_PERMANENTLY,2025-06-28 22:55:06,28848.0,3.44,8386.05,4.0,14.0,117.0
WARUNG DULUKALA & RM IBU HAJI CIJANTUNG,JL. KEMUNING NO. 15,sumur bandung,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:07,38323.0,3.49,10980.8,4.0,19.0,38.0
SATE ABG,JL. SUKABUMI NO. 28,batununggal,4.3,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:55:08,121469.0,4.82,25201.04,4.0,17.0,19.0
WARONG OMAMIE,JL. JAKARTA NO. 1,batununggal,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:09,121469.0,4.82,25201.04,4.0,17.0,19.0
SARI RASA SAMBEL HEJO,JL. SUKABUMI NO. 3,batununggal,4.1,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:55:10,121469.0,4.82,25201.04,4.0,17.0,19.0
CICI CLAYPOT,JL. ANGGREK NO. 43,bandung wetan,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:11,28848.0,3.44,8386.05,4.0,14.0,117.0
BURGERTARD,JL. KALIMANTAN NO. 5,sumur bandung,5.0,,OPERATIONAL,2025-06-28 22:55:12,38323.0,3.49,10980.8,4.0,19.0,38.0
PINUKA CATERING & RESTO,JL. NARIPAN NO. 131,sumur bandung,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:13,38323.0,3.49,10980.8,4.0,19.0,38.0
SINDANG RERET,JL. SURAPATI NO. 53,coblong,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:14,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
MAY STAR RESTAURANT,JL. KEBON JATI NO. 188,andir,4.3,Rp 100.000 - 200.000,OPERATIONAL,2025-06-28 22:55:15,99119.0,4.22,23487.91,1.0,20.0,34.0
TJIANG RESTO,JL. PASIR KALIKI NO. 57,cicendo,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:16,96382.0,7.79,12372.53,2.0,35.0,46.0
BMC (BANDOENGSCHE MELK CENTRALE),JL. ACEH NO.30,sumur bandung,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:17,38323.0,3.49,10980.8,4.0,19.0,38.0
MISTER BASO,BIP LT. GF JALAN MERDEKA NO. 56,sumur bandung,4.0,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:55:18,38323.0,3.49,10980.8,4.0,19.0,38.0
SEDEP MALAM,JL. BURANGRANG NO. 11,lengkong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:19,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
TA WAN RESTAURANT,"TRANS STUDIO MALL LT. 2 UNIT A207 & CK02 JL.
  JEND GATSU NO.289",batununggal,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:20,121469.0,4.82,25201.04,4.0,17.0,19.0
DELICACIES HOUSE,JL. CILIWUNG NO. 14,bandung wetan,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:21,28848.0,3.44,8386.05,4.0,14.0,117.0
LALUNE LUNCHEONETTE,JL. TRUNOJOYO NO. 32,bandung wetan,4.4,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:55:22,28848.0,3.44,8386.05,4.0,14.0,117.0
RUMAH MAKAN NY. TJOAN,JL. SAAD NO. 26,sumur bandung,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:23,38323.0,3.49,10980.8,4.0,19.0,38.0
GRAND MATLEEN,JL. ABDUL RAHMAN SALEH NO. 9,cicendo,4.2,Rp 50.000 - 100.000,CLOSED_TEMPORARILY,2025-06-28 22:55:24,96382.0,7.79,12372.53,2.0,35.0,46.0
AL JAZEERAH SIGNATUR MIDDLE EAST RESTAURANT,JL. TERNATE NO. 3,bandung wetan,4.4,Rp 100.000 - 200.000,OPERATIONAL,2025-06-28 22:55:25,28848.0,3.44,8386.05,4.0,14.0,117.0
GLOSIS RESTAURANT,JL. CITARUM NO. 12,bandung wetan,4.5,Rp 100.000 - 200.000,CLOSED_PERMANENTLY,2025-06-28 22:55:26,28848.0,3.44,8386.05,4.0,14.0,117.0
DAPOER PANDAN WANGI,JL. PATUHA NO38,lengkong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:27,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
POCHAJJANG KOREAN BBQ,JL. BAHUREKSA NO. 21,bandung wetan,4.3,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:55:28,28848.0,3.44,8386.05,4.0,14.0,117.0
FOGO BRAZILIAN BBQ,JL. CILIWUNG NO. 1,bandung wetan,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:29,28848.0,3.44,8386.05,4.0,14.0,117.0
SUMERAGI IZAKAYA,JL. L.L.R.E. MARTADINATA NO. 55,bandung wetan,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:30,28848.0,3.44,8386.05,4.0,14.0,117.0
DONWOORI,JL. LOMBOK NO.53,bandung wetan,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:31,28848.0,3.44,8386.05,4.0,14.0,117.0
AMPERA TRUNOJOYO,JL. TRUNOJOYO NO. 46,bandung wetan,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:32,28848.0,3.44,8386.05,4.0,14.0,117.0
ALAS DAUN,JL. CITARUM NO.34,bandung wetan,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:33,28848.0,3.44,8386.05,4.0,14.0,117.0
MCDONALD'S SOEKARNO HATTA,JL. SOEKARNO HATTA NO.611,buahbatu,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:34,104434.0,7.46,13999.2,2.0,36.0,90.0
X. O SUKI SIGNATURE,JL. GATOT SUBROTO NO. 289,batununggal,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:35,121469.0,4.82,25201.04,4.0,17.0,19.0
THE RESTAURANT AT THE LUXURY HOTEL,"THE TRANS LUXURY HOTEL LT. 3 JL. GATOT SUBROTO
  NO.289",batununggal,4.6,,OPERATIONAL,2025-06-28 22:55:36,121469.0,4.82,25201.04,4.0,17.0,19.0
DOTS BOARD GAME CAFE,RUKO PASKAL HYPER SQUARE BLOK F41-F42,andir,4.7,,OPERATIONAL,2025-06-28 22:55:37,99119.0,4.22,23487.91,1.0,20.0,34.0
KORIDOR COFFEE,JL. PASIR KALIKIK NO. 26-27,andir,4.8,,OPERATIONAL,2025-06-28 22:55:38,99119.0,4.22,23487.91,1.0,20.0,34.0
NEW LA REINE COFFEE & BAKERY,JL. PASIR KALIKI NO. 104,cicendo,4.492424242424242,,OPERATIONAL,2025-06-28 22:55:39,96382.0,7.79,12372.53,2.0,35.0,46.0
BENNIH COFFEE,JL. MACAN NO.2,lengkong,4.6,,OPERATIONAL,2025-06-28 22:55:40,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
MOONWHITE COFFEE,JL. SERSAN BAJURI NO.35,sukasari,4.7,,CLOSED_PERMANENTLY,2025-06-28 22:55:41,77576.0,6.36,12197.48,2.0,28.0,23.0
MOONWAKE COFFEE,JL. ABDUL RAHMAN SALEH NO.60,cicendo,4.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:42,96382.0,7.79,12372.53,2.0,35.0,46.0
KOZI 3.2,JL. HALIMUN NO.36,lengkong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:43,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
KARNIVOR RESTAURANTS,JL. L. L. R. E. MARTADINATA NO.127,bandung wetan,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:44,28848.0,3.44,8386.05,4.0,14.0,117.0
GAMA IKAN BAKAR & SEAFOOD BANDUNG,JL. SUMATERA NO.19,sumur bandung,4.6,,CLOSED_PERMANENTLY,2025-06-28 22:55:45,38323.0,3.49,10980.8,4.0,19.0,38.0
D'COLONEL HERITAGE,JL. KALIMANTAN NO. 12,sumur bandung,4.6,,CLOSED_PERMANENTLY,2025-06-28 22:55:46,38323.0,3.49,10980.8,4.0,19.0,38.0
NORTHWOOD COFFEE & EATERY,JL. GEGERKALONG HILIR NO. 179,sukasari,4.7,,OPERATIONAL,2025-06-28 22:55:47,77576.0,6.36,12197.48,2.0,28.0,23.0
WARUNK UPNORMAL SUMUR BANDUNG,JL. SUMUR BANDUNG NO. 20,coblong,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:48,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
PARC C COFFEE & EATERY,JL. KIDANG PANANJUNG NO.5C,coblong,4.5,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:55:49,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
KOMA FINE COFFEE,JL. SILIWANGI NO.8,coblong,4.6,,CLOSED_PERMANENTLY,2025-06-28 22:55:50,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
BIJIKOPLING,JL. SANGKURIANG NO.16,coblong,4.7,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:55:51,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
CIKOPI DI CISITU,JL. CISITU BARU NO.23,coblong,4.6,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:55:52,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
GEHENNA COFFEE,JL. TAMANSARI NO. 88,coblong,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:53,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
DOUBLE EIGHT COFFEE,JL. DIPATI UKUR NO.88,coblong,4.5,Rp 15.000 - 50.000,CLOSED_TEMPORARILY,2025-06-28 22:55:54,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
DJAYA COFFEE KEBON JATI,JL. KEBON JATI NO. 71,andir,4.6,,CLOSED_PERMANENTLY,2025-06-28 22:55:55,99119.0,4.22,23487.91,1.0,20.0,34.0
MCDONALD'S KING'S PLAZA BANDUNG,KING'S PLAZA BANDUNG JL. KEPATIHAN NO. 4-6,regol,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:56,80609.0,4.74,17006.12,2.0,40.0,15.0
MCDONALD'S BANDUNG BUAH BATU,JL. BUAH BATU NO.161,lengkong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:55:57,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
UPNORMAL COFFEE ROASTER MERDEKA,JL. MERDEKA NO.68,bandung wetan,4.6,,CLOSED_PERMANENTLY,2025-06-28 22:55:58,28848.0,3.44,8386.05,4.0,14.0,117.0
DAPOER BLIRIK,JL. NAKULA NO.15,cicendo,4.7,,CLOSED_PERMANENTLY,2025-06-28 22:55:59,96382.0,7.79,12372.53,2.0,35.0,46.0
SOFA CAKE COFFEE & RESTO,JL. TERUSAN PASIRKOJA NO. 109A,bojongloa kaler,4.2,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:56:00,124323.0,3.12,39847.12,3.0484178421654593,13.0,34.0
SI JANDA NGAMUK CAFE,JL. TERUSAN PASIRKOJA NO. 58,astanaanyar,4.1,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:56:01,73232.0,2.68,27325.37,3.0484178421654593,20.0,15.0
TOBY'S ESTATE,23 PASKAL JL. PASIR KALIKI NO.11,andir,4.4,,CLOSED_PERMANENTLY,2025-06-28 22:56:02,99119.0,4.22,23487.91,1.0,20.0,34.0
TEABUMI TEA HOUSE,JL. PAJAJARAN NO 72,cicendo,4.7,Rp 50.000 - 100.000,CLOSED_TEMPORARILY,2025-06-28 22:56:03,96382.0,7.79,12372.53,2.0,35.0,46.0
KILOGRAM,JL. KARANG TINGGAL NO.24,sukajadi,4.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:56:04,103066.0,5.28,19520.08,3.0484178421654593,33.0,29.0
EXCELSO COFFEE MAYFAIR,GEDUNG MAYFAIR JL. SUKAJADI NO.228,sukasari,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:56:05,77576.0,6.36,12197.48,2.0,28.0,23.0
EXCELSO COFFEE,JL. SUKAJADI NO. 228,sukasari,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:56:06,77576.0,6.36,12197.48,2.0,28.0,23.0
RUMAH KOPI COFFEE.INC,JL. KENCANAWANGI NO.15,buahbatu,4.7,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:56:07,104434.0,7.46,13999.2,2.0,36.0,90.0
FOUR C'S CAFE & RESTO,JL. CIWASTRA NO.124,buahbatu,4.7,,CLOSED_PERMANENTLY,2025-06-28 22:56:08,104434.0,7.46,13999.2,2.0,36.0,90.0
THE POTTING SHED,JL. PANUMBANG JAYA NO. 5,cidadap,4.4,,OPERATIONAL,2025-06-28 22:56:09,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
STARBUCKS CIUMBULEUIT,JL. CIUMBULEUIT NO.115,cidadap,4.6,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:56:10,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
DON'T TELL MAMA,JL. GANDAPURA NO.61,sumur bandung,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:56:11,38323.0,3.49,10980.8,4.0,19.0,38.0
STARBUCKS MARTHADINATA BANDUNG,JL. L. L. R. E. MARTHADINATA NO.217,sumur bandung,4.6,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:56:12,38323.0,3.49,10980.8,4.0,19.0,38.0
TEARIS TEA BAR,JL. SEKAR TONGGERET NO.19,lengkong,4.7,,CLOSED_PERMANENTLY,2025-06-28 22:56:13,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
MONDAY COFFEE. CO,JL. GUDANG SELATAN NO.22,sumur bandung,4.5,,OPERATIONAL,2025-06-28 22:56:14,38323.0,3.49,10980.8,4.0,19.0,38.0
CORNER COFFEE ROASTERY,JL. PASIRLUYU IV NO.1,regol,5.0,,OPERATIONAL,2025-06-28 22:56:15,80609.0,4.74,17006.12,2.0,40.0,15.0
TRIDI COFFEE & EATERY,JL. R. A. A. MARTA NEGARA NO.40,lengkong,4.7,,OPERATIONAL,2025-06-28 22:56:16,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
CAFE 25 COFFEE & KITCHEN,JL. ARCAMANIK ENDAH NO.25,arcamanik,4.5,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:56:17,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
UPNORMAL COFFEE ROASTER,JL. L. L. R. E. MARTADINATA NO.158,bandung wetan,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:56:18,28848.0,3.44,8386.05,4.0,14.0,117.0
KOPI RUSTIC,JL. CIKAPUNDUNG BARAT NO.8,sumur bandung,4.5,,CLOSED_PERMANENTLY,2025-06-28 22:56:19,38323.0,3.49,10980.8,4.0,19.0,38.0
WORK COFFEE INDONESIA,JL. SUMBAWA NO.28,sumur bandung,4.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:56:20,38323.0,3.49,10980.8,4.0,19.0,38.0
KOPI SOE ANTAPANI,JL. PURWAKARTA NO.97,antapani,4.2,,CLOSED_PERMANENTLY,2025-06-28 22:56:21,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
CAFE 67,JL. DALEM KAUM NO.67,regol,4.6,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:56:22,80609.0,4.74,17006.12,2.0,40.0,15.0
BISCOE - BUSINESS COFFEE & EATERY,JL. PATUHA NO.16,lengkong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:56:23,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
172 EATERY,JL. ASIA AFRIKA NO. 172,sumur bandung,4.5,,OPERATIONAL,2025-06-28 22:56:24,38323.0,3.49,10980.8,4.0,19.0,38.0
LEN URBAN,JL. CIKUTRA NO 189,cibeunying kaler,5.0,,OPERATIONAL,2025-06-28 22:56:25,70662.0,4.64,15228.88,3.0484178421654593,34.0,31.0
SIKLUS KOPI,JL. TERUSAN BUAH BATU NO.11B,bandung kidul,4.5,,OPERATIONAL,2025-06-28 22:56:26,61419.0,5.42,11331.92,3.0484178421654593,9.0,53.0
MAKOU KOFFEE,JL. SITU PATENGGANG NO.6A,lengkong,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:56:27,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
MONELAB COFFEE,JL. BUAH BATU NO.235,lengkong,4.6,,CLOSED_PERMANENTLY,2025-06-28 22:56:28,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
WARUGO CAFE,JL. CIJAGRA NO.14,lengkong,4.5,,OPERATIONAL,2025-06-28 22:56:29,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
KOPI JANJI JIWA KLININGAN,JL KLININGAN NO 201F,buahbatu,4.5,,CLOSED_PERMANENTLY,2025-06-28 22:56:30,104434.0,7.46,13999.2,2.0,36.0,90.0
372 KOPI SETIABUDHI,JL. KARANGSARI NO.21,sukajadi,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:56:31,103066.0,5.28,19520.08,3.0484178421654593,33.0,29.0
ADD+ COFFEE,JL. DIPATI UKUR NO.40,coblong,4.5,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:56:32,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
COFFEE TOFFEE BANDUNG SILIWIANGI,JL. SILIWANGI NO.14,cidadap,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:56:33,54680.0,8.42,6494.06,3.0484178421654593,10.0,8.0
THE PEOPLE'S CAFE PARIS VAN JAVA,JL. SUKAJADI NO.137-139,sukajadi,4.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:56:34,103066.0,5.28,19520.08,3.0484178421654593,33.0,29.0
RUMAH JINGGA CAFE & RESTO,JL. CIKADUT NO.15,mandalajati,4.5,,OPERATIONAL,2025-06-28 22:56:35,73956.0,4.8,15407.5,3.0484178421654593,16.0,21.0
ADITI COFFEE HOUSE AND SPACE,JL. K. H. AHMAD DAHLAN NO. 5,lengkong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:56:36,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
LO.KA.SI COFFEE & SPACE,JL. IR. H. JUANDA NO.92,coblong,4.7,,OPERATIONAL,2025-06-28 22:56:37,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
VOLKS EETCAFE,JL. HALIMUN NO.36,lengkong,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:56:38,71000.0,5.91,12013.54,3.0484178421654593,43.0,41.0
K-WOT CAFE,JL. SUKAAMAN I NO.15-21,cibeunying kidul,5.0,,CLOSED_PERMANENTLY,2025-06-28 22:56:39,113535.0,4.14,27423.91,3.0484178421654593,17.0,16.0
KANOKO,JL. DAGO ASRI 1 NO. 24,coblong,4.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:56:40,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
KOPI RUANG HATI,JL. PURWAKARTA NO. 176,antapani,4.6,,OPERATIONAL,2025-06-28 22:56:41,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
SANS. CO SPACE,JL. IR. H. JUANDA NO.347,coblong,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:56:42,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
