nama,alamat,kecamatan,type,latitude,longitude,tahun,source_file,kecamatan_kepadatan,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²)
SETANGKAI KOPI,JL. KEMUNING NO. 8A,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DAILY ROUTINE ESPRESSO BAR,JL. GANDAPURA NO. 34,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CULTIVAR COFFEEHOUSE,JL. ANGGREK NO. 34,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KOPI PUDAK,JL. PUDAK,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ROEMPI COFFEE & EATERY,JL. ANGGREK NO. 27,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DUA COFFEE @ BANDUNG,JL. TAMAN CEMP NO.7,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MC DARMO LA,JL. SUMATERA NO. 37,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CREMERIA DI DEE GELATO SHOP,JL. GN. BATU NO. 2C,Kecamatan Cidadap,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TJARANI CAFE BANDUNG,JL. BUNGUR NO. 25,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
FAT BOX THE POP UP,JL. SUKAJADI NO. 199,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
AA BISTIK ASTANAANYAR,KOENYAH FOODCOURT JL. KLININGAN NO. 18,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RM CIGANEA MANG IDJOT,JL. DR. DJUNJUNAN NO. 137,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RESTORAN SIMPANG RAYA,JL. DR. DJUNJUNAN NO. 182,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG NASI KHAS SUNDA ASLI LAKSANA,JL. PROF. DR. SUTAMI NO. 67,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RM SAUNG KABAYAN,JL. DR. DJUNJUNAN NO. 107,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
HOKBEN PASKAL 160,JL. PASIR KALIKI NO. 160,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
HOKBEN KEBON KAWUNG,JL. KEBON KAWUNG,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KEDAI TIMBEL DAGO,JL. IR. H. JUANDA NO. 117,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
AYAM DJOGJA KEJAKSAAN,JL. KEJAKSAAN NO. 5,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BEBEK GARANG,JL. BRAGA NO 34,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
FLAMING POTS BOIL & GRILL,JL. SUKAJADI NO. 193,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GIGGLEBOX KARANGSARI,JL. KARANGSARI NO. 3,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DANAU SENTANI,JL. CIUMBULEUIT NO. 61,Kecamatan Cidadap,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MEOKJA KOREAN BBQ,JL. CIUMBULEUIT NO. 63,Kecamatan Cidadap,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PETRICHOR TEA HOUSE & COFFEE,JL. MAHMUD NO. 20,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
EATLAH TEGGXAS,JL. PASIR KALIKI NO. 175,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GOKANA RAMEN BAR,JL. MERDEKA NO. 21,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SKA DAPURLAUT,JL. SUKAJADI NO. 250,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RUSTIC OWL COFFEE,JL. GEGERKALONG HILIR NO. 117,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ALITE COFFEE 02,KPAD JL. GATOT RAYA NO. 2-4,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
AYAM GEPREK PANGERAN GEGERKALONG,JL. GEGERKALONG HILIR NO. 106A,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WINNER BRATWURST,JL. GEGERKALONG HILIR NO. 42,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PAPA BEAR,JL. GEGERKALONG HILIR NO. 74,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TERAS JAVA DIMSUM,JL. GEGERKALONG HILIR NO. 35,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
HIDDEN RAMEN,JL. TAMANSARI NO. 11,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BAKSO BOEDJANGAN SETIABUDHI,JL. DR. SETIABUDI NO. 170F,Kecamatan Cidadap,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KEDAI KOPI KULO SETIABUDI,JL. DR. SETIABUDI,Kecamatan Cidadap,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
HALOA COFFEE & EATERY,JL. CIPEDES TENGAH NO. 198,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WAROENG STEAK AND SHAKE SUTAMI BANDUNG,JL. PROF DR. SUTAMI NO. 23,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KYOTOWN COFFEE,JL. BUNGUR NO. 37,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG DE HARMONY,JL. CIUMBULEUIT NO. 59,Kecamatan Cidadap,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
HI BREW!,JL. BOSCHA NO. 43,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SAMA DENGAN CIPAGANTI,JL.CIPAGANTI NO. 150-152,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BATAGOR H. ISAN,JL. GEGERKALONG HULIR NO. 203,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
HELLIKOPI,JL. GEGERKALONG HILIR NO. 181 A,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MANTAGI MINANG RESTO & COFFEE HOUSE,JL. PALASARI NO. 12,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TOBUGI SUKI & JAPANESE GRILL,JL. LENGKONG KECIL PALEDANG,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
COLONY CORNER,JL. SUMATERA NO. 31,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MONSTER BITE PROGO,JL. PROGO NO. 1,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
NGIKAN YUK SETIABUDI BANDUNG,JL. DR. SETIABUDI NO. 141,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
INDOMIE ENJOY BANDUNG,JL. DR. SETIABUDI NO. 139A,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RM. AVON GERLONG,JL. DR. SETIABUDI NO. 135,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
7 CAFE,JL. DR. SETIABUDI NO. 182,Kecamatan Cidadap,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ATOK RIZAL JAGONYA SATE 2,JL. DR. SETIABUDI NO. 105-K,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RUMAH MAKAN PADANG BU MUS,JL. CIMANUK NO. 9,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
YAGAMI RAMEN HOUSE CILIWUNG,JL. CILIWUNG NO. 2,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MIE MERAPI PROGO,JL. PROGO NO. 35,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MIE ACEH AYAH,JL. BUAH BATU,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MIE MERAPI BUAH BATU,JL. BUAH BATU NO. 172,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RUMAH MAKAN BU TATANG,JL. SEKELOA TENGAH NO. 7,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MIE MERAPI DIPATIUKUR,JL. DIPATI UKUR NO. 66-116,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
IQILO DIY,JL. PENATA YUDHA NO 2,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RICHEESE FACTORY FLAMBOYANT SUKAJADI,JL. SUKAJADI NO. 234,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PONDOK MAKAN IKAN CIANJUR,JL. SUKAJADI NO. 246,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
IKAN PESMOL CIANJUR,JL. DR. SETIABUDI NO. 85,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WKWK COFFEE,JL. PALASARI NO. 32,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
STARBUCKS LIVING PLAZA,JL. PASIR KALIKI NO. 121-123,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RICHEESE FACTORY PAJAJARAN,JL. PAJAJARAN NO. 65,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GEDOGAN BRAGA,JL BRAGA NO. 63,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG BEBEK SAMBAL MANGGA,JL. DIPATI UKUR NO. 42,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CEKERAN MIDUN,"MONUMEN PERJUANGAN JL. SINGA PERBANGSA JL.
  DIPATIUKUR NO. 103C",Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
NASI TELUR BABAK BELUR,JL MATARAM NO. 2,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
REMO WORKSPACE & CAFE,JL. PAHLAWAN NO. 73,Kecamatan Cibeunying Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
YOOGANE RIAU JUNCTION,RIAU JUNCTION MALL JL. L.L.R.E. MARTADINATA NO. 17,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KOREAN 28,JL. GANDAPURA NO. 71C,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BAKMIE MAMAN 3 GARDUJATI,JL. GARDUJATI NO. 52,Kecamatan Andir,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BAKMI TASIK TANPA MANGKOK,JL. GARDU JATI NO. 35,Kecamatan Andir,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RONDE JAHE GARDUJATI,JL. GARDUJATI NO. 58,Kecamatan Andir,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MALATANG HOTPOT,JL. GARDU JATI NO. 9B,Kecamatan Andir,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ES CENDOL ELIZABETH PUSAT,JL. INHOFTANK NO. 64 PELINDUNG HEWAN,Kecamatan Astanaanyar,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
AYAM GEPREK PANGERAN MOH TOHA,JL. MOH TOHA NO. 173,Kecamatan Regol,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
LAPO SIAGIAN,JL. H. HASAN NO. 19A,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG GAZEBOO,JL. JAPATI,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SATE MARANGGI KO ANGGA DAGO,JL. SURAPATI NO. 59,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG 87 RIA RIO,JL. TITIRAN NO. 25A,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
NASI BANCAKAN BARU,JL. DIPONEGORO NO. 25,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RUMAH MAKAN AMPERA,JL. KEBON KAWUNG NO. 28,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CARAVAN EAT THE RIBS,JL. BKR NO. 110,Kecamatan Regol,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNK CANOLI,JL. SRIWIJAYA NO. 65,Kecamatan Regol,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ARUNIKA COFFEE & BISTRO,JL. TERUSAN PASIRKOJA NO. 16,Kecamatan Astanaanyar,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SOTO BANDUNG M TARYA,JL. SWAH KURUNG NO. 16,Kecamatan Regol,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WAROENG STEAK AND SHAKE BKR BANDUNG,JL. BKR NO. 176,Kecamatan Regol,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RAMSTEAK CIANJUR,JL. MOCH RAMDAN NO. 100,Kecamatan Regol,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DAPUR CEMARA,JL. MOH TOHA NO. 30,Kecamatan Astanaanyar,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KOPE TEPANYAKI,JL. CIBADAK NO. 101,Kecamatan Astanaanyar,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG NASI AMPERA DALEM KAUM,JL. KEPATIHAN NO. 19-51,Kecamatan Regol,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GEROBAK BANDUNG,JL. DIPATIUKUR,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ZOE,JL. DIPATIUKUR,Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DI RUANG TENGAH,JL. L. L. R. E. MARTADINATA NO. 51,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
FATCOW,RIAU JUNCTION MALL JL. L.L.R.E. MARTADINATA NO. 17,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DOUBLESTEAK JAWA,JL. JAWA NO. 46,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MENDJAMU,JL. SUKARESMI NO. 5,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SE'I SAPI BUBULAE,SETRASARI MALL JL. SURYA SUMANTRI,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KAMPUNG CERBONAN,JL. MUSTANG B7 NO. 6,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
COFFEE ROOM INDONESIA,JL. TERUSAN SUTAMI,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
NEWEST ILALANG AYAM BETUTU,JL. KARANG LAYANG NO. 24,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
18 HRS CAFE,JL. DR. SETIABUDI NO. 103,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
B' LEAF CAFE,JL. DR. SETIABUDI NO. 191,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MANGKOK LOKAL,JL. SUKAHAJI NO. 121,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RUCKERPACK COFFEE AND CULTURE,JL. DR. CIPTO NO.24,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KANTIN RAI,CIPAGANTIJL. MOCH RAMDAN NO. 16,Kecamatan Regol,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
YOFORIA YOGHURT STUDIO,PARIS VAN JAVA RESORT LEVEL G-B61,Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,Sukajadi,103066.0,5.28,19520.08
LALAPAN SAMBAL PETIR PASKAL 46,JL. PASIR KALIKI NO. 46,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SAMBAL GOANG - SUNDANESE CHICKEN FOOD,JL. MOCH RAMDAN NO. 46,Kecamatan Regol,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
JACK RUNNER ROASTERY,JL. PANAITAN NO. 32,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
REACH COFFEE 23,JL. PANAITAN NO.23,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MA'KERANG,JL. MALABAR NO. 15,Kecamatan Batununggal,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG LELA,JL. KUPA NO. 6,Kecamatan Cibeunying Kaler,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KEDAI MANDIRI,JL. GATOT SUBROTO NO. 40,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MURASAKI,JL. MEKAR UTAMA NO.111,Kecamatan Bojongloa Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
NGUVI BROLA,JL. WINDU NO. 21,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KADAKA CAFE,JL. PATUHA NO. 24,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SATEH ABON,JL. AMBON NO. 21,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
OMAH NANO,JL. RANDU SARI RAYA NO 2,Kecamatan Antapani,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
5 SERANGKAI PORK GRILL RESTAURANT,RUKO PUSAT MOTOR DAN ELEKTRONIK (PME),Kecamatan Bojongloa Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
OJJU TSM BANDUNG,TSM BANDUNG JL. GATOT SUBROTO NO. 289,Kecamatan Batununggal,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RM. PURI BAMBU,JL. SINDANG SIRNA NO. 14,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
THE SQUARE RESTAURANT @ NOVOTEL BANDUNG,JL. CIHAMPELAS NO. 23-25,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
REUNION HOUSE GRILL & BAR,JL. DR. SETIABUDI NO. 45,Kecamatan Sukajadi,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
AYAM BEBEK RANJAU,JL. LOBOK NO. 47,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
NOODLETOWN,"CIHAMPELAS WALK 
  JL. CIHAMPELAS NO. 160",Kecamatan Coblong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BUTTONS EATERY,JL. PELAJAR PEJUANG 45 NO. 72,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
AYAM PENYET RIA,JL. SUPRATMAN NO. 46,Kecamatan Cibeunying Kidul,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GREAT DIMSUM BANDUNG 1,JL. SUPRATMAN NO. 49,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RAACHA TSM BANDUNG,CIBANGKONG BATUNUNGGAL,Batununggal,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,Batununggal,121469.0,4.82,25201.04
SAMBEL HEJO,JL. NATUNA NO 29,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
NAMASUKI,JL. PELAJAR PEJUANG 45 NO. 19,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
POPIA TIAM,JL. PUNGKUR NO. 139A,Kecamatan Regol,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WAROENG SETIABUDHI,JL. DR. SETIABUDI NO. 175,Kecamatan Sukasari,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KANTIN SIANTAR,JL. RAYA KOPO NO. 302,Kecamatan Bojongloa Kaler,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
OOM RESTO,JL. BAHUREKSA NO. 14,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BONTI RESTAURANT,JL. TERUSAN PASIRKOJA NO. 347,Kecamatan Babakan Ciparay,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WINGSTOP PASKAL BANDUNG,JL. PASIR KALIKI NO. 23,Kecamatan Cicendo,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
STREATS RESTAURANT,JL. BRAGA NO. 8,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
OOPEN RESTAURANT,JL. GATOT SUBROTO NO. 289,Kecamatan Batununggal,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
AYAM GORENG WARISAN,JL. TASIKMALAYA,Kecamatan Batununggal,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GOLDEN BELL RESTAURANT,JL. KARAPITAN NO. 51,Kecamatan Lengkong,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
LUBERGROUND BRAGA,JL. LEMBONG NO.8,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
INDISCHE CAFE BRAGA,JL. BRAGA NO. 115,Kecamatan Sumur Bandung,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MOZAIK & CO.,JL. GATOT SUBROTO NO. 289,Kecamatan Batununggal,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KAFE BETAWI,JL. GATOT SUBROTO NO. 289,Kecamatan Batununggal,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MY KOPI-O,JL. TRUNOJOYO NO. 19,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TULANG JAMBAL,JL. SULTAN TIRTAYASA NO. 54,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MEYSARI CHINESE FOOD & SEAFOOD,JL. BANDA NO. 32,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BURGER SHOT BANDUNG,JL. PROGO NO. 34,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ROYAL KASHIMURA SHABU,JL. LOMBOK NO. 45,Kecamatan Bandung Wetan,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
YOSHINOYA,JL. GATOT SUBROTO NO. 289,Kecamatan Batununggal,restaurant,,,2021,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
