nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan,mall_per_capita,minimarket_density,taman_per_capita,ulasan_per_capita,competition_density,market_potential,infrastructure_score,retail_accessibility,population_tier,density_tier,review_tier,rating_normalized,high_rating,excellent_rating,high_volume_reviews,very_high_volume_reviews,log_jumlah_ulasan,log_kepadatan,kategori_resto_encoded,price_range_encoded,price_category_interaction,rating_review_interaction,density_infrastructure,success_category,market_attractiveness,business_viability,competition_target
STARBUCKS LIVING PLAZA,JL. PASIR KALIKI NO. 121-123,cicendo,4.5,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Restaurant,112,0.0207507625905252,4.492939666238768,0.4772675395820796,1.1620427050694113,14.377406931964057,457783.61000000004,83.0,37.0,Medium,Low,Very Low,0.875,1,0,0,0,4.727387818712341,9.423314792502264,8,3,24,21.273245184205535,1026919.9900000001,Low,Low,Low Risk,Avoid
RICHEESE FACTORY PAJAJARAN,JL. PAJAJARAN NO. 65,cicendo,4.4,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Restaurant,2682,0.0207507625905252,4.492939666238768,0.4772675395820796,27.826772633894294,344.2875481386393,457783.61000000004,83.0,37.0,Medium,Low,Low,0.8500000000000001,0,0,1,0,7.894690850425624,9.423314792502264,8,2,16,34.73663974187275,1026919.9900000001,High,Low,High Risk,Go
GEDOGAN BRAGA,JL BRAGA NO. 63,sumur bandung,4.4,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,188,0.10437596221590167,5.444126074498567,0.9915716410510659,4.905670224147379,53.86819484240687,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.8500000000000001,0,0,0,0,5.241747015059643,9.303994636053972,8,2,16,23.06368686626243,669828.7999999999,Medium,Low,Low Risk,Avoid
WARUNG BEBEK SAMBAL MANGGA,JL. DIPATI UKUR NO. 42,coblong,4.2,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Local Food,2992,0.02644520262477302,8.481532147742818,0.32097715857139136,25.955774552583865,409.3023255813954,1025762.8116050324,102.04841784216546,65.04841784216546,High,Low,Low,0.8,0,0,1,0,8.0040315078527,9.665878630398774,7,2,14,33.61693233298134,1609223.9516050324,High,High,High Risk,Go
CEKERAN MIDUN,"MONUMEN PERJUANGAN JL. SINGA PERBANGSA JL.
  DIPATIUKUR NO. 103C",coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,108,0.02644520262477302,8.481532147742818,0.32097715857139136,0.9369063006948721,14.774281805745554,1025762.8116050324,102.04841784216546,65.04841784216546,High,Low,Very Low,0.8999999999999999,1,0,0,0,4.6913478822291435,9.665878630398774,8,3,24,21.58020025825406,1609223.9516050324,Low,High,High Risk,Go
NASI TELUR BABAK BELUR,JL MATARAM NO. 2,bandung wetan,4.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Medium (3.5-4.0),Local Food,786,0.13865779256794233,4.069767441860465,4.055740432612312,27.246256239600665,228.48837209302326,150948.9,135.0,18.0,Very Low,Sparse,Very Low,0.75,0,0,0,0,6.668228248417403,9.03444412857389,7,2,14,26.672912993669613,1132116.75,High,Medium,Low Risk,Consider
REMO WORKSPACE & CAFE,JL. PAHLAWAN NO. 73,cibeunying kidul,4.5,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,High (4.0-4.5),Cafe,879,0.02685002723534998,4.1062801932367154,0.14092570572951071,7.742105958514996,212.31884057971016,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.875,1,0,0,0,6.779921907472252,10.219207003460745,1,3,3,30.509648583625133,988588.5665459399,High,High,High Risk,Go
YOOGANE RIAU JUNCTION,RIAU JUNCTION MALL JL. L.L.R.E. MARTADINATA NO. 17,bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,124,0.13865779256794233,4.069767441860465,4.055740432612312,4.298391569606212,36.04651162790698,150948.9,135.0,18.0,Very Low,Sparse,Very Low,0.875,1,0,0,0,4.8283137373023015,9.03444412857389,8,3,24,21.727411817860357,1132116.75,Medium,Medium,Low Risk,Consider
KOREAN 28,JL. GANDAPURA NO. 71C,sumur bandung,4.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Korean Food,442,0.10437596221590167,5.444126074498567,0.9915716410510659,11.533543824857135,126.64756446991403,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.825,0,0,0,0,6.093569770045136,9.303994636053972,6,2,12,26.20235001119408,669828.7999999999,High,Low,Low Risk,Consider
BAKMIE MAMAN 3 GARDUJATI,JL. GARDUJATI NO. 52,andir,4.3,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,High (4.0-4.5),Restaurant,466,0.010088883059756455,4.739336492890995,0.34302202403171944,4.701419505846508,110.4265402843602,493246.11,55.0,21.0,High,Medium,Very Low,0.825,0,0,0,0,6.1463292576688975,10.064283673851754,8,2,16,26.42921580797626,1291835.05,Medium,Low,Low Risk,Avoid
BAKMI TASIK TANPA MANGKOK,JL. GARDU JATI NO. 35,andir,4.3,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,High (4.0-4.5),Restaurant,425,0.010088883059756455,4.739336492890995,0.34302202403171944,4.287775300396493,100.71090047393365,493246.11,55.0,21.0,High,Medium,Very Low,0.825,0,0,0,0,6.054439346269371,10.064283673851754,8,2,16,26.034089188958294,1291835.05,Medium,Low,Low Risk,Avoid
RONDE JAHE GARDUJATI,JL. GARDUJATI NO. 58,andir,4.6,Rp 15.000 - 50.000,99119.0,4.22,23487.91,1.0,20.0,34.0,Very High (4.5-5.0),Restaurant,55,0.010088883059756455,4.739336492890995,0.34302202403171944,0.5548885682866049,13.033175355450238,493246.11,55.0,21.0,High,Medium,Very Low,0.8999999999999999,1,0,0,0,4.02535169073515,10.064283673851754,8,3,24,18.516617777381686,1291835.05,Low,Low,Low Risk,Avoid
MALATANG HOTPOT,JL. GARDU JATI NO. 9B,andir,4.5,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,High (4.0-4.5),Restaurant,424,0.010088883059756455,4.739336492890995,0.34302202403171944,4.277686417336737,100.47393364928911,493246.11,55.0,21.0,High,Medium,Very Low,0.875,1,0,0,0,6.052089168924417,10.064283673851754,8,3,24,27.234401260159878,1291835.05,Medium,Low,Low Risk,Avoid
ES CENDOL ELIZABETH PUSAT,JL. INHOFTANK NO. 64 PELINDUNG HEWAN,astanaanyar,4.5,Rp 15.000 - 50.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,625,0.041626854956377815,7.462686567164178,0.20482849027747432,8.534520428228097,233.2089552238806,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.875,1,0,0,0,6.439350371100098,10.215607449024873,8,3,24,28.977076669950442,1039687.0954517728,High,High,High Risk,Go
AYAM GEPREK PANGERAN MOH TOHA,JL. MOH TOHA NO. 173,regol,4.2,Rp 15.000 - 50.000,80609.0,4.74,17006.12,2.0,40.0,15.0,High (4.0-4.5),Restaurant,2561,0.024811125308588373,8.438818565400844,0.18608343981441278,31.770645957647407,540.295358649789,714257.0399999999,57.0,42.0,Medium,Low,Low,0.8,0,0,1,0,7.848543482456679,9.741387358885671,8,2,16,32.96388262631805,969348.84,High,Low,High Risk,Go
LAPO SIAGIAN,JL. H. HASAN NO. 19A,coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,425,0.02644520262477302,8.481532147742818,0.32097715857139136,3.6868997944011173,58.139534883720934,1025762.8116050324,102.04841784216546,65.04841784216546,High,Low,Very Low,0.8999999999999999,1,0,0,0,6.054439346269371,9.665878630398774,8,3,24,27.850420992839105,1609223.9516050324,Medium,High,High Risk,Go
WARUNG GAZEBOO,JL. JAPATI,coblong,4.8,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Local Food,87,0.02644520262477302,8.481532147742818,0.32097715857139136,0.7547300755597581,11.901504787961697,1025762.8116050324,102.04841784216546,65.04841784216546,High,Low,Very Low,0.95,1,1,0,0,4.477336814478207,9.665878630398774,7,3,21,21.491216709495394,1609223.9516050324,Low,High,High Risk,Go
SATE MARANGGI KO ANGGA DAGO,JL. SURAPATI NO. 59,coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,58,0.02644520262477302,8.481532147742818,0.32097715857139136,0.5031533837065055,7.934336525307798,1025762.8116050324,102.04841784216546,65.04841784216546,High,Low,Very Low,0.8999999999999999,1,0,0,0,4.07753744390572,9.665878630398774,8,3,24,18.75667224196631,1609223.9516050324,Low,High,High Risk,Go
WARUNG 87 RIA RIO,JL. TITIRAN NO. 25A,coblong,4.1,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Local Food,800,0.02644520262477302,8.481532147742818,0.32097715857139136,6.940046671813867,109.43912448700411,1025762.8116050324,102.04841784216546,65.04841784216546,High,Low,Very Low,0.7749999999999999,0,0,0,0,6.68586094706836,9.665878630398774,7,2,14,27.41202988298027,1609223.9516050324,High,High,High Risk,Go
NASI BANCAKAN BARU,JL. DIPONEGORO NO. 25,bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Local Food,2859,0.13865779256794233,4.069767441860465,4.055740432612312,99.10565723793677,831.1046511627907,150948.9,135.0,18.0,Very Low,Sparse,Low,0.8500000000000001,0,0,1,0,7.958576903813898,9.03444412857389,7,2,14,35.01773837678115,1132116.75,High,Medium,High Risk,Go
RUMAH MAKAN AMPERA,JL. KEBON KAWUNG NO. 28,cicendo,4.0,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Medium (3.5-4.0),Local Food,341,0.0207507625905252,4.492939666238768,0.4772675395820796,3.5380050216845467,43.77406931964057,457783.61000000004,83.0,37.0,Medium,Low,Very Low,0.75,0,0,0,0,5.834810737062605,9.423314792502264,7,2,14,23.33924294825042,1026919.9900000001,Medium,Low,Low Risk,Avoid
CARAVAN EAT THE RIBS,JL. BKR NO. 110,regol,4.6,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,Very High (4.5-5.0),Restaurant,191,0.024811125308588373,8.438818565400844,0.18608343981441278,2.3694624669701896,40.29535864978903,714257.0399999999,57.0,42.0,Medium,Low,Very Low,0.8999999999999999,1,0,0,0,5.2574953720277815,9.741387358885671,8,3,24,24.18447871132779,969348.84,Medium,Low,Low Risk,Avoid
WARUNK CANOLI,JL. SRIWIJAYA NO. 65,regol,4.2,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,High (4.0-4.5),Restaurant,392,0.024811125308588373,8.438818565400844,0.18608343981441278,4.8629805604833205,82.70042194092827,714257.0399999999,57.0,42.0,Medium,Low,Very Low,0.8,0,0,0,0,5.973809611869261,9.741387358885671,8,2,16,25.090000369850898,969348.84,Medium,Low,Low Risk,Avoid
ARUNIKA COFFEE & BISTRO,JL. TERUSAN PASIRKOJA NO. 16,astanaanyar,4.6,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Cafe,968,0.041626854956377815,7.462686567164178,0.20482849027747432,13.218265239239676,361.19402985074623,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.8999999999999999,1,0,0,0,6.876264611890766,10.215607449024873,1,3,3,31.630817214697522,1039687.0954517728,High,High,High Risk,Go
SOTO BANDUNG M TARYA,JL. SWAH KURUNG NO. 16,regol,4.4,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,High (4.0-4.5),Restaurant,232,0.024811125308588373,8.438818565400844,0.18608343981441278,2.8780905357962507,48.94514767932489,714257.0399999999,57.0,42.0,Medium,Low,Very Low,0.8500000000000001,0,0,0,0,5.4510384535657,9.741387358885671,8,2,16,23.984569195689083,969348.84,Medium,Low,Low Risk,Avoid
WAROENG STEAK AND SHAKE BKR BANDUNG,JL. BKR NO. 176,regol,4.5,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,High (4.0-4.5),Western Food,66,0.024811125308588373,8.438818565400844,0.18608343981441278,0.8187671351834162,13.924050632911392,714257.0399999999,57.0,42.0,Medium,Low,Very Low,0.875,1,0,0,0,4.204692619390966,9.741387358885671,10,3,30,18.921116787259347,969348.84,Low,Low,Low Risk,Avoid
RAMSTEAK CIANJUR,JL. MOCH RAMDAN NO. 100,regol,4.5,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,High (4.0-4.5),Western Food,227,0.024811125308588373,8.438818565400844,0.18608343981441278,2.81606272252478,47.89029535864979,714257.0399999999,57.0,42.0,Medium,Low,Very Low,0.875,1,0,0,0,5.429345628954441,9.741387358885671,10,3,30,24.432055330294986,969348.84,Medium,Low,Low Risk,Avoid
DAPUR CEMARA,JL. MOH TOHA NO. 30,astanaanyar,4.6,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,59,0.041626854956377815,7.462686567164178,0.20482849027747432,0.8056587284247323,22.01492537313433,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.8999999999999999,1,0,0,0,4.0943445622221,10.215607449024873,8,3,24,18.83398498622166,1039687.0954517728,Low,High,High Risk,Go
KOPE TEPANYAKI,JL. CIBADAK NO. 101,astanaanyar,4.4,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,373,0.041626854956377815,7.462686567164178,0.20482849027747432,5.093401791566529,139.17910447761193,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.8500000000000001,0,0,0,0,5.924255797414532,10.215607449024873,8,2,16,26.066725508623943,1039687.0954517728,Medium,High,High Risk,Go
WARUNG NASI AMPERA DALEM KAUM,JL. KEPATIHAN NO. 19-51,regol,4.2,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,High (4.0-4.5),Local Food,314,0.024811125308588373,8.438818565400844,0.18608343981441278,3.8953466734483744,66.24472573839662,714257.0399999999,57.0,42.0,Medium,Low,Very Low,0.8,0,0,0,0,5.752572638825633,9.741387358885671,7,2,14,24.16080508306766,969348.84,Medium,Low,Low Risk,Avoid
GEROBAK BANDUNG,JL. DIPATIUKUR,coblong,4.5,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Restaurant,272,0.02644520262477302,8.481532147742818,0.32097715857139136,2.3596158684167152,37.2093023255814,1025762.8116050324,102.04841784216546,65.04841784216546,High,Low,Very Low,0.875,1,0,0,0,5.60947179518496,9.665878630398774,8,3,24,25.24262307833232,1609223.9516050324,Medium,High,High Risk,Go
ZOE,JL. DIPATIUKUR,coblong,4.5,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Restaurant,227,0.02644520262477302,8.481532147742818,0.32097715857139136,1.9692382431271849,31.053351573187417,1025762.8116050324,102.04841784216546,65.04841784216546,High,Low,Very Low,0.875,1,0,0,0,5.429345628954441,9.665878630398774,8,3,24,24.432055330294986,1609223.9516050324,Medium,High,High Risk,Go
DI RUANG TENGAH,JL. L. L. R. E. MARTADINATA NO. 51,bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,171,0.13865779256794233,4.069767441860465,4.055740432612312,5.927620632279534,49.7093023255814,150948.9,135.0,18.0,Very Low,Sparse,Very Low,0.925,1,0,0,0,5.147494476813453,9.03444412857389,8,3,24,24.193224041023228,1132116.75,High,Medium,Medium Risk,Consider
FATCOW,RIAU JUNCTION MALL JL. L.L.R.E. MARTADINATA NO. 17,bandung wetan,4.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Medium (3.5-4.0),Restaurant,1168,0.13865779256794233,4.069767441860465,4.055740432612312,40.48807542983916,339.5348837209302,150948.9,135.0,18.0,Very Low,Sparse,Very Low,0.75,0,0,1,0,7.063903961472068,9.03444412857389,8,2,16,28.255615845888272,1132116.75,High,Medium,Medium Risk,Consider
DOUBLESTEAK JAWA,JL. JAWA NO. 46,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Western Food,158,0.10437596221590167,5.444126074498567,0.9915716410510659,4.122850507528117,45.27220630372493,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.925,1,0,0,0,5.0689042022202315,9.303994636053972,10,3,30,23.823849750435087,669828.7999999999,Medium,Low,Medium Risk,Consider
MENDJAMU,JL. SUKARESMI NO. 5,sukajadi,4.6,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Restaurant,119,0.02957733726122543,6.25,0.28137310073157007,1.1545999650709253,22.537878787878785,703668.0001524973,65.04841784216546,36.04841784216546,High,Medium,Very Low,0.8999999999999999,1,0,0,0,4.787491742782046,9.879250186305406,8,3,24,22.02246201679741,1269750.3201524974,Low,High,High Risk,Consider
SE'I SAPI BUBULAE,SETRASARI MALL JL. SURYA SUMANTRI,sukajadi,4.5,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,637,0.02957733726122543,6.25,0.28137310073157007,6.18050569537966,120.64393939393939,703668.0001524973,65.04841784216546,36.04841784216546,High,Medium,Very Low,0.875,1,0,0,0,6.45833828334479,9.879250186305406,8,3,24,29.062522275051553,1269750.3201524974,High,High,High Risk,Go
KAMPUNG CERBONAN,JL. MUSTANG B7 NO. 6,sukajadi,4.4,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,168,0.02957733726122543,6.25,0.28137310073157007,1.6300234801001299,31.818181818181817,703668.0001524973,65.04841784216546,36.04841784216546,High,Medium,Very Low,0.8500000000000001,0,0,0,0,5.1298987149230735,9.879250186305406,8,2,16,22.571554345661525,1269750.3201524974,Low,High,Medium Risk,Consider
COFFEE ROOM INDONESIA,JL. TERUSAN SUTAMI,sukajadi,4.9,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Cafe,97,0.02957733726122543,6.25,0.28137310073157007,0.9411445093435274,18.37121212121212,703668.0001524973,65.04841784216546,36.04841784216546,High,Medium,Very Low,0.9750000000000001,1,1,0,0,4.584967478670572,9.879250186305406,1,3,3,22.466340645485808,1269750.3201524974,Low,High,High Risk,Go
NEWEST ILALANG AYAM BETUTU,JL. KARANG LAYANG NO. 24,sukajadi,4.3,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,159,0.02957733726122543,6.25,0.28137310073157007,1.5427007936661945,30.113636363636363,703668.0001524973,65.04841784216546,36.04841784216546,High,Medium,Very Low,0.825,0,0,0,0,5.075173815233827,9.879250186305406,8,2,16,21.82324740550545,1269750.3201524974,Low,High,Medium Risk,Consider
18 HRS CAFE,JL. DR. SETIABUDI NO. 103,sukasari,4.5,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Cafe,205,0.02578116943384552,4.40251572327044,0.2964834484892235,2.6425698669691657,32.23270440251572,365924.39999999997,53.0,30.0,Medium,Low,Very Low,0.875,1,0,0,0,5.327876168789581,9.409066632795414,1,3,3,23.975442759553115,646466.44,Medium,Low,Low Risk,Avoid
B' LEAF CAFE,JL. DR. SETIABUDI NO. 191,sukasari,4.4,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Cafe,358,0.02578116943384552,4.40251572327044,0.2964834484892235,4.614829328658348,56.289308176100626,365924.39999999997,53.0,30.0,Medium,Low,Very Low,0.8500000000000001,0,0,0,0,5.883322388488279,9.409066632795414,1,2,2,25.886618509348427,646466.44,Medium,Low,Low Risk,Avoid
MANGKOK LOKAL,JL. SUKAHAJI NO. 121,sukasari,4.6,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,Very High (4.5-5.0),Restaurant,76,0.02578116943384552,4.40251572327044,0.2964834484892235,0.9796844384861297,11.949685534591195,365924.39999999997,53.0,30.0,Medium,Low,Very Low,0.8999999999999999,1,0,0,0,4.343805421853684,9.409066632795414,8,3,24,19.981504940526946,646466.44,Low,Low,Low Risk,Avoid
RUCKERPACK COFFEE AND CULTURE,JL. DR. CIPTO NO.24,cicendo,4.6,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Very High (4.5-5.0),Cafe,222,0.0207507625905252,4.492939666238768,0.4772675395820796,2.303334647548297,28.498074454428753,457783.61000000004,83.0,37.0,Medium,Low,Very Low,0.8999999999999999,1,0,0,0,5.407171771460119,9.423314792502264,1,3,3,24.872990148716546,1026919.9900000001,Medium,Low,Low Risk,Avoid
KANTIN RAI,CIPAGANTIJL. MOCH RAMDAN NO. 16,regol,4.4,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,High (4.0-4.5),Restaurant,296,0.024811125308588373,8.438818565400844,0.18608343981441278,3.672046545671079,62.44725738396624,714257.0399999999,57.0,42.0,Medium,Low,Very Low,0.8500000000000001,0,0,0,0,5.6937321388027,9.741387358885671,8,2,16,25.05242141073188,969348.84,Medium,Low,Low Risk,Avoid
YOFORIA YOGHURT STUDIO,PARIS VAN JAVA RESORT LEVEL G-B61,sukajadi,4.3,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,541,0.02957733726122543,6.25,0.28137310073157007,5.249063706751014,102.4621212121212,703668.0001524973,65.04841784216546,36.04841784216546,High,Medium,Very Low,0.825,0,0,0,0,6.295266001439646,9.879250186305406,8,2,16,27.069643806190477,1269750.3201524974,High,High,High Risk,Go
LALAPAN SAMBAL PETIR PASKAL 46,JL. PASIR KALIKI NO. 46,cicendo,3.5,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Low (≤3.5),Restaurant,446,0.0207507625905252,4.492939666238768,0.4772675395820796,4.62742005768712,57.25288831835687,457783.61000000004,83.0,37.0,Medium,Low,Very Low,0.625,0,0,0,0,6.102558594613569,9.423314792502264,8,1,8,21.358955081147492,1026919.9900000001,Medium,Low,Low Risk,Avoid
SAMBAL GOANG - SUNDANESE CHICKEN FOOD,JL. MOCH RAMDAN NO. 46,regol,4.6,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,Very High (4.5-5.0),Restaurant,330,0.024811125308588373,8.438818565400844,0.18608343981441278,4.093835675917082,69.62025316455696,714257.0399999999,57.0,42.0,Medium,Low,Very Low,0.8999999999999999,1,0,0,0,5.802118375377063,9.741387358885671,8,3,24,26.689744526734486,969348.84,Medium,Low,Medium Risk,Consider
JACK RUNNER ROASTERY,JL. PANAITAN NO. 32,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,30,0.10437596221590167,5.444126074498567,0.9915716410510659,0.7828197166192625,8.595988538681947,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.8999999999999999,1,0,0,0,3.4339872044851463,9.303994636053972,8,3,24,15.796341140631672,669828.7999999999,Low,Low,Medium Risk,Consider
REACH COFFEE 23,JL. PANAITAN NO.23,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,318,0.10437596221590167,5.444126074498567,0.9915716410510659,8.297888996164184,91.11747851002865,252558.4,61.0,23.0,Very Low,Sparse,Very Low,0.925,1,0,0,0,5.765191102784844,9.303994636053972,1,3,3,27.09639818308877,669828.7999999999,High,Low,Medium Risk,Consider
MA'KERANG,JL. MALABAR NO. 15,batununggal,4.3,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,High (4.0-4.5),Restaurant,525,0.032930212646848166,3.5269709543568464,0.1564185100725288,4.322090409898822,108.92116182572613,529221.84,40.0,21.0,Very High,Medium,Very Low,0.825,0,0,0,0,6.26530121273771,10.134680222604,8,2,16,26.94079521477215,1008041.6000000001,Medium,High,High Risk,Go
WARUNG LELA,JL. KUPA NO. 6,cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Local Food,982,0.0431408372557451,7.3275862068965525,0.4387082165803402,13.897144151028842,211.63793103448276,564205.9095081968,68.04841784216546,37.04841784216546,Low,Low,Very Low,0.875,1,0,0,0,6.890609120147166,9.631014566672349,7,3,21,31.00774104066225,1036301.1895081968,High,Medium,High Risk,Go
KEDAI MANDIRI,JL. GATOT SUBROTO NO. 40,lengkong,4.5,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Restaurant,284,0.04293546256571071,7.27580372250423,0.5774647887323944,4.0,48.05414551607445,553204.5096835685,87.04841784216546,46.04841784216546,Low,Low,Very Low,0.875,1,0,0,0,5.652489180268651,9.393872861961174,8,3,24,25.43620131120893,1045759.6496835685,Medium,Medium,Medium Risk,Consider
MURASAKI,JL. MEKAR UTAMA NO.111,bojongloa kidul,4.4,Rp 50.000 - 100.000,87988.0,5.2,16920.77,3.04841784216546,16.0,15.0,High (4.0-4.5),Restaurant,171,0.03464583627500864,3.0769230769230766,0.17047779242623992,1.9434468336591353,32.88461538461539,322313.8971711781,34.04841784216546,19.04841784216546,Medium,Low,Very Low,0.8500000000000001,0,0,0,0,5.147494476813453,9.736356237618056,8,2,16,22.648975697979193,576125.4471711781,Medium,Low,Low Risk,Avoid
NGUVI BROLA,JL. WINDU NO. 21,lengkong,4.7,Rp 15.000 - 50.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Restaurant,67,0.04293546256571071,7.27580372250423,0.5774647887323944,0.943661971830986,11.336717428087987,553204.5096835685,87.04841784216546,46.04841784216546,Low,Low,Very Low,0.925,1,0,0,0,4.219507705176107,9.393872861961174,8,3,24,19.831686214327704,1045759.6496835685,Low,Medium,Medium Risk,Consider
KADAKA CAFE,JL. PATUHA NO. 24,lengkong,4.7,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,885,0.04293546256571071,7.27580372250423,0.5774647887323944,12.464788732394366,149.746192893401,553204.5096835685,87.04841784216546,46.04841784216546,Low,Low,Very Low,0.925,1,0,0,0,6.786716950605081,9.393872861961174,1,3,3,31.897569667843882,1045759.6496835685,High,Medium,High Risk,Go
