nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan,mall_per_capita,minimarket_density,taman_per_capita,ulasan_per_capita,competition_density,market_potential,infrastructure_score,retail_accessibility,population_tier,density_tier,review_tier,rating_normalized,high_rating,excellent_rating,high_volume_reviews,very_high_volume_reviews,log_jumlah_ulasan,log_kepadatan,kategori_resto_encoded,price_range_encoded,price_category_interaction,rating_review_interaction,density_infrastructure,success_category,market_attractiveness,business_viability,competition_target
RUMAH MAKAN BU ELLEN,"SURAPATI CORE, JL. KHP HASAN MUSTOPA BLOK K NO.16",cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Local Food,569,0.02685002723534998,4.1062801932367154,0.14092570572951071,5.011670410005725,137.43961352657007,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.876590909090909,1,0,0,0,6.345636360828596,10.219207003460745,7,3,21,28.595744946024862,988588.5665459399,Medium,High,High Risk,Go
FRIEND CHICKEN PASIR LEUTIK,JL. ASRI NO.15,cibeunying kidul,3.7,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Medium (3.5-4.0),Restaurant,453,0.02685002723534998,4.1062801932367154,0.14092570572951071,3.989959043466772,109.42028985507247,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.675,0,0,0,0,6.118097198041348,10.219207003460745,8,1,8,22.63695963275299,988588.5665459399,Medium,High,Medium Risk,Go
BURGER PHK,JL. PADASUKA NO.50,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Fast Food,160,0.02685002723534998,4.1062801932367154,0.14092570572951071,1.409257057295107,38.64734299516908,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,1.0,1,1,0,0,5.081404364984463,10.219207003460745,4,3,12,25.407021824922317,988588.5665459399,Low,High,High Risk,Go
MAKAN-IN!,"KOMPLEKS BUMI ASRI, JL. TUGU ASRI NO.A5",cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Local Food,212,0.02685002723534998,4.1062801932367154,0.14092570572951071,1.8672656009160171,51.20772946859904,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.876590909090909,1,0,0,0,5.3612921657094255,10.219207003460745,7,3,21,24.1599320594742,988588.5665459399,Medium,High,High Risk,Go
PESTA PIZZA (BANDUNG ERA SENTRA TALENTA. PT),"JL. PENGHULU HAJI HASAN MUSTOPA NO.39, GRAND SURAPATI CORE,
  GRAHA DFI, 2ND FLOOR",cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Fast Food,98,0.02685002723534998,4.1062801932367154,0.14092570572951071,0.8631699475932532,23.671497584541065,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.876590909090909,1,0,0,0,4.59511985013459,10.219207003460745,4,3,12,20.707280997379236,988588.5665459399,Low,High,High Risk,Go
WARUNG JANARI,JL. KHP HASAN MUSTOPA NO.16,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Local Food,94,0.02685002723534998,4.1062801932367154,0.14092570572951071,0.8279385211608755,22.705314009661837,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,1.0,1,1,0,0,4.553876891600541,10.219207003460745,7,3,21,22.769384458002705,988588.5665459399,Low,High,High Risk,Go
499 RESTORAN,JL. A. YANI NO.687,cibeunying kidul,4.5,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,High (4.0-4.5),Restaurant,95,0.02685002723534998,4.1062801932367154,0.14092570572951071,0.83674637776897,22.946859903381643,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.875,1,0,0,0,4.564348191467836,10.219207003460745,8,3,24,20.539566861605262,988588.5665459399,Low,High,High Risk,Go
ESSA BAR & DRINK,JL. KHP HASAN MUSTOPA NO.212,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,289,0.02685002723534998,4.1062801932367154,0.14092570572951071,2.5454705597392873,69.80676328502416,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.876590909090909,1,0,0,0,5.66988092298052,10.219207003460745,8,3,24,25.550545213831303,988588.5665459399,Medium,High,High Risk,Go
TEA IS BANDUNG,"3MX3+344, JL. KHP HASAN MUSTOPA",cibeunying kidul,3.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Low (≤3.5),Restaurant,4785,0.02685002723534998,4.1062801932367154,0.14092570572951071,42.145593869731805,1155.7971014492755,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Medium,0.5,0,0,1,0,8.47345026846832,10.219207003460745,8,0,0,25.420350805404958,988588.5665459399,High,High,High Risk,Go
SEWANGI KOPI INDONESIA,"APARTEMEN GATEWAY, JL. A. YANI NO.669 LG A.7A",cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Cafe,82,0.02685002723534998,4.1062801932367154,0.14092570572951071,0.7222442418637425,19.806763285024157,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,1.0,1,1,0,0,4.418840607796598,10.219207003460745,1,3,3,22.09420303898299,988588.5665459399,Low,High,High Risk,Go
WARUNG HDHT,JL. SETIA NO.18,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Local Food,49,0.02685002723534998,4.1062801932367154,0.14092570572951071,0.4315849737966266,11.835748792270532,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,1.0,1,1,0,0,3.912023005428146,10.219207003460745,7,3,21,19.56011502714073,988588.5665459399,Low,High,High Risk,Go
ZUPA SOUP,GG. SUKAPADA I NO.80,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,182,0.02685002723534998,4.1062801932367154,0.14092570572951071,1.6030299026731845,43.96135265700484,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,1.0,1,1,0,0,5.209486152841421,10.219207003460745,8,3,24,26.047430764207107,988588.5665459399,Low,High,High Risk,Go
STEAMBOAT BOOTAN,"3JQP+29G, GG. SUNARYO",cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,128,0.02685002723534998,4.1062801932367154,0.14092570572951071,1.1274056458360857,30.917874396135268,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,1.0,1,1,0,0,4.859812404361672,10.219207003460745,8,3,24,24.29906202180836,988588.5665459399,Low,High,High Risk,Go
EVERYTHING FOOD,3JVW+94R,cibeunying kidul,4.8,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,78,0.02685002723534998,4.1062801932367154,0.14092570572951071,0.6870128154313647,18.84057971014493,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.95,1,1,0,0,4.3694478524670215,10.219207003460745,8,3,24,20.9733496918417,988588.5665459399,Low,High,High Risk,Go
WARUNG SOTO DAN DIMSUM GAYA,"JL. NEGLASARI SELATAN NO.41 RT07, RW.13",cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Local Food,771,0.02685002723534998,4.1062801932367154,0.14092570572951071,6.790857444840798,186.23188405797103,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.876590909090909,1,0,0,0,6.648984550024776,10.219207003460745,7,3,21,29.962742194975284,988588.5665459399,High,High,High Risk,Go
MM FRIED CHICKEN,"APARTEMENT GATEWAY, JL. A. YANI LANTAI GF BLOK C NO 19",cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Fast Food,284,0.02685002723534998,4.1062801932367154,0.14092570572951071,2.5014312766988156,68.59903381642512,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.876590909090909,1,0,0,0,5.652489180268651,10.219207003460745,4,3,12,25.472171696901544,988588.5665459399,Medium,High,High Risk,Go
MAFAAZA CHICKEN PADASUKA,JL. KHP HASAN MUSTOPA NO.228-224,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,63,0.02685002723534998,4.1062801932367154,0.14092570572951071,0.5548949663099485,15.217391304347828,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.876590909090909,1,0,0,0,4.1588830833596715,10.219207003460745,8,3,24,18.7414394947399,988588.5665459399,Low,High,High Risk,Go
CHICKEN FIRE CHEESE,JL. BBK. H. TAMIM NO.26,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,121,0.02685002723534998,4.1062801932367154,0.14092570572951071,1.065750649579425,29.227053140096622,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,1.0,1,1,0,0,4.804021044733257,10.219207003460745,8,3,24,24.020105223666285,988588.5665459399,Low,High,High Risk,Go
START UP UFO BURGER CICADAS,JL. BBK. H. TAMIM JL. A. YANI NO.26,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Fast Food,259,0.02685002723534998,4.1062801932367154,0.14092570572951071,2.281234861496455,62.56038647342996,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.876590909090909,1,0,0,0,5.560681631015528,10.219207003460745,4,3,12,25.058453495403608,988588.5665459399,Medium,High,High Risk,Go
JOEY'S HOAGIE,"APARTEMENT GATEWAY, JL. JEND. A. YANI NO.669, PADASUKA,
  CIBEUNYING KIDUL",cibeunying kidul,4.8,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,12,0.02685002723534998,4.1062801932367154,0.14092570572951071,0.10569427929713304,2.8985507246376816,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.95,1,1,0,0,2.5649493574615367,10.219207003460745,8,3,24,12.311756915815376,988588.5665459399,Low,High,High Risk,Go
AYAM SOX,JL. BRIGADIR JEND. KATAMSO NO.19B,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,161,0.02685002723534998,4.1062801932367154,0.14092570572951071,1.4180649139032018,38.88888888888889,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,1.0,1,1,0,0,5.087596335232384,10.219207003460745,8,3,24,25.437981676161918,988588.5665459399,Low,High,High Risk,Go
BANTEN PRIDE,"3JVR+P2P, GG. SUKARELA",cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,118,0.02685002723534998,4.1062801932367154,0.14092570572951071,1.0393270797551415,28.5024154589372,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,1.0,1,1,0,0,4.77912349311153,10.219207003460745,8,3,24,23.89561746555765,988588.5665459399,Low,High,High Risk,Go
W19 SOCIAL BAR,"4J2Q+8VR, JL. KHP HASAN MUSTOPA",cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,211,0.02685002723534998,4.1062801932367154,0.14092570572951071,1.8584577443079227,50.96618357487923,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.876590909090909,1,0,0,0,5.356586274672012,10.219207003460745,8,3,24,24.13872560322651,988588.5665459399,Medium,High,High Risk,Go
DRAW COFFEE,JL. KHP HASAN MUSTOPA NO.54,cibeunying kidul,4.6,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Cafe,171,0.02685002723534998,4.1062801932367154,0.14092570572951071,1.506143479984146,41.30434782608696,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.8999999999999999,1,0,0,0,5.147494476813453,10.219207003460745,1,3,3,23.678474593341882,988588.5665459399,Low,High,High Risk,Go
OICOFFEE_,JALAN BRIGJEN JL. TERUSAN KATAMSO NO.18,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Cafe,44,0.02685002723534998,4.1062801932367154,0.14092570572951071,0.38754569075615447,10.628019323671499,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.876590909090909,1,0,0,0,3.8066624897703196,10.219207003460745,1,3,3,17.15420541981043,988588.5665459399,Low,High,High Risk,Go
KOPI IDIOT,JL. SEKEPANJANG 2 NO.17B,cibeunying kidul,4.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Medium (3.5-4.0),Cafe,4820,0.02685002723534998,4.1062801932367154,0.14092570572951071,42.4538688510151,1164.2512077294687,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Medium,0.75,0,0,1,0,8.480736654405622,10.219207003460745,1,2,2,33.922946617622486,988588.5665459399,High,High,High Risk,Go
BLACK INSOMNIA COFFEE,JL. TERUSAN KATAMSO NO.151B,cibeunying kidul,4.6,Rp 15.000 - 50.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Cafe,98,0.02685002723534998,4.1062801932367154,0.14092570572951071,0.8631699475932532,23.671497584541065,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.8999999999999999,1,0,0,0,4.59511985013459,10.219207003460745,1,3,3,21.137551310619113,988588.5665459399,Low,High,High Risk,Go
RUMAH MAKAN BU WIN,JL. CIKUTRA NO.91,cibeunying kidul,4.0,Rp 15.000 - 50.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Medium (3.5-4.0),Local Food,2562,0.02685002723534998,4.1062801932367154,0.14092570572951071,22.565728629937905,618.840579710145,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Low,0.75,0,0,1,0,7.848933726364071,10.219207003460745,7,2,14,31.395734905456283,988588.5665459399,High,High,High Risk,Go
MAKAN MIE,JL. PAHLAWAN NO.24,cibeunying kidul,4.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Medium (3.5-4.0),Local Food,417,0.02685002723534998,4.1062801932367154,0.14092570572951071,3.672876205575373,100.72463768115942,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.75,0,0,0,0,6.035481432524756,10.219207003460745,7,2,14,24.141925730099025,988588.5665459399,Medium,High,High Risk,Go
BEELICIOUS RICEBOWL,JL. PAHLAWAN,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,185,0.02685002723534998,4.1062801932367154,0.14092570572951071,1.6294534724974676,44.68599033816425,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.876590909090909,1,0,0,0,5.225746673713202,10.219207003460745,8,3,24,23.5491147832694,988588.5665459399,Low,High,High Risk,Go
CALIFORNIA FRIED CHICKEN,"GRIYA PAHLAWAN, JL. PAHLAWAN LT.3",cibeunying kidul,3.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Low (≤3.5),Fast Food,341,0.02685002723534998,4.1062801932367154,0.14092570572951071,3.0034791033601973,82.36714975845412,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.5,0,0,0,0,5.834810737062605,10.219207003460745,4,0,0,17.504432211187815,988588.5665459399,Medium,High,Low Risk,Consider
WARUNG JAVA,JL. KHP HASAN MUSTOPA NO.68,cibeunying kidul,4.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Medium (3.5-4.0),Local Food,4961,0.02685002723534998,4.1062801932367154,0.14092570572951071,43.69577663275641,1198.3091787439614,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Medium,0.75,0,0,1,0,8.509564164251746,10.219207003460745,7,2,14,34.03825665700698,988588.5665459399,High,High,High Risk,Go
MIE MERAPI PAHLAWAN,JL. PAHLAWAN NO.43,cibeunying kaler,4.3,Rp 15.000 - 50.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Restaurant,1190,0.0431408372557451,7.3275862068965525,0.4387082165803402,16.84073476550338,256.4655172413793,564205.9095081968,68.04841784216546,37.04841784216546,Low,Low,Very Low,0.825,0,0,1,0,7.0825485693553,9.631014566672349,8,2,16,30.45495884822779,1036301.1895081968,High,Medium,Medium Risk,Go
PHOPHO KITCHEN BANDUNG,JL. H. SYAHRONI GG.CENDRAWASIH I NO.42,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,648,0.02685002723534998,4.1062801932367154,0.14092570572951071,5.707491082045184,156.52173913043478,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.876590909090909,1,0,0,0,6.47543271670409,10.219207003460745,8,3,24,29.180654524274704,988588.5665459399,High,High,High Risk,Go
RISS MANIS,"CIKUTRA, CIBEUNYING KIDUL, BANDUNG CITY, WEST JAVA 40124",cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,33,0.02685002723534998,4.1062801932367154,0.14092570572951071,0.2906592680671159,7.971014492753624,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.876590909090909,1,0,0,0,3.5263605246161616,10.219207003460745,8,3,24,15.891062836838465,988588.5665459399,Low,High,High Risk,Go
SWARMA KEBAB,JL. CIKUTRA BARAT NO.9,cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,327,0.0431408372557451,7.3275862068965525,0.4387082165803402,4.6276640910248785,70.47413793103449,564205.9095081968,68.04841784216546,37.04841784216546,Low,Low,Very Low,0.8886363636363639,1,0,0,0,5.793013608384144,9.631014566672349,8,3,24,26.384543798185973,1036301.1895081968,Medium,Medium,Medium Risk,Consider
WARUNG MAKAN MBA IRAH,JL. SAPUJAGAT NO.23-73,cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Local Food,666,0.0431408372557451,7.3275862068965525,0.4387082165803402,9.425150717500212,143.5344827586207,564205.9095081968,68.04841784216546,37.04841784216546,Low,Low,Very Low,0.8886363636363639,1,0,0,0,6.502790045915623,9.631014566672349,7,3,21,29.617252845488437,1036301.1895081968,High,Medium,Medium Risk,Consider
WAROHMAH KITCHEN,"GG. LAS ACIP, JL. CIDURIAN UTARA I NO.42, RT.02/RW.05",cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,14,0.02685002723534998,4.1062801932367154,0.14092570572951071,0.12330999251332188,3.381642512077295,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,1.0,1,1,0,0,2.70805020110221,10.219207003460745,8,3,24,13.54025100551105,988588.5665459399,Low,High,High Risk,Go
MEALSBYDINA,PATOKAN SEBELAH KEDAI 82,cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,72,0.02685002723534998,4.1062801932367154,0.14092570572951071,0.6341656757827983,17.39130434782609,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,1.0,1,1,0,0,4.290459441148391,10.219207003460745,8,3,24,21.452297205741957,988588.5665459399,Low,High,High Risk,Go
FRESH AND HEALTHY CATERING,JL. ASEP BERLIAN,cibeunying kidul,4.506363636363636,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,112,0.02685002723534998,4.1062801932367154,0.14092570572951071,0.986479940106575,27.05314009661836,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.876590909090909,1,0,0,0,4.727387818712341,10.219207003460745,8,3,24,21.303328561233702,988588.5665459399,Low,High,High Risk,Go
QUAL COFFEE 2.0,"GEDUNG DAPOER DOEAAN, JL. A. YANI NO.417",cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Cafe,163,0.02685002723534998,4.1062801932367154,0.14092570572951071,1.4356806271193905,39.371980676328505,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,1.0,1,1,0,0,5.099866427824199,10.219207003460745,1,3,3,25.499332139120995,988588.5665459399,Low,High,High Risk,Go
KOPI ADA,JL. CISOKAN NO.B. 6,cibeunying kidul,4.9,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Cafe,145,0.02685002723534998,4.1062801932367154,0.14092570572951071,1.277139208173691,35.02415458937198,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.9750000000000001,1,1,0,0,4.983606621708336,10.219207003460745,1,3,3,24.41967244637085,988588.5665459399,Low,High,High Risk,Go
SUPPLIER DIMSUM BANDUNG - DIMSUM INMONS BDG,GG. SARTIKA NO.38,cibeunying kidul,4.6,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Chinese Food,315,0.02685002723534998,4.1062801932367154,0.14092570572951071,2.7744748315497425,76.08695652173914,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.8999999999999999,1,0,0,0,5.755742213586912,10.219207003460745,2,3,6,26.476414182499795,988588.5665459399,Medium,High,High Risk,Go
KEDAI MAKAN ASIK,JL. CISOKAN NO.13,cibeunying kidul,4.9,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Local Food,68,0.02685002723534998,4.1062801932367154,0.14092570572951071,0.5989342493504206,16.425120772946862,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.9750000000000001,1,1,0,0,4.23410650459726,10.219207003460745,7,3,21,20.747121872526574,988588.5665459399,Low,High,High Risk,Go
RENDANG KEMASAN RESTU MANDE OUTLET KATAMSO,JL. CISOKAN NO.2,cibeunying kidul,4.7,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Restaurant,469,0.02685002723534998,4.1062801932367154,0.14092570572951071,4.130884749196283,113.28502415458938,549806.0065459397,36.04841784216546,20.04841784216546,High,Dense,Very Low,0.925,1,0,0,0,6.152732694704104,10.219207003460745,8,3,24,28.91784366510929,988588.5665459399,Medium,High,High Risk,Go
