Unnamed: 0,nama,alamat,kecamatan,type,tahun,source_file,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),place_id,google_rating,price_range_rupiah,business_status,processed_at
4036,KOPI TRUK,"JL. PHH. MUSTOFA NO.76, CIKUTRA, KEC. CIBEUNYING
  KIDUL, KOTA BANDUNG, JAWA BARAT 40124",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJCVmgPvbnaC4Rw2HYfp_MUng,4.4,,OPERATIONAL,2025-06-28 22:32:27
4037,KOPIHAII 3.1 - PAHLAWAN,"WAKAF BUILDING, JL. SIDOMUKTI NO.99, SUKALUYU,
  CIBEUNYING KALER, BANDUNG CITY, WEST JAVA 40123",cibeunying kaler,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJLfzYyMbnaC4R5MKBvpmVbUU,4.9,,CLOSED_TEMPORARILY,2025-06-28 22:32:28
4038,KOPIHAII 5.1 - TURANGGA,"JL. SEKAR TONGERET NO.19, TURANGGA, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40264",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJlewo82vpaC4RxswRF92pI_U,,,OPERATIONAL,2025-06-28 22:32:30
4039,KOPIKITAKU,"JL. PAHLAWAN NO.72, NEGLASARI, KEC. CIBEUNYING
  KALER, KOTA BANDUNG, JAWA BARAT 40123",cibeunying kaler,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJB7_Icy7naC4Rc0ZtkXEo5_8,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:32:31
4040,KOPINAKO BANDUNG,"JL. PAHLAWAN NO.76, NEGLASARI, KEC. CIBEUNYING
  KALER, KOTA BANDUNG, JAWA BARAT 40124",cibeunying kaler,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJBy2zo9vnaC4RJ3zJbfEqv4U,4.7,,OPERATIONAL,2025-06-28 22:32:33
4041,KOPITAGRAM - AYANI,"JL. CIANJUR NO.3, KACAPIRING, KEC. BATUNUNGGAL,
  KOTA BANDUNG, JAWA BARAT 40271",batununggal,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJFQgv9PDnaC4RBHH1JqUQ85o,4.6,,OPERATIONAL,2025-06-28 22:32:35
4042,KOPITERA,"JL. BURANGRANG NO.14, BURANGRANG, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40262",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJMWe9HSvmaC4RHkEI6v_r7nQ,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:32:36
4043,KOZI 3.2 AT MALAKA HOTEL,"JL. HALIMUN NO.36, MALABAR, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJw8-rN9XnaC4RKbh5T05uhBk,4.4,,OPERATIONAL,2025-06-28 22:32:37
4044,KOZI COFFEE 1.0,"JL. GUDANG SELATAN NO.22 B, MERDEKA, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJOf9PrzLmaC4RP6Bk4pbG4C0,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:32:39
4045,KOZI COFFEE 6.2,"JL. VETERAN NO.2, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJX44jaRXnaC4R4vj8cj--Y6k,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:32:40
4046,KOZI COFFEE DIPATIUKUR,"JL. DIPATI UKUR NO.1, LEBAKGEDE, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40132",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJN9D9kHHnaC4Rz2BzyJpfu14,4.7,,OPERATIONAL,2025-06-28 22:32:41
4047,KOZI COFFEE X MARAWA,"JL. KIDANG PANANJUNG NO.6, DAGO, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40135",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ7SJCr27naC4R0iyo1bfM8A0,4.7,,OPERATIONAL,2025-06-28 22:32:44
4048,KUPIKU BERSEMI,"JL. NAGROG NO.72, PASIRJATI, KEC. UJUNG BERUNG,
  KOTA BANDUNG, JAWA BARAT 40616",ujung berung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJQZgAzQbpaC4Rjp8iBYSFoYU,5,,OPERATIONAL,2025-06-28 22:32:45
4049,KURVA COFFEE,"KURVA COFFEE, JL. IR. H. JUANDA NO.476, DAGO,
  KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40135",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJrXTgRyDnaC4R-QxsakD04TE,4.6,Rp 15.000 - 50.000,CLOSED_PERMANENTLY,2025-06-28 22:32:46
4050,LACAMERA,"JL. NARIPAN NO.99, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJSeYwiS7maC4RSU-WHYBfrAE,4.5,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:32:48
4051,LAKON CAFE,"JL. SEKAR TONGERET, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40264",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJk2bGYgTpaC4R8k_9FhfRZx8,4.8,,OPERATIONAL,2025-06-28 22:32:50
4052,LAMANSUA COFFEE & EATERY,"JL. SAWUNGGALING NO.5, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJK5rWh3jnaC4RmbmZZxZgAYM,4.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:32:51
4053,LASCO COFFEE HOUSE,"JL. BUAH BATU NO.54, BURANGRANG, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40262",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJQ-cfKYHoaC4R-2o9Qy2SE6w,4.6,,OPERATIONAL,2025-06-28 22:32:53
4054,LAYUNG COFFEE,"JL. GOLF RAYA NO.A3, CISARANTEN BINA HARAPAN, KEC.
  ARCAMANIK, KOTA BANDUNG, JAWA BARAT 40294",arcamanik,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ-d-LbDPdaC4RHrj7NWt6uvU,4.8,,OPERATIONAL,2025-06-28 22:32:55
4055,LE BARAGA CAFE,"JL. BRAGA NO.54, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJpZHMcADnaC4Rxim0CyYpoxo,4.5,,OPERATIONAL,2025-06-28 22:32:57
4056,LE DELICE CAFE AND BAKERY,"JL. GUNTUR NO.22, MALABAR, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJvSPkLCvmaC4RVwr-LKyev9o,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:33:00
4057,LEMONGRASS CAFE,"ASTON TROPICANA HOTEL & PLAZA BANDUNG, JL.
  CIHAMPELAS NO.125 -129, CIPAGANTI, COBLONG, BANDUNG CITY, WEST JAVA 40131",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJL1hYX1vmaC4RdyRPM6EsV-k,4.8,,OPERATIONAL,2025-06-28 22:33:02
4058,LENGKONG SATOE KOFFIE,"JL. LENGKONG TENGAH NO.1, CIKAWAO, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40261",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJedfoFDfnaC4RDHkAznHPY94,4.5,,OPERATIONAL,2025-06-28 22:33:04
4059,LEVEL SIX CAFE & BAR,"LENORA HOTEL, JL. RAYA KOPO NO.20 LANTAI 6,
  PANJUNAN, KEC. ASTANAANYAR, KOTA BANDUNG, JAWA BARAT 40242",astanaanyar,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJlVeNXJDnaC4RMkh4avWItAs,4.5,Rp 50.000 - 100.000,CLOSED_TEMPORARILY,2025-06-28 22:33:05
4060,LIMO,"JL. TERUSAN CIGADUNG NO.17, SEKELOA, KEC.
  CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT 40134",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJmfPuOqvnaC4RYZibu4P5qJ8,5,,OPERATIONAL,2025-06-28 22:33:07
4061,LINKCO COFFEE & FOOD VOL. 2,"JL. KEMBAR BARU NO.20, CIGERELENG, KEC. REGOL, KOTA
  BANDUNG, JAWA BARAT 40253",regol,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJYT6ZjQDpaC4Rt1WE-5BHtlg,5,,OPERATIONAL,2025-06-28 22:33:08
4062,KOPISENTRAL*,"LLRE MARTADINATA ST NO.61, CITARUM, BANDUNG WETAN,
  BANDUNG CITY, WEST JAVA 40114",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJjYpqjW7naC4RdH-wAE9z9yo,4.7,,CLOSED_PERMANENTLY,2025-06-28 22:33:09
4063,LINKCO COFFEE VOL.3 DAGO,"GG. CISITU LAMA I NO.14, DAGO, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40135",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ68oIfdPnaC4R_OKv1Yy5GDA,5,,OPERATIONAL,2025-06-28 22:33:10
4064,LITTLE CONTRAST,"JL. BRAGA NO.88, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ6RzoZZvnaC4RRNeTiytMo6I,4.7,,OPERATIONAL,2025-06-28 22:33:11
4065,LITTLE WINGS,"JL. CIGADUNG RAYA BARAT NO.2, CIGADUNG, KEC.
  CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT 40191",cibeunying kaler,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJm39qyQLnaC4R6B9pjQ8rArg,4.1,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:33:13
4066,LO.CO SPACE TO CONNECT,"JL. BUKIT DAGO SELATAN NO.51 RT 003/001, DAGO,
  KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40135",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJjbVaA0znaC4RgdJD_WeGONs,4.7,,OPERATIONAL,2025-06-28 22:33:14
4067,LOKO COFFEE SHOP BANDUNG,"JL. KEBON KAWUNG NO.43, PASIR KALIKI, KEC. CICENDO,
  KOTA BANDUNG, JAWA BARAT 40171",cicendo,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJV_-S4NvnaC4RaDeH9-y1ZP8,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:33:15
4068,LOTU COFFEE & EATERY,"JL. KALIMANTAN NO.11, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJAQCcvrXnaC4RxnuC6L8H79w,4.7,,OPERATIONAL,2025-06-28 22:33:17
4069,LOVE UNIQORN CAFE,"JL. BENGAWAN NO.33, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJmYRxzVTnaC4RmWhzQ7K6QPQ,4.3,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:33:18
4070,LOY CAFE,"JL. BANDA NO.31, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJUf1OTU7naC4R-CzdHpg7tvM,4.5,,OPERATIONAL,2025-06-28 22:33:20
4071,LUNAR COFFEE & ART,"JL. KANAYAKAN BARU NO.374, DAGO, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40135",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJTdmYQ_fnaC4RYiDQTwjOl-w,5,,CLOSED_PERMANENTLY,2025-06-28 22:33:21
4072,M COFFEE COMPANY BENGAWAN,"JL. BENGAWAN NO.28, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJR-WChlznaC4R5tLugg4SKhI,4.5,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:33:22
4073,MAGO COFFEE,"JL. BENGAWAN NO.64, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ_1t7TdrnaC4R7lAcWqcVt-U,4.7,,OPERATIONAL,2025-06-28 22:33:23
4074,MAKMUR JAYA,"4H9J+3F6, SUKAWARNA, KEC. SUKAJADI, KOTA BANDUNG,
  JAWA BARAT 40164",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,103066.0,5.28,19520.08,ChIJmXTSu_nnaC4RiAJrAhMemig,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:33:24
4075,"LACA COFFEE, MUTUMANIKAM","JL. MUTUMANIKAM NO.67, CIJAGRA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40265",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJd-yGpV7paC4RD5ID2HUVzw8,4,,OPERATIONAL,2025-06-28 22:33:25
4076,MAMIRICA,"JL. BOSCHA NO.4, PASTEUR, KEC. SUKAJADI, KOTA
  BANDUNG, JAWA BARAT 40161",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJL5j3ah3naC4RRAm6ymWZg8c,5,,OPERATIONAL,2025-06-28 22:33:27
4077,MANGATA 57 KOPI,"JL. IR. H. JUANDA NO.205, DAGO, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40295",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJv3Sri0jnaC4Rz-uEjnaVXq0,5,,OPERATIONAL,2025-06-28 22:33:28
4078,MARKA CAFE,"JL. TALAGA BODAS NO.32, MALABAR, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40262",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ124ACIDoaC4Rm_Ja3XPX7_o,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:33:29
4079,MARKOPI BREWING & KITCHEN,"JL. DR. SETIABUDI NO.138, ISOLA, KEC. CIDADAP, KOTA
  BANDUNG, JAWA BARAT 40153",cidadap,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJEyyTMkbnaC4RdrReK4s6KOo,4.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:33:30
4080,MASAGI KOFFEE,"JL. GUNUNG KAREUMBI NO.1-B, CIUMBULEUIT, KEC.
  CIDADAP, KOTA BANDUNG, JAWA BARAT 40141",cidadap,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ-ZLpWpHnaC4RbdN84sBJ6Kw,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:33:31
4081,MASAKANNA,"CIPADUNG KIDUL, KEC. PANYILEUKAN, KOTA BANDUNG,
  JAWA BARAT",panyileukan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,40772.0,5.31,7678.34,ChIJ5YtMNrPDaC4RXtHb_PQicxs,4.8,,OPERATIONAL,2025-06-28 22:33:32
4082,MASSUKA COFFEE AND EATERY,"JL. SURYALAYA NO.53, CIJAGRA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40265",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJKUiwgMzpaC4RGaE8SpRXg2I,4.7,,OPERATIONAL,2025-06-28 22:33:33
4083,MEET.POT,"JL. ACEH NO.66, MERDEKA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40114",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJVXvHFyvnaC4Rjoyg6UsqyOQ,4.7,,OPERATIONAL,2025-06-28 22:33:35
4084,LINKCO COFFEE KOPI & FOOD CENTER,"RUKO OP-E1, KANTOR PUSAT LINKCO COFFEE KOPI &
  FOOD, THE SUITES @ METRO APARTMENT, JATISARI, KEC. BUAHBATU, KOTA BANDUNG,
  JAWA BARAT 40286",buahbatu,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJm_Wi2e3paC4RWbepcE5sd5c,3.6,,OPERATIONAL,2025-06-28 22:33:37
4085,MICHI CAFE,"JL. SUMATERA NO.28-30, KB. PISANG, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40111",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJw4slodXnaC4RjtUmJ30Z_UM,5,,OPERATIONAL,2025-06-28 22:33:38
4086,MILES COFFEE,"JL. GAJAH NO.27, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40264",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJEffDvLPpaC4R-M4OuyChZeg,4.7,,OPERATIONAL,2025-06-28 22:33:39
4087,MILILITER.COFFEE,"JL. DIPATI UKUR NO.36, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJQ5JnQ_TnaC4RvHqMY75RhE0,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:33:40
4088,MILLARY COFFEE,"GOR, JL. SAPARUA JL. AMBON, KOTA BANDUNG, JAWA
  BARAT 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJY0KjKdLnaC4RcXvFGz-NyLA,4.1,,OPERATIONAL,2025-06-28 22:33:41
4089,MILUYU COFFEE LOUNGE,"JL. DIPATI UKUR NO.11, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJUc9D3srnaC4RW3lavPSKRaM,4.6,,CLOSED_PERMANENTLY,2025-06-28 22:33:43
4090,MOKOPI CAFÈ,"JL. IBRAHIM ADJIE NO.71, BABAKAN SURABAYA, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40272",kiaracondong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJnyU-DQfnaC4RB9g6NwLxOXE,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:33:44
4091,MOKOPI.CO,"JL. CIPAMOKOLAN NO.65, CIPAMOKOLAN, KEC. RANCASARI,
  KOTA BANDUNG, JAWA BARAT 40292",rancasari,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJq3V6wxfDaC4RglM5wAWXWaI,3.9,,CLOSED_PERMANENTLY,2025-06-28 22:33:45
4092,MONDAY COFFEE DAGO,"JL. BUKIT DAGO UTARA I NO.9, DAGO, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40135",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJzznBRAHnaC4RFlg217jkSRg,4.5,,OPERATIONAL,2025-06-28 22:33:46
4093,MONYETCOFFEE,"JL. BABAKAN SARI NO.35, BABAKAN SARI, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283",kiaracondong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJpTYPSxPnaC4RgbvUg9XE-yM,4.6,,CLOSED_PERMANENTLY,2025-06-28 22:33:48
4094,MORNING GLORY COFFEE BANDUNG SETRASARI,"SETRA SARI MALL RUKO SETRASARI MALL KAV C2 NO 31,
  SUKAGALIH, SUKAJADI, BANDUNG CITY, WEST JAVA 40163",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,103066.0,5.28,19520.08,ChIJSbzATYTmaC4RPf8X7bMNbAI,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:33:49
4095,MUNCĂ COFFEE AND SPACE,"JL. CIWULAN NO.34, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJpcRRPODnaC4RB_eXSsHnKOE,4.7,,CLOSED_TEMPORARILY,2025-06-28 22:33:50
4096,MUSAT SPACE,"JL. CILAKI NO.45, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJSbKX3pznaC4R96628cZXeh8,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:33:51
4097,NADIR CAFE,"JL. RIUNG MUNGPULUNG III NO.100, CISARANTEN KIDUL,
  KEC. GEDEBAGE, KOTA BANDUNG, JAWA BARAT 40295",gedebage,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJD2Z0WMnDaC4R9BdSFQT3NBo,4.7,,OPERATIONAL,2025-06-28 22:33:52
4098,"NAKARA BOOK, CAFE, & LEARNING SPACE","JL. LENGKONG BESAR NO.51, CIKAWAO, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40261",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJwR6PSVjnaC4RQyzOYkfQqik,4.4,,OPERATIONAL,2025-06-28 22:33:54
4099,NAKED BROWN COFFEE & PAIRINGS,"JL. TRUNOJOYO NO.22, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ15lxBm_naC4RtajMe1gmyZI,4.5,,OPERATIONAL,2025-06-28 22:33:55
4100,NAMELESS SERVE,"JL. RIUNG ARUM BARAT X NO.180, RT.004/RW.013,
  CISARANTEN KIDUL, KEC. GEDEBAGE, KOTA BANDUNG, JAWA BARAT 40294",gedebage,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ_7P-cYHDaC4RezsqIUz8ANc,4.8,,OPERATIONAL,2025-06-28 22:33:56
4101,NANTI JUGA TAU KOPI,"SUDIRMAN ST MARKET, JL. JEND. SUDIRMAN NO.113,
  KARANGANYAR, KEC. ASTANAANYAR, KOTA BANDUNG, JAWA BARAT 40241",babakan ciparay,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJiREJpkbnaC4RUkI-koL_hKE,4.9,,CLOSED_TEMPORARILY,2025-06-28 22:33:58
4102,NATA D’KOPPI,"JL. DAGO NO.472, DAGO, KECAMATAN COBLONG, KOTA
  BANDUNG, JAWA BARAT 40135",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJmXDP4yLnaC4RkuuF7Ot1e9Y,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:33:59
4103,NEIIRA KITCHEN & COFFEE,"JL. BENGAWAN NO.20, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ8dDbHz3naC4RikFgc8u9x3A,4.3,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:34:00
4104,NEMMU COFFEE,"NO. 5 A, JL. CIMANUK, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJyae5yHznaC4RUBLSLxcb4C8,4.8,,OPERATIONAL,2025-06-28 22:34:01
4105,NGOPI DOELOE,"JL. DR. SETIABUDI NO.187, GEGERKALONG, KEC.
  SUKASARI, KOTA BANDUNG, JAWA BARAT 40153",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJe_M8ipXmaC4Ray-U92LRv-0,4.3,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:34:02
4106,NGOPI JON'S COFFEE & EATERY,"PARIS VAN JAVA, JL. SUKAJADI NO.810, CIPEDES, KEC.
  SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJa7gROGDmaC4R5h-gs-YbMcE,4,,OPERATIONAL,2025-06-28 22:34:04
4107,NIETO COFFEE,"JL. SUKAMAJU 1 NO.14, PASTEUR, KEC. SUKAJADI, KOTA BANDUNG,
  JAWA BARAT 40161",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJz8deRJDraC4Rj3k6at-C4Fk,4.7,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:34:05
4108,NOMADIC COFFEE,"JL. JURANG NO.94, PASTEUR, KEC. SUKAJADI, KOTA BANDUNG, JAWA
  BARAT 40161",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJqeOrIxHnaC4RqgQheKMnvxU,4.6,,CLOSED_PERMANENTLY,2025-06-28 22:34:06
4109,NOMINA.PUBLIC,"JL. KEMUNING NO.17, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJtw_DJqnnaC4R-xDxZjEvITA,4.7,,CLOSED_PERMANENTLY,2025-06-28 22:34:07
