Unnamed: 0,nama,alamat,kecamatan,type,tahun,source_file,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),place_id,google_rating,price_range_rupiah,business_status,processed_at
4110,NOMO COFFEE,"JL. AMBON NO.16, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ9x7LVqbnaC4REjb2vZdSgpw,4.7,,OPERATIONAL,2025-06-28 22:34:09
4111,NORTHWOOD,"JL. CIHAMPELAS NO.165, CIPAGANTI, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40131",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ5ZbpDI7naC4RiDfHMMiF_Zo,4.4,,OPERATIONAL,2025-06-28 22:34:10
4112,NOUGHTS & CROSSES COFFEE,"PASKAL HYPER SQUARE, BLOK J, JL. PASIR KALIKI
  NO.25-27, ARJUNA, CICENDO, BANDUNG CITY, WEST JAVA 40181",cicendo,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,96382.0,7.79,12372.53,ChIJYdjcTjDnaC4RYPTnM8xni2Y,4.8,,OPERATIONAL,2025-06-28 22:34:11
4113,NUANSA COFFEE AND PATISSERIE,"JL. MARS TENGAH NO.47, MANJAHLEGA, KEC. RANCASARI,
  KOTA BANDUNG, JAWA BARAT 40286",rancasari,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJJV_VqenpaC4Rp_peCAswfkM,4.8,,OPERATIONAL,2025-06-28 22:34:12
4114,MOSA COFFEE HOUSE,"JL. GOLF BAR. II NO.17, SUKAMISKIN, KEC. ARCAMANIK,
  KOTA BANDUNG, JAWA BARAT 40293",arcamanik,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJmxSgjLXdaC4Ru_wN_Xvu7E4,4.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:34:14
4115,O.G COFFEE,"JL. BKR NO.141, CIGERELENG, KEC. REGOL, KOTA
  BANDUNG, JAWA BARAT 40253",regol,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJC3P9cabpaC4RTMe19g5J_bU,5,,OPERATIONAL,2025-06-28 22:34:15
4116,OL' POPS COFFEE MALABAR,"JL. TALAGA BODAS NO.29, MALABAR, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40262",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJFeHcofrpaC4RANBY_vQ2p-0,4.8,,CLOSED_PERMANENTLY,2025-06-28 22:34:16
4117,ONEPERCENT COFFEE HOUSE,"JL. CEMARA NO.3, PASTEUR, KEC. SUKAJADI, KOTA
  BANDUNG, JAWA BARAT 40161",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJdbaSM2rnaC4RMZgwzIaSofs,,,OPERATIONAL,2025-06-28 22:34:17
4118,ONSITE CAFE & LIFESTYLE,"JL. BURANGRANG NO.3, BURANGRANG, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40262",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJtczY_d7naC4RKyN99HBDAZY,4,,OPERATIONAL,2025-06-28 22:34:18
4119,OPPA COFFEE AND SPACE,"JALAN A.H NASUTION.75 KM7. KEL. KARANG PAMULANG,
  KEC. MANDALAJATI, SUKAMISKIN, KEC. ARCAMANIK, KOTA BANDUNG, JAWA BARAT 40195",arcamanik,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJB6RFcgrdaC4RLgFXekbbRyM,4.8,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:34:19
4120,OSIRIS COFFEE,"JL. LENGKONG KECIL NO.24, PALEDANG, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40261",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJHyccLCnmaC4RvX4GvHviKIM,4.7,,OPERATIONAL,2025-06-28 22:34:21
4121,OUT OF THE BOX CAFE,"JL. ANAK KALI CIKAPUNDUNG KOLOT NO.314 RT02/09,
  CIBANGKONG, KEC. BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40273",batununggal,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ30tTMSLnaC4Rc9YN-BmuX74,5,,OPERATIONAL,2025-06-28 22:34:22
4122,PAPATONG CAFETERIA,"JL. TAMAN CITARUM NO.15, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJxU8JNiLnaC4RRN10uUtPWyI,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:34:23
4123,PAULINA COFFEE & GALLERY,"JL. BELITUNG NO.9, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJRUNAZgDnaC4RGlRLb3abXXw,4.8,,OPERATIONAL,2025-06-28 22:34:24
4124,PECAH KOPI,"JL. CIGADUNG RAYA TIMUR NO.5, CIGADUNG, KEC.
  CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT 40191",cibeunying kaler,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJeUIR7hHnaC4RMOh_53zAUiM,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:34:26
4125,PERSEGI COFFEE,"JL. CIHAMPELAS NO.144, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ493-FR_naC4Rr3LYXVTalmU,4.6,,OPERATIONAL,2025-06-28 22:34:27
4126,PING - URBAN COFFEE HOUSE & EATERY,"JL. BUKIT INDAH I NO.6, CIUMBULEUIT, KEC. CIDADAP,
  KOTA BANDUNG, JAWA BARAT 40141",cidadap,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJJROxaljnaC4RkOqc_j9kj9M,4.8,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:34:28
4127,PIVOT COFFEE,"JL. CIKUTRA NO.168, SUKAPADA, KEC. CIBEUNYING
  KIDUL, KOTA BANDUNG, JAWA BARAT 40124",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ6UcxYCDnaC4R2KzwdASJbBM,4.8,,OPERATIONAL,2025-06-28 22:34:29
4128,POINT CAFE,"INDOMARET POINT, JL. DIPATI UKUR NO.85, LEBAKGEDE,
  KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJHX8kWRrnaC4R2wSs1uXlksQ,3.7,,OPERATIONAL,2025-06-28 22:34:31
4129,NURONA SPACE,"JL. ARCAMANIK ENDAH NO.40A, SUKAMISKIN, KEC.
  ARCAMANIK, KOTA BANDUNG, JAWA BARAT 40293",arcamanik,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJa1i4hyrdaC4RHJAI6i7lt7A,4.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:34:32
4130,POTEKAN WARUNG KOPI,"JL. BAYEM NO.1, LKR. SEL., KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40263",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ82RF77rnaC4RjgxHh01LO-I,4.9,,OPERATIONAL,2025-06-28 22:34:33
4131,PUBLIC SPACE CAFE,"JL. TEUKU UMAR NO.21, LEBAKGEDE, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40132",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJWaE1vtnnaC4RJfbpp-lQUpc,4.6,,OPERATIONAL,2025-06-28 22:34:35
4132,RAILWAY COFFEE - SETIABUDI,"JL. DR. SETIABUDI NO.45, PASTEUR, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40161",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ5yTewQ7naC4RvXsJqgruMLg,4.7,,OPERATIONAL,2025-06-28 22:34:36
4133,RAJA CAFE BANDUNG,"JL. BENGAWAN NO.5, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJi3AP4MznaC4RKe1ov09cskw,4.7,,CLOSED_PERMANENTLY,2025-06-28 22:34:37
4134,REDLONG GAYO COFFEE,"JL. TERUSAN CISOKAN DALAM JL. BRIGADIR JEND.
  KATAMSO NO.3A, CIHAUR GEULIS, KEC. CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT
  40132",cibeunying kaler,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJIVxolbXnaC4RiNxFJQhhh5Q,4.4,,CLOSED_PERMANENTLY,2025-06-28 22:34:38
4135,REPEAT.AM,"JL. SEDERHANA NO.87 - 89, PASTEUR, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40161",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJjfyN5fLnaC4RGFkmByIaUVY,4.8,,OPERATIONAL,2025-06-28 22:34:39
4136,RERE COFFEE,"JL. EMBONG NO.06, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJw2jnJwDnaC4RYCLhvM7U_2I,4.8,,OPERATIONAL,2025-06-28 22:34:41
4137,RESE.SPACE,"JL. PURWAKARTA NO.200B, ANTAPANI KIDUL, KEC.
  ANTAPANI, KOTA BANDUNG, JAWA BARAT 40291",antapani,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJXxz_mL3naC4RysyGuAfdkC8,4.9,,CLOSED_PERMANENTLY,2025-06-28 22:34:42
4138,RETRI COFFEE,"JL. PANAITAN NO.41, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJv7s51wPnaC4RhyHlDf1sz6o,,,OPERATIONAL,2025-06-28 22:34:44
4139,RIAU 20,"LLRE MARTADINATA ST NO.20, CITARUM, BANDUNG WETAN,
  BANDUNG CITY, WEST JAVA",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJFbEGFwnnaC4R6mt5ZVBuqyU,4.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:34:45
4140,RIGHTHANDS COFFEE,"JL. CISOKAN NO.8C, CICADAS, KEC. CIBEUNYING KIDUL,
  KOTA BANDUNG, JAWA BARAT 40121",cibeunying kidul,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJmSnTFrjnaC4RuF_xV8UJeiI,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:34:46
4141,RISALAH COFFEE,"PASIR BIRU, KEC. CIBIRU, KOTA BANDUNG, JAWA BARAT
  40615",cibiru,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,76236.0,6.84,11145.61,ChIJRQAadH7DaC4R_Nfadhra7h0,4.7,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:34:47
4142,ROCK STAR MUSIC CAFE,"KW. NIAGA METRO TRADE CENTER, METRO TRADE CENTER/
  MTC/ MIM KAV G. 25, JL. SOEKARNO HATTA, SEKEJATI, KEC. BUAHBATU, KOTA
  BANDUNG, JAWA BARAT 40286",buahbatu,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ8YLomBnoaC4RnY5wGH7kJNM,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:34:49
4143,ROEMAH AKI,"JL. KAKAP JL. ANDIR NO.80B/26, CIROYOM, KEC. ANDIR,
  KOTA BANDUNG, JAWA BARAT 40171",andir,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJJ87AyE3naC4RMwbBPwemqH8,4.8,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:34:51
4144,ROEMPI COFFEE,"JL. ANGGREK NO.27, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJD3YPi8vnaC4RbPHKosDO1KE,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:34:53
4145,ROGER'S CAFE & LOUNGE,"JL. IR. H. JUANDA NO.97, LB. SILIWANGI, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40116",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJU5DYDEjmaC4R0H1Ddoej98c,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:34:54
4146,ROOFTOP COFFEE,"BANDUNG TRADE MALL, PARKIRAN ROOFTOP, JL. IBRAHIM
  ADJIE NO.47, CICADAS, KEC. KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40272",kiaracondong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJJSavdqfnaC4RE6izn6q-bs4,4.7,,OPERATIONAL,2025-06-28 22:34:56
4147,RUANG KETIGA,"JL. RAYA PANYILEUKAN, CIPADUNG KIDUL, KEC.
  PANYILEUKAN, KOTA BANDUNG, JAWA BARAT 40614",panyileukan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJHx1zInHnaC4Rpw2Vsx3bJhs,4.9,,OPERATIONAL,2025-06-28 22:34:57
4148,RUANG KOPI TIGADUA,"JL. NANAS NO.32, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40114",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJe3Q3ucfnaC4RrKH5Aw77UvQ,4.5,,CLOSED_TEMPORARILY,2025-06-28 22:34:58
4149,RUANG MIMPI COFFEE,"JL. WIRA ANGUN ANGUN NO.22, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJAyUKnF_maC4Rj3QYU2ZLQIE,4.8,,OPERATIONAL,2025-06-28 22:34:59
4150,RUANGDUDUK.CO,"JL. WAYANG NO.2, BURANGRANG, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJX0T9KqHnaC4Rtru7QeGeaXU,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:35:00
4151,RUMAH SEDUH I 55,"JL. SAKOLA NO.1, CIPADUNG KIDUL, KEC. PANYILEUKAN,
  KOTA BANDUNG, JAWA BARAT 40164",panyileukan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJvQaxqG7DaC4RzE_G25TMNjw,5,,OPERATIONAL,2025-06-28 22:35:01
4152,SACHLI COFFEE SPACE,"JL. SAMPURNA NO.10A, PASTEUR, KEC. SUKAJADI, KOTA
  BANDUNG, JAWA BARAT 40161",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJIRkF9ZTnaC4RyjfCts2cwfE,4.8,,CLOSED_TEMPORARILY,2025-06-28 22:35:02
4153,SAFEZONE COFFEE & BAR,"JL. CIBADAK NO.229, CIBADAK, KEC. ASTANAANYAR, KOTA
  BANDUNG, JAWA BARAT 40241",astanaanyar,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJYTla6pvnaC4RGu716D44W6M,4.6,,OPERATIONAL,2025-06-28 22:35:04
4154,SALATRI 13 CAFE,"JL. SULTAN AGUNG NO.13, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJG7i0_EjmaC4R1oElSAf_Jpw,4.3,,CLOSED_PERMANENTLY,2025-06-28 22:35:05
4155,SAN.DA.RAN COFFEE,"JL. KARAWITAN NO.3, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40264",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJyaQk4u_paC4RMs9XqFKYh8Y,4.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:35:06
4156,SANJI EATERY,"JL. SUMBER MEKAR, BABAKAN, KEC. BABAKAN CIPARAY,
  KOTA BANDUNG, JAWA BARAT 40223",babakan ciparay,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJmRX_XfHpaC4RhkvJrLq2VyI,4.3,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:35:07
4157,SANS CO.,"JL. IR. H. JUANDA NO.347, RW.05, DAGO, COBLONG,
  BANDUNG CITY, WEST JAVA 40135",coblong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,115273.0,7.31,15769.22,ChIJY8rFkM_naC4RCy9t2QPdDEw,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:35:08
4158,SASTA COFFEE ROASTERY,"JL. SURYALAYA XIV NO.3, CIJAGRA, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40265",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJwfLYtHXpaC4RAkakRK6XwlQ,5,,OPERATIONAL,2025-06-28 22:35:10
4159,SATU ATAP CAFE & RESTO,"LLRE MARTADINATA ST NO.87, CITARUM, BANDUNG WETAN,
  BANDUNG CITY, WEST JAVA 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ6YFAn5DnaC4RXxAsfLLF2wI,4.7,,OPERATIONAL,2025-06-28 22:35:11
4160,SATU PINTU COFFEE,"JL. ACEH NO.56, RT.05 RW03, MERDEKA, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJz90MemvnaC4RGO3S5L6YBpc,4.5,,OPERATIONAL,2025-06-28 22:35:13
4161,SAUVAGE COFFEE,"JL. RANCABENTANG NO.3, CIUMBULEUIT, KEC. CIDADAP,
  KOTA BANDUNG, JAWA BARAT 40141",cidadap,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJZbrxpyznaC4R3KvGSPOaJxs,5,,OPERATIONAL,2025-06-28 22:35:14
4162,SAWO COFFEE AND ROASTERY,"JL. BRAGA NO.76, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJcUPCE-3naC4R1i-qLUBdQZs,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:35:16
4163,SAYVELLS COFFEE,"JL. BUAH BATU NO.121, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40265",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ8xg_Zn3oaC4RPSSPStvWbP8,4.9,Rp 15.000 - 50.000,CLOSED_PERMANENTLY,2025-06-28 22:35:17
4164,SECANGKIR TEMU,"JL. CIKENDI NO.10, HEGARMANAH, KEC. CIDADAP, KOTA
  BANDUNG, JAWA BARAT 40141",cidadap,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ4QgzQzHnaC4RRmCAckIqNU4,4.8,,OPERATIONAL,2025-06-28 22:35:18
4165,"SEDJUK BAKMI & KOPI CIGADUNG, BANDUNG","JL. KONSTITUSI I NO.16, CIGADUNG, KEC. CIBEUNYING
  KALER, KOTA BANDUNG, JAWA BARAT 40191",cibeunying kaler,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJwZlcNBTnaC4RlmbmF3VSnyU,4.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:35:19
4166,SEJIWA,"JL. PROGO NO.15, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJIfJPAEvmaC4R5W007AZKRAE,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:35:21
4167,SEKO,"JL. NATUNA NO.47, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJp7KhmG3naC4RO3ioQOPjr9g,4.8,,OPERATIONAL,2025-06-28 22:35:22
4168,ROCKEPO COFFEE & EATERY,"LATEZA, JL. KARAPITAN NO.86D, PALEDANG, LENGKONG,
  BANDUNG CITY, WEST JAVA 40261",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJh73uoUrmaC4R0MQ4LdQyBq0,4.4,,OPERATIONAL,2025-06-28 22:35:23
4169,SERACIK COFFEE,"JL. KARAWITAN NO.121, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40264",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJX6-wNNrpaC4Rcy7OosnXqxs,4.7,,OPERATIONAL,2025-06-28 22:35:24
4170,SERANTAU COFFEE X SPACE,"JL. NANAS NO.13, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40114",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJtaNz5QXnaC4RsHf6LUQ3uLw,4.5,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:35:25
4171,SERENITY CORNER,"JL. PALASARI NO.34, MALABAR, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",lengkong,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJkRyjM37oaC4RlCg5eLqFokg,4.4,,CLOSED_PERMANENTLY,2025-06-28 22:35:26
4172,SHOOT ME IN THE HEAD,"JL. KEMUNING NO.16, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJWQQrA-rnaC4RXed4EUcWdhg,4.7,,OPERATIONAL,2025-06-28 22:35:28
4173,SKEMA COFFEE,"WISMA WIRA AMUR, JL. BELITUNG NO.2B, MERDEKA, KEC.
  SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJG9WJ5U7naC4RQYM-7u29txw,4.5,,CLOSED_PERMANENTLY,2025-06-28 22:35:29
4174,SMITH COFFEE,"JL. KEMUNING NO.16, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJrzhTEHHnaC4RqUoeY0C6AkU,4.7,,CLOSED_PERMANENTLY,2025-06-28 22:35:31
4175,SONNE COFFEE,"JL. ANGGREK NO.55, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJKa_d79HnaC4RxPPcF8VDiw0,4.9,,CLOSED_PERMANENTLY,2025-06-28 22:35:33
4176,SPESIES COFFEE 2.0,"JL. PERTAMINA, CIPADUNG WETAN, KEC. PANYILEUKAN,
  KOTA BANDUNG, JAWA BARAT 40614",panyileukan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJy8Iot5vDaC4Rb6RlhVUcfT0,5,,OPERATIONAL,2025-06-28 22:35:36
4177,"SSST COFFEE, MARGAHAYU RAYA","JL. NEPTUNUS BARAT VII NO.7, SEKEJATI, KEC.
  BUAHBATU, KOTA BANDUNG, JAWA BARAT 40286",buahbatu,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJOxaGPqHpaC4RPbzFJt1tTZY,4.7,,OPERATIONAL,2025-06-28 22:35:37
4178,STARBUCKS COFFEE,"JL. SURYA SUMANTRI NO.76C, SUKAWARNA, KEC.
  SUKAJADI, KOTA BANDUNG, JAWA BARAT 40164",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJG6xCIofmaC4RK99x0FCzk3k,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:35:38
4179,SAMASAMA FOOD COLLECTIVE,"JL. PROGO NO.34, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJowUOKGXnaC4Rd58YWSqRmOE,4.6,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:35:40
4180,STATION 8 - CAFE ART JEWELLERY FASHION,"JL. SUKAJADI NO.132-134, PASTEUR, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40162",sukajadi,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJg4GMiGDmaC4RByVDJLDIkas,4.4,,OPERATIONAL,2025-06-28 22:35:41
4181,STENANG,"JL. WIRA ANGUN ANGUN NO.15, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJJ7hZd0nmaC4Rc06FPKQ01ms,4.1,,OPERATIONAL,2025-06-28 22:35:42
4182,STRING,"JL. PANAITAN NO.23, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,restaurant,2023,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJWVrN3UznaC4RM2ZBRL4LP0U,4.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:35:44
