nama,alamat,kecamatan,type,Jumlah Penduduk,Luas Wilayah,Kepadatan Jiwa
J. CO METRO INDAH MALL,METRO INDAH MALL JL. SOEKARNO HATTA,Kecamatan Kiaracondong,restaurant,,,
J. CO,JL. GATOT SUBROTO NO. 289,Kecamatan Batununggal,restaurant,,,
J.CO DONUTS & COFFEE - LUCKY SQUARE MALL,LUCKY SQUARE JL. TERUSAN JAKARTA NO. 2,Kecamatan Kiaracondong,restaurant,,,
J. CO UBERTOS,UBERTOS JL. A.H. NASUTION NO. 46A,Kecamatan Cinambo,restaurant,,,
SHIFU RAMEN GATSU,JL. GATOT SUBROTO NO. 216,Kecamatan Batununggal,restaurant,,,
SHIFU RAMEN KATAMSO,JL. BRIGADIR JEND. KATAMSO NO. 43,Kecamatan Cibeunying Kaler,restaurant,,,
BAKMIE TJAP AYAM,JL. ANGANDARA NO. 7,Kecamatan Cicendo,restaurant,,,
TROUIT BANDUNG,JL. PANDU DALAM I NO. 47,Kecamatan Cicendo,restaurant,,,
J. CO DONUTS & COFFEE,JL.SUMATERA NO. 56,Bandung Wetan,restaurant,28848.0,3.44,8386.05
OSENG MERCON LEGEND,JL. TERUSAN PERINTIS,Kecamatan Sukasari,restaurant,,,
OSENG MERCON SARIJADI,JL. SARIMANAH NO. 16,Kecamatan Sukasari,restaurant,,,
HIDEKI COFFEE,JL. DR. SETIABUDI NO. 281A,Kecamatan Sukasari,restaurant,,,
RUANG SANTAP,SARIJADI SUKASARI BANDUNG CITY,Sukasari,restaurant,77576.0,6.36,12197.48
AYAM SPB - SARIJADI,JL. SARI ASIH NO. 62,Kecamatan Sukasari,restaurant,,,
INDO KAPAU RUMAH MAKAN,JL. SARIMANAH BLOK 7 NO. 68,Kecamatan Sukasari,restaurant,,,
KEDAI SEBLAK RAJANYA PEDAS,JL. SARIJADI RAYA,Kecamatan Sukajadi,restaurant,,,
JUJI ESPRESSO & FILTER BAR,JL. HERCULES NO. 55,Kecamatan Sukajadi,restaurant,,,
SUMBER HIDANGAN,JL. BRAGA NO. 20-22,Kecamatan Sumur Bandung,restaurant,,,
AMANDA BROWNIES KUKUS CIKAWAO,JL. CIKAWAO NO. 1-3,Kecamatan Lengkong,restaurant,,,
AYAM GORENG ABOT PUNGKUR,DEPAN KANTOR DPW PBB JL. PUNGKUR NO. 151,Kecamatan Regol,restaurant,,,
WARUNK UPNORMAL,JL. DIPATIUKUR NO. 3,Kecamatan Coblong,restaurant,,,
GAJUA TEH,JL. CIGADUNG SELATAN NO. 32,Kecamatan Cibeunying Kaler,restaurant,,,
AYAM TULANG LUNAK SUKALUYU,JL. RERENG MANIS NO. 38,Kecamatan Cibeunying Kaler,restaurant,,,
KUPIATA,JL. SIDOMUKTI NO. 22,Kecamatan Cibeunying Kaler,restaurant,,,
TUTUT MANG ODED,JL. RERENG ADUMANIS NO. 15,Kecamatan Cibeunying Kaler,restaurant,,,
AYAM ANGON - FRIED & GRILLED,JL. CIKUTRA BARAT NO. 1,Kecamatan Cibeunying Kaler,restaurant,,,
JAMARAS CHICKEN NOODLE,JL. A. H. NASUTION NO. 53,Kecamatan Mandalajati,restaurant,,,
CAU NUGGET,JL. DEPOK VIII NO. 3,Kecamatan Antapani,restaurant,,,
SERJA ASIA,JL. PURWAKARTA NO. 13,Kecamatan Antapani,restaurant,,,
J.CO DONUTS AND COFFEE - KOPO,MIKO MALL LT GF NO. 1 JL RAYA KOPO NO. 599,Kecamatan Babakan Ciparay,restaurant,,,
J. CO DONUTS BUAH BATU,JL. BUAH BATU NO. 161,Kecamatan Lengkong,restaurant,,,
J. CO DONUTS,JL. PETA NO. 241,Kecamatan Bojongloa Kaler,restaurant,,,
J. CO DONUTS & COFFEE LIVING PLAZA,JL. PASIR KALIKI NO. 121,Kecamatan Cicendo,restaurant,,,
J.CO DONUTS AND COFFEE - CIHAMPELAS WALK,CIHAMPELAS WALK CIPAGANTI,Kecamatan Coblong,restaurant,,,
AYAM DJOGJA - PASIR KOJA,JL. PASIRKOJA NO. 22,Kecamatan Astanaanyar,restaurant,,,
AMPERA KEBON KELAPA,JL. PUNGKUR NO. 79,Kecamatan Regol,restaurant,,,
WARUNG NASI IBU IMAS 81,JL. PUNGKUR NO. 81,Kecamatan Regol,restaurant,,,
BAKSO SEMAR 24 JAM,JL. PUNGKUR NO. 95,Kecamatan Regol,restaurant,,,
BAKSO ENGGAL MALANG 3,JL. SOEKARNO HATTA NO. 94,Kecamatan Bandung Kulon,restaurant,,,
BAKSO BERANAK BANDUNG,JL. RAYA CIPAMOKOLAN NO. 21,Kecamatan Rancasari,restaurant,,,
BAKSO RUSUK SAMANHUDI DAGO,JL. IR. H. JUANDA NO. 342B,Kecamatan Coblong,restaurant,,,
WARUNG NASI AMPERA SUCI,JL. PH. H. MUSTOFA NO. 31,Kecamatan Cibeunying Kaler,restaurant,,,
OPIEUN BANDUNG (OB),JL. PH. H. MUSTOFA NO. 31,Kecamatan Cibeunying Kaler,restaurant,,,
SUDUT KOPI & EATERY,JL. SURYA SUMANTRI NO. 94,Kecamatan Sukajadi,restaurant,,,
RUMAH MAKAN BASO SAPI PANGHEGAR,JL. HOLIS NO. 230,Kecamatan Bandung Kulon,restaurant,,,
RM TUAH BUNDO,JL. LMU SUBAGIO NO. 42,Kecamatan Cicendo,restaurant,,,
BEKEN BBQ (MIRAE),JL. ABDUL RAHMAN SALEH NO. 40A,Kecamatan Cicendo,restaurant,,,
MAKAN DULU FOOD COURT,JL. PAJAJARAN NO. 136,Kecamatan Cicendo,restaurant,,,
RUMAH MAKAN KALIMANTAN,JL. RAMA NO. 23,Kecamatan Cicendo,restaurant,,,
KOPADJA,JL. PAJAJARAN NO. 92A,Kecamatan Cicendo,restaurant,,,
KOFFIE KORNER,JL. PUDAK NO. 21,Kecamatan Sumur Bandung,restaurant,,,
GEPREK BENSU BUAH BATU,JL. BUAH BATU NO. 45,Kecamatan Lengkong,restaurant,,,
NGIKAN YUK ANTAPANI BANDUNG,JL. PURWAKARTA NO. 176,Kecamatan Antapani,restaurant,,,
WARUNG NASI 22,JL. TERUSAN JAKARTA NO. 158,Kecamatan Antapani,restaurant,,,
BAKSO SULTAN,JL. TERUSAN JAKARTA NO. 321,Kecamatan Antapani,restaurant,,,
BAKSO BARBEL,RUKO PURI DAGO KAV. 22 JL. TERUSAN JAKARTA NO. 324,Kecamatan Arcamanik,restaurant,,,
MIE AKONG,JL. PUNGKUR NO. 58,Kecamatan Regol,restaurant,,,
SOP BUNTUT DAHAPATI,JL. CIPAGANTI NO.144,Kecamatan Coblong,restaurant,,,
372 KOPI DAGO,JL. DAGO NO. 372,Kecamatan Coblong,restaurant,,,
BATTYE'S CHEESECAKES & CAKES,JL. IR. H. JUANDA NO. 416,Kecamatan Coblong,restaurant,,,
SATE PAK KUMIS 999,JL. IR. H. JUANDA NO. 462,Kecamatan Coblong,restaurant,,,
NATA D'KOPPI,JL. DAGO NO. 472,Kecamatan Coblong,restaurant,,,
CHOOSY COFFEE,JL. IR. H. JUANDA NO. 391,Kecamatan Coblong,restaurant,,,
WARUNG TARU,JL. IR. H. JUANDA NO.437,Kecamatan Coblong,restaurant,,,
MARONES COFFEE 2,JL. PH. H. MUSTOFA NO. 25,Kecamatan Cibeunying Kaler,restaurant,,,
KONGKOWRONGOK,NEGLASARI. CIBUENYING KALER,Kecamatan Lengkong,restaurant,,,
WARUNK UPNORMAL CIKUTRA,CIBEUNYING KALER JL. CIKUTRA NO. 169,Kecamatan Cibeunying Kidul,restaurant,,,
KUE BALOK KANG DIDIN,JL. ABDUL RAHMAN SALEH NO. 52,Kecamatan Cicendo,restaurant,,,
MAYASARI ABDUL RAHMAN SALEH,JL. ABDUL RAHMAN SALEH NO. 51A,Kecamatan Cicendo,restaurant,,,
EKARA MOCKTAILS & EATERY,JL. BUKIT JARIAN NO.17,Kecamatan Cidadap,restaurant,,,
WARUNG PA MOES,JL. BUKIT JARIAN,Kecamatan Cidadap,restaurant,,,
MIE JAKARTA,JL. CIUMBULEUIT NO. 151A,Kecamatan Cidadap,restaurant,,,
WARUNG GEMBOEL,JL. CIUMBULEUIT NO. 106,Kecamatan Cidadap,restaurant,,,
SEJIWA COFFEE KIPUTIH,JL. KIPUTIH NO. 1A,Kecamatan Cidadap,restaurant,,,
NILA NYENGIR RESTO,JL. BUDI INDAH NO. 58,Kecamatan Cidadap,restaurant,,,
SAUNG RENGGANIS CAFE & CATERING,JL. REREONGAN SARUPI NO. 73,Kecamatan Cidadap,restaurant,,,
BARITON BAKERY,JL. CIUMBULEUIT NO. 101,Kecamatan Cidadap,restaurant,,,
BASKIN ROBBINS SETIABUDHI SUPERMARKET,JL. DR. SETIABUDI NO.42-46,Kecamatan Cidadap,restaurant,,,
GEPREK BENSU DAGO,JL. IR. H. JUANDA NO. 109,Kecamatan Coblong,restaurant,,,
CEKERAN MIDUN CIKUTRA,JL. CIKUTRA NO. 211,Kecamatan Cibeunying Kaler,restaurant,,,
AYAM CREMES ALIYA,JL. CILIWUNG NO. 17,Kecamatan Bandung Wetan,restaurant,,,
GUDEG YU NAP,JL. CIPTA GRAHA RAYA NO. 1,Kecamatan Cicendo,restaurant,,,
KEDAI INGIN KOPI BANDUNG,JL. CIPAGALO GIRANG NO. 4,Kecamatan Buahbatu,restaurant,,,
RUMAH KOPI COFFEE. INC,JL. KENCANAWANGI NO. 15,Kecamatan Buahbatu,restaurant,,,
TOTAL KEDAI KOPI,JL. MARGA ASRI NO. 7,Kecamatan Buahbatu,restaurant,,,
NASI BAKAR LANGGANAN IBU NUR BATUNUNGGAL,JL. BATUNUNGGAL ABADI I NO. 3,Kecamatan Bandung Kidul,restaurant,,,
ALEXANDRA KITCHEN,JL. DAGO POJOK NO. 56,Kecamatan Coblong,restaurant,,,
NASI TUTUG ONCOM TEH ITA,JL. DAGO POJOK NO. 32,Kecamatan Coblong,restaurant,,,
BASO BAROKAH,JL. CISITU INDAH VI NO. 186,Kecamatan Coblong,restaurant,,,
STUDY & EAT,JL. CISITU INDAH III,Kecamatan Coblong,restaurant,,,
ANGKRINGAN CISITU,JL. CISITU INDAH 2 NO. 16,Kecamatan Coblong,restaurant,,,
KANTIN HERI,JL. BUKIT JARIAN DALAM VI NO. 4,Kecamatan Cidadap,restaurant,,,
KARTIKA SARI,JL. BUAH BATU NO. 165A,Kecamatan Lengkong,restaurant,,,
MIH KOCOK BANDUNG MANG DADANG,JL. K. H. AHMAD DAHLAN NO. 67,Kecamatan Lengkong,restaurant,,,
BEBEK SETAN MR. DUCKLICIOUS LODAYA,JL. LODAYA NO. 105,Kecamatan Lengkong,restaurant,,,
BAKSO ENGGAL MALANG,JL. BURANGRANG NO. 12,Kecamatan Lengkong,restaurant,,,
TAKOLADA,JL. GUNTUR NO. 21,Kecamatan Lengkong,restaurant,,,
NASI GORENG REMPAH MAFIA DIPATIUKUR,JL. DIPATI UKUR NO. 51A,Kecamatan Coblong,restaurant,,,
KOPI ENDEUS,JL. HASANUDIN NO. 28,Kecamatan Coblong,restaurant,,,
SIGARAGARA DIMSUM DIPATIUKUR,DEPAN KOPI ENDEUS JL. HASANUDIN NO. 28,Kecamatan Coblong,restaurant,,,
FB & CO,JL. ARIA JIPANG NO. 1-3,Kecamatan Bandung Wetan,restaurant,,,
KOPI MOLO DR RUM BANDUNG,JL. DR. RUM NO. 8,Kecamatan Cicendo,restaurant,,,
SHINTA SATAY RESTAURANT,JL. DR. DJUNJUNAN NO. 164,Kecamatan Sukajadi,restaurant,,,
MIXUE,JL. SURYA SUMANTRI NO. 72B,Kecamatan Sukajadi,restaurant,,,
NOSTIMO - COFFEE & EATERY,SETRASARI MAL JL. TERUSAN SUTAMI NO. 98,Kecamatan Sukajadi,restaurant,,,
SEVEN DEGREES,SETRASARI MALL BLOK B4-96,Kecamatan Sukajadi,restaurant,,,
AYAM BAKAR TALIWANG,JL. PROF DOKTOR SURYA SUMANTRI NO. 120,Kecamatan Sukajadi,restaurant,,,
OLDBIKE COFFEE & EATERY,OLDBIKE COFEE BANDUNG,Sukajadi,restaurant,103066.0,5.28,19520.08
MAKMUR JAYA COFFEE,SUKAWARNA SUKAJADI,Sukajadi,restaurant,103066.0,5.28,19520.08
HEPICHICK,JL. BATUNUNGGAL INDAH RAYA NO. 63,Kecamatan Bandung Kidul,restaurant,,,
KEDAI ABU BAKAR,JL. PARAKAN ASRI I NO. 9,Kecamatan Bandung Kidul,restaurant,,,
RM BAKUL DAUN,JL. TERUSAN BUAH BATU NO. 195,Kecamatan Bandung Kidul,restaurant,,,
VITASARI BAKERY BUAH BATU,JL. BUAH BATU NO. 186,Kecamatan Lengkong,restaurant,,,
HOLLAND BAKERY - BUAH BATU,JL. BUAH BATU NO. 171,Kecamatan Lengkong,restaurant,,,
TAMBUHAK FOOD & BEVERAGE GARDEN,JL. SURYA SUMANTRI NO. 100,Kecamatan Sukasari,restaurant,,,
GOELA SEMOET,JL. SUKAMULYA INDAH 5 NO. 7,Kecamatan Sukajadi,restaurant,,,
PADANG STYLE RESTAURANT SEDERHANA,JL. DR. DJUNJUNAN NO. 120,Kecamatan Sukajadi,restaurant,,,
KARTIKA SARI CAKE SHOP,JL. IR. H. JUANDA NO. 85,Kecamatan Coblong,restaurant,,,
SARI SARI - ANEKA KUE JAJAN PASAR,JL. SULTAN TIRTAYASA NO. 17,Kecamatan Bandung Wetan,restaurant,,,
DENHAAG KLAPPEETAART,JL. KEMUNING NO. 18,Kecamatan Sumur Bandung,restaurant,,,
KOSARASA KOPI,JL. PANDAWA NO. 168/66,Kecamatan Cicendo,restaurant,,,
MARTABAK MERTUA,JL. PANDAWA ARJUNA,Kecamatan Cicendo,restaurant,,,
YUGEN AT 28,JL. MOCH YUNUS NO. 28,Kecamatan Cicendo,restaurant,,,
SERBU RAME,JL. CISITU LAMA,Kecamatan Coblong,restaurant,,,
IGA ANJAY,JL. TUBAGUS ISMAIL RAYA NO. 44,Kecamatan Coblong,restaurant,,,
LONTONG KARI KEBON KARET,JL. OTTO ISKANDAR DINATA NO. 28/5C,Kecamatan Sumur Bandung,restaurant,,,
KARTIKA SARI KEBON JUKUT,JL. KB. JUKUT NO. 3C,Kecamatan Sumur Bandung,restaurant,,,
BAKMIE ALOI,JL. SURYA SUMANTRI NO. 11B,Kecamatan Sukajadi,restaurant,,,
ROAD RUNNER BURGER,JL. SURYA SUMANTRI NO. 10B,Kecamatan Sukajadi,restaurant,,,
POCHAJJANG SETRASARI,SETRASARI MALL JL SETRARIA,Kecamatan Sukajadi,restaurant,,,
KEDAI WAKA WAKA,JL. SURYA SUMANTRI NO.5C,Kecamatan Sukajadi,restaurant,,,
BOYLE'S COFFEE,"KOMPLEK SURYA SETRA BLOK C NO. 2 JL. TERUSAN DR.
  SUTAMI",Kecamatan Panyileukan,restaurant,,,
KUE BALOK BROWNIES MAHKOTA,JL. SABANG NO. 27,Kecamatan Bandung Wetan,restaurant,,,
BAKERY VITASARI,JL. SABANG NO. 26,Kecamatan Bandung Wetan,restaurant,,,
NEIIRA KITCHEN & COFEE,JL. BENGAWAN NO. 20,Kecamatan Bandung Wetan,restaurant,,,
SARANGHAEYO SHABU AND GRILL,JL. CENDANA NO. 16,Kecamatan Bandung Wetan,restaurant,,,
NYAPII,JL. BENGAWAN NO. 56,Kecamatan Bandung Wetan,restaurant,,,
ARANG 123,JL. SUKAHAJI NO. 123,Kecamatan Sukasari,restaurant,,,
NIMNA BOOKCAFE,JL. SUKAHAJI NO. 126,Kecamatan Sukasari,restaurant,,,
BAKMI APIN,JL. GANDAPURA NO. 39,Kecamatan Sumur Bandung,restaurant,,,
KOPI TOKO DJAWA (GANDAPURA),JL. GANDAPURA NO. 61,Kecamatan Sumur Bandung,restaurant,,,
IGA WS,JL. TAMAN PRAMUKA NO. 189A,Kecamatan Bandung Wetan,restaurant,,,
SLOVIN NITRO BAR AND COLD DRIP COFFEE,JL. MANGGA JL. BELIMBING NO. 26,Kecamatan Bandung Wetan,restaurant,,,
WAROENG DJAHE BY RONDE JAHE GARDUJATI,JL. ASTANA ANYAR NO. 25,Kecamatan Astanaanyar,restaurant,,,
AYAM GORENG OLIE,JL. KESATRIAAN NO. 8,Kecamatan Cicendo,restaurant,,,
SUSU BAKAR,JL. RAJAWALI BARAT NO. 87,Kecamatan Andir,restaurant,,,
RAILWAY COFFEE,SELAMET BAN JL. KB. JUKUT NO. 17,Kecamatan Sumur Bandung,restaurant,,,
BASO CEKER BRAGA,JL. SUNIARAJA NO. 1,Kecamatan Sumur Bandung,restaurant,,,
WENDY'S BRAGA,JL. BRAGA NO. 99-101,Kecamatan Sumur Bandung,restaurant,,,
WENDY'S CIHAMPELAS WALK,CIHAMPELAS WALK JL. CIHAMPELAS NO. 160,Kecamatan Coblong,restaurant,,,
THE CRABBYS BANDUNG,JL. FLORES NO. 5 CITARUM,Kecamatan Bandung Wetan,restaurant,,,
HALO HONGKONG CAFE BY TINY DUMPLING,JL. PROF DR. SUTAMI. NO. KAV 2,Kecamatan Sukasari,restaurant,,,
RM. IBU HJ. CIJANTUNG METRO TRADE CENTER,"KW. NIAGA METRO TRADE CENTER. JL. SOEKARNO HATTA
  NO. 27",Buahbatu,restaurant,104434.0,7.46,13999.2
IBU HJ CIJANTUNG,JL. LODAYA NO. 29,Kecamatan Lengkong,restaurant,,,
PIZZA HUT DAGO,JL. IR. H. JUANDA NO. 48,Kecamatan Bandung Wetan,restaurant,,,
OSENG MERCON GERLONG,JL. GEGERKALONG GIRANG NO. 27,Kecamatan Sukasari,restaurant,,,
MIE GACOAN BANDUNG,JL. DR. SETIABUDI NO. 191B,Kecamatan Sukasari,restaurant,,,
KING CRAB BANDUNG,JL. JEND. SUDIRMAN NO. 107,Kecamatan Astanaanyar,restaurant,,,
LOMIE LIAN HOA,JL. ASTANA ANYAR NO. 101,Kecamatan Astanaanyar,restaurant,,,
SOTO OJOLALI,JL. CIBADAK NO. 79,Kecamatan Astanaanyar,restaurant,,,
KFC COFFEE,GEGERKALONG,Sukasari,restaurant,77576.0,6.36,12197.48
KFC GATEWAY,JL. JENDERAL AHMAD YANI,Kecamatan Cibeunying Kidul,restaurant,,,
KFC BANDUNG TRADE CENTER,BTC FASHION MALL JL. DR. DJUNJUNAN NO. 143-149,Kecamatan Cicendo,restaurant,,,
KFC CIHAMPELAS WALK,CIHAMPELAS WALK JL. CIHAMPELAS NO. 160,Kecamatan Coblong,restaurant,,,
KFC UJUNG BERUNG,JL. A. H. NASUTION NO. 194,Kecamatan Cinambo,restaurant,,,
KFC BEC,JL. PURNAWARMAN NO.5-17,Kecamatan Sumur Bandung,restaurant,,,
MUJIGAE,JL. PETA NO. 241,Kecamatan Bojongloa Kaler,restaurant,,,
KFC PASAR BARU,JL. OTTO ISKANDAR DINATA NO. 81,Kecamatan Sumur Bandung,restaurant,,,
KFC SETIABUDI,JL. DR. SETIABUDI NO. 169,Kecamatan Sukasari,restaurant,,,
KFC CARREFOUR KIARA CONDONG,"CARREFOUR KIARA CONDONG LT. 1 JL. SOEKARNO HATTA
  NO. 526",Kecamatan Buahbatu,restaurant,,,
PIZZA HUT BUAH BATU,JL. BUAH BATU NO. 137,Kecamatan Lengkong,restaurant,,,
STARBUCKS MIKO MALL,"MIKO MALL LT. GF JL. RAYA KOPO NO.632 BABAKAN
  CIPARAY KEC. BABAKAN CIPARAY KOTA BANDUNG JAWA BARAT 40225",Babakan Ciparay,restaurant,143651.0,7.07,20318.39
STARBUCKS FESTIVAL CITYLINK,FESTIVAL CITYLINK JL. PETA NO. 69,Kecamatan Bojongloa Kaler,restaurant,,,
STARBUCKS PPU,JL. PAJAJARAN NO. 156,Kecamatan Cicendo,restaurant,,,
STARBUCKS BIP,JL.MERDEKA NO. 56,Kecamatan Bandung Wetan,restaurant,,,
STARBUCKS PVJ,PARIS VAN JAVA UNIT 16B JL. SUKAJADI NO. 131,Kecamatan Sukajadi,restaurant,,,
STARBUCKS CIWALK,CIHAMPELAS WALK JL. CIHAMPELAS NO. 160,Kecamatan Coblong,restaurant,,,
STARBUCKS 23 PASKAL,JL. KEBON JATI NO. 196,Kecamatan Andir,restaurant,,,
KFC MIKO MALL KOPO,MIKO MALL JL. RAYA KOPO NO. 599,Kecamatan Babakan Ciparay,restaurant,,,
KFC METRO TRADE CENTER BANDUNG,JL. SOEKARNO-HATTA NO. 590,Kecamatan Buahbatu,restaurant,,,
KFC METRO MARGAHAYU,JL. JATISARI I NO. 628,Kecamatan Rancasari,restaurant,,,
KFC BUAH BATU,BLK. A-B JL. BUAH BATU NO. 189,Kecamatan Lengkong,restaurant,,,
KFC PVJ MALL,PARIS VAN JAVA MALL JL. SUKAJADI NO. 137,Kecamatan Sukajadi,restaurant,,,
DUNKIN DONUTS (ANTAPANI),BORMA PASAR SWALAYAN JL. TERUSAN JAKARTA NO. 53,Kecamatan Kiaracondong,restaurant,,,
DUNKIN DONUTS (DALEM KAUM),JL. DALEM KAUM NO. 57,Kecamatan Regol,restaurant,,,
DUNKIN DONUTS (MERDEKA),GEDUNG PANT KARYA JL. MERDEKA NO. 39-41,Kecamatan Sumur Bandung,restaurant,,,
DUNKIN DONUTS (DULATIP),RUKO DULATIP B1 JL. DULATIP NO. 22,Kecamatan Andir,restaurant,,,
DUNKIN DONUTS (SETRASARI),SETRASARI PLAZA JL. SURYA SUMANTRI,Kecamatan Sukajadi,restaurant,,,
DUNKIN DONUTS (BTC),BTC FASHION MALL JL. DR. DJUNJUNAN NO. 143-149,Kecamatan Cicendo,restaurant,,,
DUNKIN DONUTS ( GUNUNG BATU),JL. GUNUNG BATU NO. 72,Kecamatan Cicendo,restaurant,,,
KFC DAGO,JL. IR. H. JUANDA NO. 40-42,Kecamatan Bandung Wetan,restaurant,,,
KFC AHMAD YANI,JL. JEND. AHMAD YANI NO. 310,Kecamatan Batununggal,restaurant,,,
KFC MERDEKA,JL. MERDEKA NO. 35-44,Kecamatan Sumur Bandung,restaurant,,,
MCDONALDS SUMMARECON BANDUNG,JL. MAGNA RAYA,Kecamatan Gedebage,restaurant,,,
MAISON DE A SOL COFFEE AND CULTURE,JL. CIHAMPELAS NO. 36,Kecamatan Bandung Wetan,restaurant,,,
THE GOURMET BURGER CLUB,JL. RANGGAMALELA NO. 8,Kecamatan Lengkong,restaurant,,,
MANSE KOREAN GRILL BURANGRANG,JL. BURANGRANG NO. 35,Kecamatan Lengkong,restaurant,,,
"BELLE VUE ROOF TOP 24 HOURS FRENCH & ITALIAN
  BISTRO","GREEN HILL UNIVERSAL HOTEL JL. DR. SETIABUDI NO.
  376",Kecamatan Cidadap,restaurant,,,
KOPI LAKA LAKA,JL. BURANGRANG NO. 5,Kecamatan Lengkong,restaurant,,,
LACAMERA COFFEE,JL. NARIPAN NO. 99,Kecamatan Sumur Bandung,restaurant,,,
STARBUCKS TRANS STUDIO MALL BANDUNG,JL. GATOT SUBROTO NO. 289,Kecamatan Batununggal,restaurant,,,
DUNKIN DONUTS CICAHEUM KIARACONDONG,JL. JEND. AHMAD YANI NO. 830,Kecamatan Kiaracondong,restaurant,,,
ANJIS COFFEE,JL. GATOT SUBROTO NO. 178,Kecamatan Batununggal,restaurant,,,
SAM'S STRAWBERRY CORNER,JL. IR. H. JUANDA NO. 315,Kecamatan Coblong,restaurant,,,
LANTAI 3 COFFEE & PAIRING,JL. BUKIT DAGO SELATAN I NO. 4,Kecamatan Coblong,restaurant,,,
KOZI COFFEE 2.0 X BUDARAA,JL. BUKIT DAGO UTARA NO 28,Kecamatan Coblong,restaurant,,,
DUNKIN DONUTS BUAH BATU,JL. BUAH BATU NO. 237-239,Kecamatan Lengkong,restaurant,,,
DUNKIN DONUTS LEUWI PANJANG,JL. LEUWI PANJANG NO. 146,Kecamatan Bojongloa Kidul,restaurant,,,
DUNKIN DONUTS PASIRKALIKI,JL. PASIR KALIKI NO. 159,Kecamatan Cicendo,restaurant,,,
DUNKIN DONUTS (DAGO),JL. IR. H. JUANDA NO. 51,Kecamatan Bandung Wetan,restaurant,,,
MELK & THE MIXTURES,JL. PASIR KALIKI NO. 158A,Kecamatan Cicendo,restaurant,,,
168 TATTOO STUDIO AND COFFEE SHOP,KOMP. MEKAR WANGI JL. MEKAR LAKSANA NO. 21,Kecamatan Bojongloa Kidul,restaurant,,,
AISBERG COFFEE,JL. MEKAR SEJAHTERA NO. 18,Kecamatan Bojongloa Kidul,restaurant,,,
CRAB STORY,JL. MEKAR LAKSANA NO. 16B,Kecamatan Bojongloa Kidul,restaurant,,,
FISHSTREAT BANDUNG,JL. CILIWUNG NO. 24,Kecamatan Bandung Wetan,restaurant,,,
TUTUP TIGA COFFEE,JL. KEJAKSAAAN NO. 3,Kecamatan Sumur Bandung,restaurant,,,
MARKOPI EXPRESS,JL. DALEM KAUM NO. 93A,Kecamatan Lengkong,restaurant,,,
WARKOP MODJOK,PERUMAHAN PONDOK HIJAU INDAH JL. PINUS RAYA NO. 73B,Kecamatan Sukasari,restaurant,,,
WILD GRASS,JL. GUNUNG KAREUMBI JL. CIUMBULEUIT NO. 10,Kecamatan Cidadap,restaurant,,,
PIPE DREAM CAFE,JL. CIUMBULEUIT NO. 86,Kecamatan Cidadap,restaurant,,,
SHOT ME IN THE HEAD,JL. KEMUNING NO. 16,Kecamatan Sumur Bandung,restaurant,,,
SETANGKAI KOPI,JL. KEMUNING NO. 8A,Kecamatan Sumur Bandung,restaurant,,,
DAILY ROUTINE ESPRESSO BAR,JL. GANDAPURA NO. 34,Kecamatan Sumur Bandung,restaurant,,,
CULTIVAR COFFEEHOUSE,JL. ANGGREK NO. 34,Kecamatan Sumur Bandung,restaurant,,,
KOPI PUDAK,JL. PUDAK,Kecamatan Sumur Bandung,restaurant,,,
ROEMPI COFFEE & EATERY,JL. ANGGREK NO. 27,Kecamatan Sumur Bandung,restaurant,,,
DUA COFFEE @ BANDUNG,JL. TAMAN CEMP NO.7,Kecamatan Sumur Bandung,restaurant,,,
MC DARMO LA,JL. SUMATERA NO. 37,Kecamatan Sumur Bandung,restaurant,,,
CREMERIA DI DEE GELATO SHOP,JL. GN. BATU NO. 2C,Kecamatan Cidadap,restaurant,,,
TJARANI CAFE BANDUNG,JL. BUNGUR NO. 25,Kecamatan Sukajadi,restaurant,,,
FAT BOX THE POP UP,JL. SUKAJADI NO. 199,Kecamatan Sukajadi,restaurant,,,
AA BISTIK ASTANAANYAR,KOENYAH FOODCOURT JL. KLININGAN NO. 18,Kecamatan Lengkong,restaurant,,,
RM CIGANEA MANG IDJOT,JL. DR. DJUNJUNAN NO. 137,Kecamatan Cicendo,restaurant,,,
RESTORAN SIMPANG RAYA,JL. DR. DJUNJUNAN NO. 182,Kecamatan Sukajadi,restaurant,,,
WARUNG NASI KHAS SUNDA ASLI LAKSANA,JL. PROF. DR. SUTAMI NO. 67,Kecamatan Sukasari,restaurant,,,
RM SAUNG KABAYAN,JL. DR. DJUNJUNAN NO. 107,Kecamatan Cicendo,restaurant,,,
HOKBEN PASKAL 160,JL. PASIR KALIKI NO. 160,Kecamatan Cicendo,restaurant,,,
HOKBEN KEBON KAWUNG,JL. KEBON KAWUNG,Kecamatan Cicendo,restaurant,,,
KEDAI TIMBEL DAGO,JL. IR. H. JUANDA NO. 117,Kecamatan Coblong,restaurant,,,
AYAM DJOGJA KEJAKSAAN,JL. KEJAKSAAN NO. 5,Kecamatan Sumur Bandung,restaurant,,,
BEBEK GARANG,JL. BRAGA NO 34,Kecamatan Sumur Bandung,restaurant,,,
FLAMING POTS BOIL & GRILL,JL. SUKAJADI NO. 193,Kecamatan Sukajadi,restaurant,,,
GIGGLEBOX KARANGSARI,JL. KARANGSARI NO. 3,Kecamatan Sukajadi,restaurant,,,
